codine,Total Población,Españoles,Total Extranjeros,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
03058,7029,5996,1033,277,199,6,33,16,6,2,1,38,71,78,2,76,452,5,446,0,1,297,2,12,7,17,0,0,240,2,0,0,12,2,7,5,2,0
03059,28362,25064,3298,666,611,49,14,52,17,5,7,322,53,55,11,5,2075,52,2006,6,0,485,41,46,40,189,3,1,107,32,0,5,2,6,72,67,3,0
03060,114,106,8,8,6,0,1,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03061,1988,1294,694,563,537,7,0,1,0,0,1,461,8,26,0,3,112,4,105,0,0,16,0,1,0,4,7,1,1,0,0,0,0,0,3,2,0,0
03062,726,225,501,490,483,17,1,2,4,0,0,370,0,7,1,0,0,0,0,0,0,10,3,0,2,2,0,1,2,0,0,0,0,0,0,0,0,1
03063,44726,31222,13504,9520,8072,2556,608,446,426,109,100,1603,1108,1448,260,387,719,86,573,17,14,2934,357,84,77,921,101,68,872,37,23,35,175,99,327,180,36,4
03064,7398,6128,1270,635,600,22,0,15,0,1,3,430,28,35,18,6,506,8,496,0,1,125,4,1,6,10,5,63,28,0,0,0,1,1,4,4,0,0
03065,230354,202159,28195,11416,10336,424,595,480,776,156,214,1072,5757,1080,307,230,7045,1028,4300,373,313,7879,814,312,230,2224,178,186,1950,1100,147,68,292,157,1849,1702,49,6
03066,54610,51174,3436,1049,805,32,30,39,71,77,25,35,440,244,52,137,495,114,319,10,22,1726,121,75,38,868,49,15,336,46,42,19,17,51,166,96,47,0
03067,108,104,4,4,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03068,62,51,11,11,11,1,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03069,6807,3528,3279,2838,2602,131,100,150,96,32,47,1270,227,236,65,37,110,15,92,2,0,274,76,1,19,62,23,28,30,3,5,5,10,6,57,23,12,0
03070,4389,2414,1975,1540,1485,27,102,25,14,5,19,1114,35,55,10,15,290,3,285,0,0,130,9,6,8,9,0,3,88,1,1,0,4,1,14,8,1,1
03071,6283,4791,1492,867,855,39,15,9,19,5,2,591,80,12,8,0,330,3,325,1,0,282,130,0,2,77,1,3,52,0,0,0,9,5,13,13,0,0
03072,442,380,62,59,56,1,0,1,0,0,0,47,2,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03073,254,242,12,11,11,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03074,2463,2120,343,70,59,1,8,10,3,0,1,4,22,11,0,10,164,0,164,0,0,109,2,10,2,8,0,0,68,4,0,2,12,0,0,0,0,0
03075,240,177,63,61,57,8,1,3,2,0,0,18,10,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03076,16863,10051,6812,5904,4870,635,415,115,156,48,50,2298,246,1034,324,269,365,23,326,0,9,348,105,8,44,55,14,19,37,9,2,9,23,5,195,159,5,0
03077,3010,1637,1373,1343,1334,118,11,7,5,2,0,837,6,9,1,0,2,0,2,0,0,18,1,5,3,2,0,0,1,0,0,0,0,3,10,0,0,0
03078,1217,578,639,625,621,40,0,3,0,0,0,521,6,4,0,0,0,0,0,0,0,12,0,4,0,0,0,0,8,0,0,0,0,0,2,0,0,0
03079,23683,21904,1779,712,691,18,37,12,39,2,6,10,550,21,7,8,69,31,32,0,1,874,63,79,10,50,12,11,545,19,2,9,20,6,124,43,72,0
03080,2102,1598,504,430,415,10,7,9,5,16,0,298,25,15,2,12,44,1,42,0,0,29,3,6,5,8,0,0,6,0,0,0,1,0,1,0,0,0
03081,3320,1692,1628,1418,1395,159,10,50,9,12,0,958,17,23,0,1,111,0,111,0,0,79,18,14,1,10,2,23,1,0,2,0,1,3,20,8,0,0
03082,32469,14586,17883,14977,13963,2197,148,516,282,116,39,8573,228,1014,103,109,733,9,708,1,1,1823,192,22,52,725,22,16,378,6,12,12,127,178,343,106,147,7
03083,7429,6784,645,389,364,42,9,14,24,10,0,156,38,25,2,8,122,10,110,0,1,126,17,13,5,10,3,5,60,2,5,0,5,1,8,3,5,0
03084,754,686,68,59,59,0,0,8,0,0,0,47,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
03085,1070,344,726,724,714,114,1,11,0,0,0,479,9,10,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03086,215,160,55,54,52,1,0,0,0,0,0,44,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,7771,6641,1130,524,503,15,11,18,27,8,6,266,97,21,6,2,209,155,51,0,0,383,4,152,6,26,3,1,164,2,4,1,0,8,13,11,0,1
03089,12873,11639,1234,711,673,39,12,9,30,185,3,323,18,38,5,15,30,8,17,0,0,430,10,123,1,42,8,2,212,3,8,0,1,11,63,22,39,0
03090,23522,20664,2858,2087,1876,178,50,310,165,31,42,581,116,211,23,111,220,72,137,1,1,510,94,27,29,98,17,8,65,67,15,8,19,37,37,15,0,4
03091,609,292,317,308,304,16,25,8,3,0,0,228,5,4,0,0,2,0,1,0,0,6,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
03092,9005,8327,678,313,305,2,76,11,3,2,11,131,40,8,3,5,253,4,229,0,8,88,12,6,6,7,8,4,22,3,5,0,3,1,24,10,5,0
03093,26873,24423,2450,995,883,22,25,26,34,67,27,59,586,112,21,85,432,340,87,0,1,968,19,88,9,72,20,5,698,8,19,2,6,11,54,36,2,1
03094,18593,10718,7875,6851,6023,1061,80,204,144,44,39,2166,238,828,147,40,256,86,104,0,59,684,143,19,30,56,34,21,266,11,10,12,25,18,77,52,11,7
03095,6644,5416,1228,619,517,75,18,29,24,6,11,109,167,102,27,56,307,28,267,0,11,275,18,26,7,120,3,9,39,7,0,6,21,6,27,15,1,0
03096,7753,7064,689,436,425,19,35,11,27,2,4,115,166,11,5,1,64,1,63,0,0,173,37,21,5,4,0,3,37,6,0,4,52,3,16,3,12,0
03097,2606,1143,1463,1409,1371,197,15,25,14,1,1,964,42,38,2,0,18,2,10,1,0,26,2,2,1,2,1,0,13,0,0,0,0,0,9,0,1,1
03098,898,577,321,305,302,54,2,18,2,2,0,152,3,3,1,0,4,0,3,1,0,11,0,1,1,5,0,1,0,0,0,0,1,0,1,0,0,0
03099,88714,51571,37143,31701,28694,3024,1496,206,251,403,90,18130,1012,3007,657,549,2162,723,1255,38,22,2674,153,645,75,500,30,21,963,36,28,29,71,40,604,359,26,2
03100,1123,636,487,472,464,36,5,38,0,0,0,290,19,8,0,6,7,0,6,1,0,7,1,1,1,0,0,0,3,0,0,0,0,0,1,1,0,0
03101,7659,5582,2077,1651,1547,361,9,40,37,6,3,751,72,104,4,4,182,23,158,0,0,230,72,4,6,45,4,10,51,1,13,0,9,4,14,3,10,0
03102,11116,8743,2373,1988,1752,337,110,81,29,48,17,744,180,236,15,49,159,4,154,0,0,179,9,6,4,22,2,17,103,0,1,0,1,6,47,33,5,0
03103,332,310,22,13,13,0,0,0,0,0,0,8,1,0,0,0,3,0,0,0,3,5,0,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0
03104,34726,33408,1318,404,318,16,8,36,50,10,18,48,108,86,10,20,73,31,31,2,3,748,41,10,19,371,26,22,104,57,5,0,10,67,91,63,9,2
03105,7904,6593,1311,936,845,3,58,12,16,9,2,638,54,91,7,78,87,8,77,0,0,271,13,29,3,33,13,1,143,4,0,7,14,1,17,9,8,0
03106,836,718,118,116,112,5,0,6,0,0,1,62,26,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
03107,4474,2830,1644,1335,1196,91,8,91,18,13,15,644,113,139,32,6,124,24,73,0,27,178,21,14,1,10,13,5,95,1,3,2,2,6,7,0,2,0
03109,4162,3428,734,164,143,2,7,6,3,7,16,30,58,21,2,17,439,8,431,0,0,127,6,9,5,18,2,1,83,0,2,0,0,0,4,4,0,0
03110,746,364,382,362,331,67,0,5,1,0,0,231,0,31,2,1,3,0,3,0,0,16,0,0,3,1,0,2,8,0,0,0,0,0,1,1,0,0
03111,7522,6466,1056,270,247,8,34,25,9,35,15,41,48,23,5,13,540,146,391,1,0,237,10,102,4,49,2,1,53,3,0,8,1,1,9,8,1,0
03112,1338,775,563,548,542,15,8,7,5,5,3,384,41,6,1,0,2,0,1,0,0,13,1,0,3,0,0,1,1,1,0,0,1,4,0,0,0,0
03113,21583,5120,16463,15581,13725,1600,195,123,86,48,9,9181,55,1856,327,58,420,22,388,3,0,256,20,3,13,18,4,5,151,1,2,2,5,9,204,118,3,2
03114,2554,1935,619,544,541,6,3,8,7,29,0,401,6,3,1,0,6,4,1,0,0,66,1,6,0,7,0,0,44,5,0,0,1,0,1,0,0,2
03115,454,293,161,146,146,14,0,8,1,0,0,109,1,0,0,0,14,0,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03116,1559,1364,195,170,163,12,23,5,0,1,2,114,2,7,0,0,2,2,0,0,0,23,4,0,1,6,1,0,6,0,2,0,0,3,0,0,0,0
03117,717,450,267,252,230,62,5,1,1,1,0,126,6,22,0,0,7,0,7,0,0,8,2,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0
03118,12354,2765,9589,9087,8755,1430,14,122,51,22,16,6262,110,332,24,39,353,58,294,0,0,99,23,4,7,10,8,1,30,2,5,0,2,3,49,37,1,1
03119,22554,19628,2926,1688,1448,120,79,279,333,65,26,172,142,240,40,91,177,30,126,2,5,983,238,55,39,151,25,11,170,98,14,16,70,65,76,42,3,2
03120,7862,2862,5000,4664,4376,672,92,27,16,9,2,3124,44,288,38,46,131,47,72,4,7,143,23,8,3,12,4,7,61,0,4,1,2,11,62,46,0,0
03121,33372,25033,8339,6992,6248,302,165,476,309,79,70,3440,277,744,153,91,296,50,131,0,96,855,179,11,40,264,54,17,49,40,13,11,75,56,195,121,4,1
03122,54531,50596,3935,1676,1363,93,101,159,287,38,78,88,314,313,85,74,495,158,252,11,9,1517,280,45,42,323,33,90,282,67,74,23,88,78,246,140,17,1
03123,10041,9088,953,768,737,38,37,26,22,5,14,549,10,31,3,19,20,1,16,1,0,152,14,16,2,45,1,0,56,7,0,1,0,9,13,10,2,0
03124,636,536,100,92,88,30,0,2,1,0,0,40,1,4,0,0,6,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
03125,661,396,265,216,214,41,3,8,1,1,1,110,20,2,0,0,42,3,39,0,0,7,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0
03127,809,464,345,330,321,38,0,38,3,0,0,104,8,9,4,0,0,0,0,0,0,15,2,0,0,4,0,0,6,0,2,0,0,0,0,0,0,0
03128,14722,4935,9787,8626,8189,1802,400,213,90,54,13,4016,238,437,61,12,306,19,282,0,3,702,78,72,17,335,6,7,70,2,8,20,28,21,151,106,10,2
03129,1763,1411,352,328,321,61,0,7,5,1,0,147,29,7,1,2,2,2,0,0,0,19,8,0,1,6,1,0,0,0,0,0,1,1,3,2,0,0
03130,49,39,10,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,383,210,173,168,165,24,0,1,0,0,0,131,0,3,0,0,3,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03132,802,638,164,158,149,40,0,8,2,0,0,29,19,9,0,1,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0
03133,102136,48566,53570,42088,33359,3950,2332,558,1136,623,420,12994,2333,8729,3323,2083,4136,465,2929,161,426,5865,681,60,673,1581,233,501,1097,152,97,108,389,128,1475,767,134,6
03134,187,170,17,17,13,0,0,1,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03135,284,249,35,31,31,4,0,10,1,0,0,14,0,0,0,0,1,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03136,694,545,149,126,126,12,1,8,0,1,0,73,22,0,0,0,4,0,4,0,0,19,5,4,0,4,0,0,5,0,0,0,0,0,0,0,0,0
03137,961,792,169,162,157,22,0,9,1,0,0,90,18,5,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03138,4899,3788,1111,810,762,221,25,33,16,23,6,99,270,48,16,16,146,13,125,0,8,113,11,9,6,29,3,0,41,0,4,0,4,3,42,35,1,0
03139,32733,26576,6157,3959,3238,164,243,190,209,110,40,585,1116,721,303,164,1005,102,882,7,6,1030,185,59,98,213,66,20,221,19,17,7,45,44,157,78,25,6
03140,34966,32226,2740,910,828,17,269,18,26,20,11,182,249,82,14,26,656,33,588,1,2,1081,24,10,9,360,13,2,543,24,8,7,7,43,93,69,6,0
03901,3394,1297,2097,1999,1715,929,7,72,29,28,9,428,26,284,16,5,18,0,16,0,1,64,6,4,4,33,1,0,3,0,4,0,5,1,16,11,0,0
03902,22967,12160,10807,8135,7436,1078,51,71,61,31,27,4674,628,699,101,128,1574,12,1551,0,0,941,24,33,19,56,7,5,702,3,21,14,28,10,157,114,3,0
03903,5199,3006,2193,2040,1922,53,192,17,21,18,3,1370,87,118,26,48,54,13,38,1,0,72,13,0,3,32,4,6,1,0,2,1,3,5,26,17,0,1
03904,1934,1752,182,119,117,2,12,12,5,4,0,53,19,2,0,1,18,0,14,0,0,44,4,3,5,14,4,1,8,1,1,1,1,0,0,0,0,1
