codine,Total Población,Españoles,Total Extranjeros,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
03001,695,377,318,315,314,76,12,5,0,0,0,198,8,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
03002,4818,4297,521,240,196,21,0,13,1,9,2,32,86,44,27,8,189,2,181,0,0,85,6,0,0,3,2,0,57,9,0,0,2,1,7,2,0,0
03003,599,535,64,59,59,2,33,0,0,0,0,19,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
03004,1084,732,352,299,291,27,1,50,6,2,0,131,2,8,3,0,2,2,0,0,0,49,2,3,0,4,1,2,27,2,2,0,1,0,2,0,0,0
03005,11821,9439,2382,1088,1044,97,102,10,10,2,4,465,231,44,12,6,648,1,639,0,0,636,13,46,14,21,3,4,516,3,1,0,4,1,10,9,0,0
03006,1524,593,931,883,875,55,3,24,4,0,0,684,1,8,0,0,5,1,4,0,0,35,6,8,0,1,0,0,10,1,5,0,0,2,8,4,0,0
03007,230,182,48,43,43,0,0,0,1,0,3,36,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
03008,201,190,11,10,10,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03009,61417,57720,3697,1759,1624,24,205,43,42,47,24,54,1113,135,40,23,553,72,428,3,10,1259,78,65,35,210,41,7,661,3,34,23,26,19,125,83,31,1
03010,419,401,18,18,18,0,0,0,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03011,21332,9305,12027,11036,8336,820,111,243,196,74,38,3239,803,2700,179,101,160,59,81,0,11,669,125,28,61,117,29,26,108,18,18,22,23,36,160,100,15,2
03012,4537,1328,3209,3184,3109,177,10,11,8,5,4,2681,8,75,2,7,3,1,1,0,0,21,4,1,0,6,1,1,2,0,2,1,1,1,1,0,0,0
03013,1530,1389,141,83,81,3,0,6,1,17,0,38,10,2,0,0,44,2,42,0,0,7,1,1,0,0,0,0,2,0,0,0,0,2,7,0,4,0
03014,334418,284087,50331,18685,15320,972,1302,2153,2918,694,503,852,3829,3365,1237,994,10298,3411,4010,799,866,19365,3107,1388,677,5057,530,385,4077,1237,575,374,650,657,1950,1049,216,33
03015,19598,15266,4332,1946,1576,52,38,47,31,14,41,1015,110,370,119,186,1880,19,1848,6,0,460,31,17,20,178,12,22,115,1,2,6,27,24,45,31,2,1
03016,132,106,26,25,25,0,0,0,0,0,0,23,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
