codine,Total Población,Españoles,Total Extranjeros,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
03103,323,310,13,7,7,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03104,34109,32715,1394,372,279,16,8,31,46,4,17,43,85,93,13,13,76,40,28,0,1,880,44,7,7,493,27,18,117,59,10,2,13,73,65,53,5,1
03105,7623,6564,1059,678,589,4,44,12,10,9,2,445,24,89,3,80,71,8,61,0,0,291,17,27,8,34,13,0,150,11,0,5,20,0,19,6,11,0
03106,839,735,104,99,96,0,0,8,0,1,1,51,26,3,0,0,2,0,2,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03107,4112,2613,1499,1171,1075,84,5,93,23,13,16,598,93,96,6,6,95,18,56,0,21,222,30,10,4,8,25,2,127,0,4,1,1,3,10,0,5,1
03109,4028,3333,695,159,140,2,3,1,1,7,15,28,72,19,2,14,407,8,398,0,0,129,6,10,2,22,2,0,84,0,0,0,0,2,0,0,0,0
03110,692,354,338,321,295,60,0,6,0,0,0,200,1,26,0,0,3,0,3,0,0,13,0,0,3,2,0,0,5,0,0,0,0,0,1,1,0,0
03111,7261,6305,956,290,273,5,60,26,11,41,19,41,41,17,2,11,346,80,264,1,0,315,5,150,17,66,4,0,56,1,0,7,4,2,5,3,0,0
03112,1205,763,442,433,427,9,7,8,4,5,1,309,36,6,1,0,4,1,1,0,0,5,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
03113,19247,5022,14225,13475,12026,1438,231,103,88,32,11,8070,63,1449,181,52,340,17,316,1,0,283,26,4,24,19,3,3,168,2,1,1,7,7,126,102,5,1
03114,2539,1930,609,537,537,10,3,8,5,24,0,422,2,0,0,0,4,3,1,0,0,65,0,3,0,4,0,0,46,4,0,0,5,0,1,0,0,2
03115,434,294,140,126,126,12,0,8,1,0,0,93,1,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03116,1588,1349,239,209,204,20,15,12,3,7,4,128,1,5,1,0,2,1,1,0,0,28,0,3,0,12,1,0,7,0,0,0,0,5,0,0,0,0
03117,740,495,245,223,201,53,3,2,2,0,1,116,3,22,0,0,9,0,9,0,0,13,4,2,0,1,0,0,4,0,2,0,0,0,0,0,0,0
03118,11594,2674,8920,8461,8158,1379,10,106,45,21,14,5882,94,303,28,39,305,29,270,0,0,112,26,6,6,14,6,5,36,1,2,0,3,4,41,32,0,1
03119,21681,18881,2800,1431,1266,119,55,259,272,59,28,163,107,165,23,67,142,18,111,2,1,1174,315,92,64,183,31,20,183,72,24,6,87,68,52,23,1,1
03120,8056,2880,5176,4863,4575,717,103,29,15,11,2,3315,35,288,34,35,138,58,72,1,6,134,18,10,4,15,6,6,67,0,1,0,1,1,40,24,0,1
03121,30987,23408,7579,6222,5589,264,159,439,238,63,54,3146,230,633,129,84,244,37,126,2,67,941,233,19,44,278,68,27,50,38,9,10,71,39,172,129,3,0
03122,51507,47867,3640,1490,1147,89,98,143,235,28,63,78,254,343,86,79,430,138,200,20,7,1550,308,61,46,289,36,114,313,42,62,18,91,79,169,105,2,1
03123,9908,8987,921,666,638,41,36,19,13,13,13,465,8,28,3,11,47,3,41,0,0,194,13,31,8,52,1,0,73,0,1,0,0,12,14,11,1,0
03124,646,552,94,86,82,30,0,1,2,0,0,40,0,4,0,0,3,0,2,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
03125,645,382,263,200,197,34,4,8,1,0,0,94,30,3,0,0,57,3,54,0,0,6,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
03127,772,465,307,288,278,32,0,39,2,0,0,84,10,10,3,0,2,0,2,0,0,17,5,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0
03128,14236,4908,9328,8142,7736,1773,374,188,83,40,16,3768,195,406,39,12,296,16,275,0,3,792,101,103,19,349,6,17,86,0,10,16,25,19,96,64,0,2
03129,1677,1366,311,293,286,63,0,8,4,1,0,122,23,7,1,1,2,2,0,0,0,13,5,0,0,5,2,0,0,0,0,0,0,0,3,2,0,0
03130,65,53,12,11,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,375,208,167,155,152,23,0,1,0,0,0,120,0,3,0,0,7,0,7,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
03132,758,617,141,134,127,37,0,7,2,0,0,25,18,7,0,0,0,0,0,0,0,6,0,0,0,2,2,0,2,0,0,0,0,0,1,0,0,0
03133,101381,47099,54282,39663,31105,3708,2089,543,1071,542,385,12550,2063,8558,2933,2267,4128,456,3001,150,288,9227,1023,100,1496,2464,282,727,1790,163,118,118,609,152,1257,756,91,7
03134,186,168,18,17,16,0,0,1,3,0,0,12,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03135,299,264,35,31,29,3,0,10,0,0,1,12,1,2,0,0,0,0,0,0,0,4,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
03136,671,552,119,94,94,8,1,6,1,0,0,60,10,0,0,0,0,0,0,0,0,25,3,7,0,6,0,0,8,0,0,0,0,0,0,0,0,0
03137,997,822,175,154,149,14,0,5,1,0,0,91,17,5,0,0,14,2,6,0,0,7,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
03138,4847,3728,1119,735,685,188,25,23,13,22,5,84,253,50,13,17,202,29,148,1,22,160,22,8,8,59,0,1,43,0,4,2,11,1,22,16,1,0
03139,32534,25752,6782,4858,4223,294,301,210,268,169,58,1103,1078,635,153,131,806,69,713,5,2,1025,222,48,85,210,59,24,206,13,24,10,52,44,92,37,17,1
03140,34928,31958,2970,856,774,15,260,17,26,21,6,184,211,82,10,35,637,30,563,0,3,1375,22,28,11,483,14,4,687,18,7,5,5,66,102,90,0,0
03901,3267,1254,2013,1936,1666,914,8,55,25,22,7,429,32,270,9,7,11,4,7,0,0,46,9,3,1,17,1,0,2,0,4,0,6,0,20,12,0,0
03902,21424,11474,9950,7486,6769,1006,56,60,53,32,26,4282,539,717,78,143,1182,7,1167,1,0,1144,31,68,30,58,7,6,862,7,10,13,30,8,138,99,3,0
03903,4736,2977,1759,1655,1564,45,259,14,14,19,3,1048,77,91,4,57,37,12,23,1,0,55,15,1,0,25,0,2,3,2,2,1,2,1,11,10,0,1
03904,1708,1573,135,87,85,2,7,6,6,1,0,45,5,2,0,1,11,0,7,0,0,37,2,5,1,7,4,2,10,2,1,0,0,2,0,0,0,0
