codine,Total Población,Españoles,Total Extranjeros,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
03049,18034,15057,2977,536,329,10,58,20,4,5,6,110,80,207,24,138,1875,55,1815,2,0,536,9,63,19,48,7,2,334,16,1,2,22,6,30,19,8,0
03050,27709,22275,5434,4434,4149,307,28,794,349,68,44,1255,395,285,145,23,173,108,49,1,5,716,215,15,42,127,32,20,49,43,13,16,59,23,110,65,7,1
03051,444,419,25,23,23,0,19,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03052,1237,1202,35,23,11,0,2,0,0,4,0,1,4,12,0,11,4,0,4,0,0,8,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
03053,10573,8661,1912,1403,1344,24,17,37,24,8,2,1101,24,59,10,28,238,38,198,1,1,231,31,14,6,9,1,14,119,1,1,1,11,4,40,22,16,0
03054,478,382,96,87,84,5,0,2,0,0,0,65,1,3,2,0,5,4,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03055,9083,6425,2658,2052,2001,65,18,19,16,6,7,1503,68,51,4,13,464,14,446,1,0,115,5,5,9,16,1,7,46,5,2,0,5,12,27,16,0,0
03056,11591,10589,1002,427,412,8,21,14,6,18,8,250,64,15,5,4,428,3,411,1,1,115,18,11,7,19,6,2,22,0,11,4,1,1,32,22,7,0
03057,283,220,63,47,44,6,0,4,1,2,0,23,2,3,0,0,8,0,8,0,0,8,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0
03058,7077,5959,1118,281,210,7,36,15,6,2,2,39,75,71,0,69,550,10,537,0,1,279,2,13,8,14,0,0,223,1,0,0,12,2,8,6,2,0
03059,28439,25229,3210,651,598,51,13,51,15,3,10,310,47,53,14,3,2035,56,1958,7,0,444,40,46,32,158,6,1,93,35,2,6,6,5,80,75,3,0
03060,109,102,7,7,5,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03061,1996,1290,706,572,546,7,0,1,0,0,0,468,8,26,0,3,117,5,108,2,0,11,0,1,0,4,4,0,0,0,0,0,0,0,5,4,0,1
03062,758,234,524,514,507,16,1,2,2,0,4,377,0,7,1,0,0,0,0,0,0,9,3,0,0,3,0,1,2,0,0,0,0,0,0,0,0,1
03063,44455,31458,12997,9486,8054,2535,610,461,446,110,95,1557,1116,1432,286,376,691,81,559,17,8,2489,332,77,71,726,92,56,674,42,22,41,147,105,326,153,34,5
03064,7362,6147,1215,573,539,25,3,13,1,1,2,378,34,34,14,6,523,10,511,0,1,115,5,0,5,12,5,53,25,0,0,0,1,2,4,1,3,0
03065,230587,202588,27999,11228,10134,434,567,504,767,161,223,1077,5549,1094,316,233,7201,1070,4364,380,340,7454,763,290,229,2008,196,170,1829,1079,147,78,260,166,2112,1909,69,4
03066,54536,51287,3249,1087,852,30,32,40,67,83,24,40,473,235,43,135,515,139,313,10,22,1422,92,69,36,682,48,10,266,47,36,24,14,51,225,105,76,0
03067,104,101,3,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03068,59,49,10,10,10,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03069,6932,3479,3453,3032,2726,131,101,155,94,29,52,1316,263,306,121,51,104,14,87,2,0,268,68,1,21,52,24,25,32,3,3,2,12,9,49,18,16,0
03070,4559,2455,2104,1648,1580,29,118,25,14,5,19,1163,46,68,24,14,323,11,310,0,0,115,9,6,7,11,0,3,74,2,0,0,3,0,17,8,3,1
03071,6327,4830,1497,888,870,52,16,11,17,8,2,582,78,18,15,0,338,3,333,1,0,250,116,0,2,59,0,8,45,0,0,0,14,2,20,15,4,1
03072,445,381,64,59,57,2,0,0,0,0,0,47,2,2,1,0,0,0,0,0,0,5,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0
03073,261,249,12,12,12,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03074,2461,2120,341,79,67,2,12,7,3,1,1,4,27,12,0,10,161,1,160,0,0,101,1,9,2,8,1,3,60,3,0,3,10,0,0,0,0,0
03075,238,180,58,57,54,8,1,3,2,0,0,17,10,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03076,17138,10253,6885,6055,4904,633,424,106,161,48,52,2321,243,1151,418,271,360,27,313,2,12,306,79,9,42,38,12,21,29,10,4,13,23,6,164,133,6,0
03077,3037,1647,1390,1362,1350,120,14,9,6,2,0,833,11,12,2,1,2,0,2,0,0,18,2,4,2,2,0,0,1,0,0,0,0,4,8,0,0,0
03078,1238,587,651,637,633,40,0,3,0,0,0,523,5,4,0,0,0,0,0,0,0,10,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0
03079,23616,21904,1712,702,680,18,37,9,39,3,5,12,541,22,8,8,71,29,34,0,1,801,61,64,9,44,13,9,503,21,2,7,15,4,138,41,89,0
03080,2076,1588,488,426,413,10,7,10,6,16,0,295,26,13,3,10,46,2,43,0,0,15,3,3,1,5,0,0,3,0,0,0,0,0,1,0,0,0
03081,3301,1678,1623,1444,1418,171,10,48,12,5,0,957,25,26,0,3,104,0,103,0,0,57,19,9,1,7,2,10,1,0,2,0,1,1,18,7,0,0
03082,32983,14879,18104,15288,14241,2209,165,528,290,119,38,8737,249,1047,128,105,761,11,732,2,0,1633,167,23,45,611,27,11,322,7,17,8,117,196,412,136,192,10
03083,7423,6768,655,405,380,46,9,16,24,9,1,157,44,25,2,9,128,10,116,0,1,118,16,15,4,7,3,6,51,1,7,0,5,1,4,2,2,0
03084,729,662,67,61,61,0,1,8,0,0,0,48,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
03085,1071,329,742,738,729,115,1,11,0,0,0,496,12,9,0,0,1,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03086,217,160,57,57,55,0,0,0,0,0,0,46,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,7803,6686,1117,541,520,13,11,20,26,8,8,274,103,21,7,1,214,164,50,0,0,350,2,126,8,25,3,1,161,3,1,2,1,7,11,8,1,1
03089,12844,11603,1241,712,674,37,18,8,28,178,2,314,28,38,5,13,33,10,18,0,0,423,13,120,1,36,8,3,207,2,7,0,1,10,73,19,52,0
03090,23834,20809,3025,2161,1938,189,59,318,179,32,39,587,122,223,28,118,306,162,131,1,1,509,93,25,30,101,17,14,62,68,14,10,15,35,44,19,1,5
03091,598,285,313,303,299,16,23,7,3,0,0,229,3,4,0,0,3,0,2,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
03092,9010,8341,669,291,282,0,75,12,3,3,10,119,32,9,4,5,284,4,259,0,8,70,9,4,4,8,5,1,18,2,5,0,3,2,24,9,9,0
03093,26692,24366,2326,997,884,19,34,27,33,70,28,64,573,113,21,82,426,334,88,0,1,836,16,75,5,60,18,5,614,5,13,3,5,8,66,41,2,1
03094,19135,11069,8066,7023,6156,1067,93,214,154,41,36,2214,241,867,159,42,288,107,117,0,57,656,135,20,33,60,32,26,238,11,9,10,22,16,93,68,5,6
03095,6657,5427,1230,622,518,77,19,28,24,6,12,101,170,104,25,59,302,18,268,0,15,266,17,25,6,106,4,11,48,7,0,5,21,5,40,25,2,0
03096,7697,7011,686,436,423,20,36,11,28,2,4,116,163,13,5,2,72,1,71,0,0,162,39,20,5,4,2,1,33,4,1,2,49,2,16,0,14,0
03097,2604,1162,1442,1395,1358,206,18,23,7,3,1,949,37,37,2,0,14,0,9,1,0,24,1,2,1,2,1,0,9,0,0,0,0,0,7,0,1,2
03098,921,584,337,315,312,52,1,17,2,2,0,158,3,3,1,0,8,0,6,0,0,13,0,1,1,6,0,1,1,0,0,0,1,0,1,0,0,0
03099,90087,51804,38283,32998,29757,3056,1686,212,273,433,97,18641,1138,3241,854,569,2256,743,1312,40,17,2383,132,553,81,452,32,18,850,34,32,33,57,31,644,386,27,2
03100,1131,628,503,490,484,37,6,38,1,0,0,304,20,6,0,4,7,0,6,1,0,5,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0
03101,7751,5598,2153,1727,1611,356,10,49,40,5,3,795,68,116,11,4,214,25,185,1,1,195,64,2,8,35,6,8,38,1,7,0,9,4,17,10,6,0
03102,11029,8689,2340,1982,1743,331,110,83,27,47,17,743,180,239,11,51,158,3,152,0,0,160,8,9,4,15,3,20,85,0,1,0,1,6,38,21,8,2
03103,318,294,24,13,13,0,0,0,0,0,0,8,1,0,0,0,4,0,0,0,3,5,0,4,0,0,0,0,1,0,0,0,0,0,2,0,2,0
03104,34697,33506,1191,412,333,15,7,36,55,10,20,43,122,79,4,21,75,36,30,2,4,587,41,15,15,272,24,14,72,45,9,0,6,60,115,76,22,2
03105,7908,6609,1299,931,839,3,54,11,12,10,2,637,53,92,6,79,96,12,82,1,0,245,11,24,4,29,11,0,126,2,0,8,14,1,27,11,15,0
03106,831,711,120,119,115,5,0,7,0,0,1,64,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03107,4549,2828,1721,1386,1226,96,10,92,20,12,15,647,119,160,39,5,134,23,82,0,29,194,33,13,3,9,16,5,84,0,4,6,2,6,7,0,2,0
03109,4213,3492,721,171,150,2,6,6,3,7,20,35,55,21,3,17,444,7,437,0,0,102,5,7,5,16,5,1,63,0,0,0,0,0,4,4,0,0
03110,749,356,393,374,341,72,0,9,0,0,0,231,0,33,1,4,1,0,1,0,0,16,0,0,3,1,0,2,8,0,0,0,0,0,2,1,0,0
03111,7554,6499,1055,274,253,8,32,24,9,35,15,42,56,21,5,11,562,148,411,1,0,205,3,88,5,52,2,1,36,4,0,9,1,1,14,10,3,0
03112,1342,764,578,563,553,11,8,7,5,4,3,393,43,10,5,0,2,0,1,0,0,13,1,0,1,1,0,1,1,1,0,0,1,6,0,0,0,0
03113,22006,5123,16883,16045,14066,1637,198,133,86,50,10,9334,52,1979,378,52,406,23,376,2,0,226,18,4,10,19,5,5,128,1,2,3,4,6,205,111,1,1
03114,2509,1920,589,515,512,6,3,9,6,21,0,361,7,3,1,0,6,4,0,0,0,65,1,6,0,6,0,0,45,4,0,0,1,0,1,0,0,2
03115,446,296,150,139,139,13,0,8,1,0,0,104,1,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03116,1603,1389,214,191,184,12,30,5,1,1,2,116,7,7,0,0,0,0,0,0,0,23,6,0,1,6,1,0,5,0,1,0,0,3,0,0,0,0
03117,700,438,262,254,231,61,5,1,1,1,0,128,5,23,0,0,1,0,1,0,0,7,1,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0
03118,12529,2767,9762,9219,8878,1444,21,127,59,22,15,6304,111,341,30,36,373,70,300,0,0,93,21,2,7,6,7,1,26,3,5,4,4,3,76,59,1,1
03119,22740,19831,2909,1745,1501,123,77,291,339,64,27,179,156,244,37,93,183,37,128,2,5,895,217,48,44,153,25,12,127,92,6,14,63,59,79,45,2,7
03120,7602,2884,4718,4405,4132,632,82,30,21,9,2,2926,37,273,41,44,149,47,86,6,9,106,17,6,4,4,3,7,38,0,1,1,6,11,57,33,3,1
03121,33965,25399,8566,7138,6348,312,183,488,313,76,68,3465,272,790,182,98,337,67,133,0,113,789,171,16,39,243,42,18,41,41,10,13,61,50,301,163,11,1
03122,55100,51146,3954,1699,1386,95,110,150,298,43,77,87,321,313,88,63,524,171,259,16,10,1429,236,49,50,295,32,73,252,69,83,26,83,76,301,177,25,1
03123,10069,9107,962,779,748,38,41,29,22,5,16,545,10,31,4,17,14,0,12,1,0,147,13,16,5,45,1,0,45,7,0,1,2,9,21,12,1,1
03124,626,528,98,94,90,34,0,2,1,0,0,37,2,4,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
03125,642,397,245,207,205,38,3,8,1,1,1,104,22,2,0,0,30,3,27,0,0,8,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0
03127,809,455,354,339,330,41,0,39,4,0,0,108,9,9,4,0,0,0,0,0,0,15,1,0,0,5,0,0,6,0,2,0,0,0,0,0,0,0
03128,14578,4957,9621,8575,8129,1770,408,218,96,51,11,3965,243,446,63,17,309,18,285,0,4,585,77,71,15,255,9,3,63,2,5,13,22,15,150,104,9,2
03129,1761,1407,354,333,326,61,0,9,4,1,0,150,31,7,1,2,2,2,0,0,0,18,7,0,1,6,1,0,0,0,0,0,2,1,1,0,0,0
03130,45,35,10,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,386,203,183,178,175,23,0,0,0,0,0,138,0,3,0,0,3,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03132,797,620,177,165,154,39,0,8,1,0,0,31,21,11,1,2,2,0,2,0,0,9,0,0,0,4,0,0,3,2,0,0,0,0,1,0,0,0
03133,103720,48851,54869,43856,34504,4015,2553,599,1174,641,442,13121,2481,9352,3869,2087,4260,540,2949,167,449,5154,598,47,583,1378,229,458,857,132,91,107,343,150,1592,796,158,7
03134,175,160,15,15,11,0,0,1,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03135,286,251,35,32,31,4,0,10,1,0,0,14,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03136,676,525,151,131,131,12,1,10,0,0,0,69,30,0,0,0,6,0,6,0,0,14,3,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0
03137,959,792,167,162,157,24,0,11,1,0,0,84,19,5,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03138,4992,3833,1159,855,801,237,28,41,15,22,6,102,276,54,18,17,145,12,123,0,10,103,12,12,7,18,3,0,36,0,4,1,5,2,56,42,5,0
03139,33293,26676,6617,4341,3498,175,263,210,230,116,44,642,1202,843,365,191,1112,146,933,12,8,964,149,55,94,215,56,25,196,14,23,5,41,56,193,87,47,7
03140,34894,32261,2633,949,862,16,287,17,28,20,13,181,264,87,15,23,670,28,602,3,2,897,18,9,9,294,14,2,442,23,12,6,5,35,117,89,6,0
03901,3404,1295,2109,2021,1730,928,7,79,25,21,12,437,27,291,25,4,20,1,16,0,1,45,3,4,4,19,1,0,2,0,2,0,6,1,23,17,0,0
03902,23403,12324,11079,8411,7710,1111,62,73,63,31,29,4777,720,701,100,125,1656,11,1636,0,0,847,23,35,20,54,6,6,625,4,17,10,23,3,165,120,1,0
03903,5203,3057,2146,1975,1839,51,202,16,22,20,1,1298,64,136,39,50,62,12,47,1,0,67,8,3,2,29,4,5,0,0,5,2,3,5,41,19,2,1
03904,1921,1728,193,121,119,2,18,9,5,3,2,48,21,2,1,0,32,1,27,0,0,39,4,3,5,12,3,1,5,1,1,0,2,0,0,0,0,1
