codine,Total Población,Españoles,Total Extranjeros,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
03002,4729,4351,378,180,146,17,0,17,6,3,2,35,47,34,18,7,140,1,138,1,0,48,3,3,0,5,1,2,15,10,0,0,0,4,10,6,1,0
03003,565,520,45,41,41,3,16,0,1,0,0,16,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
03004,921,702,219,190,178,19,0,27,1,1,0,53,2,12,3,0,2,1,0,0,0,24,1,0,1,2,0,1,14,1,0,0,0,0,3,0,0,0
03005,11756,9700,2056,628,593,31,60,10,11,6,6,245,141,35,10,8,989,2,968,2,2,421,4,24,12,13,3,3,344,4,2,3,2,1,18,14,2,0
03006,1291,603,688,661,654,45,2,33,2,5,0,484,1,7,0,0,2,1,1,0,0,14,4,2,0,2,1,0,2,1,0,0,0,0,11,7,0,0
03007,221,184,37,33,33,0,0,0,1,0,2,25,2,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
03008,194,183,11,10,10,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03009,59198,56302,2896,1161,1073,16,118,25,31,26,6,40,751,88,41,29,887,72,762,3,18,670,34,39,49,75,33,10,294,3,29,20,5,10,178,85,67,0
03010,399,381,18,18,18,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03011,21494,9703,11791,10721,7777,640,154,225,212,60,37,2961,805,2944,296,178,291,118,117,3,31,514,90,18,33,84,36,21,72,20,5,23,17,25,262,154,27,3
