codine,Total Población,Españoles,Total Extranjeros,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
03033,168,138,30,30,28,7,0,3,0,0,0,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03029,508,267,241,237,235,7,0,5,0,0,0,202,14,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03034,3791,1734,2057,1923,1811,175,27,24,5,2,0,1097,12,112,23,1,65,7,58,0,0,26,1,0,0,4,0,0,12,0,0,5,0,0,41,32,0,2
03035,789,742,47,41,38,2,0,1,0,0,0,25,7,3,0,2,0,0,0,0,0,6,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
03036,104,102,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03037,499,408,91,80,66,2,0,8,1,0,0,28,0,14,11,1,2,0,0,0,0,9,1,2,0,0,0,0,3,0,0,2,1,0,0,0,0,0
03038,431,394,37,34,33,0,0,1,0,2,0,27,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03039,113,96,17,16,16,1,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
03040,419,301,118,114,111,11,0,7,0,0,0,79,0,3,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
03041,11572,7197,4375,3753,3457,908,37,124,57,32,4,1228,370,296,51,52,286,26,254,0,3,277,29,58,11,97,9,7,16,1,12,3,5,5,51,32,4,8
03042,4659,1637,3022,2827,2560,410,14,49,24,10,3,1629,60,267,140,22,74,6,68,0,0,88,4,3,2,22,0,1,20,0,2,1,5,4,33,22,1,0
03043,3670,3542,128,79,71,0,15,8,1,0,2,27,3,8,0,0,19,0,18,0,0,10,1,0,1,1,0,1,5,0,0,0,1,0,20,3,16,0
03044,6762,5602,1160,618,489,7,110,13,4,18,7,249,36,129,49,62,362,100,260,1,1,160,5,10,3,58,1,1,66,0,0,2,11,2,20,11,3,0
03045,421,241,180,168,159,11,8,8,1,1,0,98,3,9,4,0,5,1,4,0,0,7,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
03046,3138,1999,1139,1116,1062,125,0,73,20,8,2,608,19,54,15,0,1,0,0,0,0,19,5,0,0,3,6,0,0,0,0,1,0,1,2,0,0,1
03049,18079,15043,3036,469,269,8,53,22,5,6,6,89,52,200,20,135,2124,49,2060,5,0,415,7,58,12,39,4,0,255,16,1,2,17,0,28,19,7,0
03048,7370,5765,1605,837,794,35,56,27,4,6,2,158,417,43,13,6,125,56,68,0,0,622,48,186,0,7,2,9,356,1,1,2,4,2,21,10,5,0
03047,22437,11287,11150,9137,8150,1357,208,364,230,175,38,2317,1684,987,469,149,928,68,647,4,200,731,139,45,30,325,43,3,32,4,10,5,36,28,352,217,28,2
03050,27081,22563,4518,3470,3152,193,35,663,325,55,39,792,367,318,177,41,267,189,64,1,5,639,183,17,43,109,29,14,43,44,12,18,40,30,138,72,15,4
03051,437,409,28,27,27,0,21,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03052,1242,1200,42,28,15,0,6,1,0,4,0,0,4,13,0,11,9,0,9,0,0,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
03053,10143,8658,1485,1009,957,17,13,30,40,6,3,733,19,52,8,31,236,47,188,0,1,200,24,9,8,12,1,18,93,1,1,0,11,3,40,22,16,0
03054,442,376,66,55,51,1,0,1,0,0,0,42,0,4,4,0,9,6,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03075,226,174,52,51,48,4,1,2,2,0,0,17,7,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03055,8663,6542,2121,1379,1323,57,15,32,22,5,4,879,48,56,5,17,566,26,539,0,0,139,10,9,11,25,2,6,57,3,2,0,3,10,36,25,2,1
03056,11519,10497,1022,336,319,4,25,11,8,12,8,171,62,17,5,4,553,8,531,2,0,97,17,8,7,10,7,1,18,0,8,3,1,1,36,25,9,0
03057,232,207,25,11,9,1,0,2,1,0,0,1,1,2,0,0,8,0,8,0,0,6,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03058,7188,6023,1165,228,166,3,26,13,2,2,1,37,61,62,0,60,688,7,677,0,1,242,2,6,5,14,1,0,193,1,0,0,14,2,7,7,0,0
03059,28328,25241,3087,661,601,48,6,42,19,3,8,325,42,60,12,1,1977,60,1897,5,0,350,32,33,22,119,3,1,74,29,0,10,3,2,99,86,8,0
03061,1765,1263,502,374,348,7,0,5,0,0,0,295,3,26,1,3,116,5,110,0,0,9,0,0,0,3,3,0,1,0,0,0,0,1,3,2,0,0
03062,681,243,438,425,416,13,0,1,2,3,5,307,0,9,0,1,0,0,0,0,0,10,1,0,0,2,2,1,0,0,0,4,0,0,2,0,2,1
03063,41672,32246,9426,6593,5368,1291,467,344,349,82,61,1036,994,1225,360,389,641,64,513,14,18,1812,228,74,62,509,83,48,445,26,20,31,122,92,375,147,54,5
03064,7237,6137,1100,454,421,20,9,12,1,1,1,276,33,33,13,6,559,12,544,0,2,78,2,0,6,9,4,29,20,0,0,1,1,0,9,4,5,0
03065,228647,203656,24991,10028,8966,350,495,442,728,146,189,1018,4785,1062,342,234,6906,1197,4115,319,353,5904,611,216,209,1555,201,125,1407,791,134,84,222,133,2148,1898,108,5
03066,53540,50958,2582,1011,793,24,28,41,64,63,25,46,435,218,43,124,471,141,285,8,24,928,73,51,25,431,34,9,158,37,14,19,5,34,171,103,29,1
03067,104,100,4,4,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03068,52,44,8,8,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03069,6265,3597,2668,2259,1886,93,81,107,77,20,34,772,239,373,217,47,127,38,87,1,0,216,37,1,21,30,22,23,25,2,6,8,12,14,66,33,7,0
03077,2632,1620,1012,997,984,73,12,9,6,2,0,578,10,13,2,1,3,0,3,0,0,8,1,0,0,2,0,3,0,0,0,0,0,0,1,0,0,3
03070,4211,2544,1667,1232,1170,28,79,23,9,15,12,803,55,62,23,14,319,27,289,0,0,90,3,5,5,9,1,3,52,0,1,0,7,1,26,8,7,0
03072,449,390,59,57,56,2,0,0,0,0,0,45,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03071,5985,4805,1180,683,640,40,12,13,15,9,0,415,47,43,37,2,296,1,292,1,0,177,91,0,3,39,0,4,21,0,0,1,12,1,24,10,8,0
03073,274,260,14,14,14,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03074,2417,2072,345,75,58,1,10,4,3,1,1,4,25,17,0,13,185,0,185,0,0,85,1,10,1,6,1,3,50,5,0,2,6,0,0,0,0,0
03076,15599,10278,5321,4547,3404,348,378,70,135,32,40,1542,222,1143,561,287,348,18,307,1,17,249,52,12,25,30,16,19,24,17,4,7,18,5,177,130,14,0
03078,1095,581,514,504,500,25,1,7,4,1,0,396,1,4,0,0,3,0,3,0,0,5,0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0
03079,23456,21994,1462,651,630,16,28,12,37,2,5,13,502,21,8,9,74,30,30,1,7,613,46,43,8,38,12,8,367,24,3,5,13,9,124,35,78,0
03080,1947,1587,360,296,279,5,1,7,2,19,0,193,14,17,5,12,51,6,44,0,0,12,0,4,0,3,0,0,3,0,0,0,1,0,1,0,0,0
03082,29067,15366,13701,11216,10401,1455,154,409,245,97,27,6176,247,815,186,99,764,17,726,1,2,1278,135,22,33,464,21,11,219,8,14,6,98,166,429,111,201,14
03083,7226,6690,536,298,275,30,7,16,24,5,1,94,42,23,2,10,132,9,120,3,0,101,8,20,4,7,5,7,36,0,7,0,2,2,5,4,1,0
03085,1080,319,761,746,736,116,1,9,0,0,0,499,12,10,0,0,8,0,7,0,0,6,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
03084,676,634,42,42,42,1,0,6,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03086,210,153,57,57,55,0,0,0,0,0,0,47,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,7658,6686,972,447,424,8,6,20,23,10,2,195,114,23,9,0,212,158,54,0,0,289,1,111,7,16,2,1,128,2,1,1,5,2,23,9,8,1
03089,12460,11584,876,463,429,19,6,13,22,84,1,218,20,34,7,11,33,12,15,0,0,344,10,88,4,29,8,2,171,2,10,0,0,10,36,17,14,0
03903,4966,3071,1895,1745,1606,55,159,19,20,18,2,1116,50,139,32,64,67,13,50,2,0,47,6,0,2,21,5,1,0,0,4,2,2,2,34,16,0,2
03091,509,284,225,216,212,7,19,1,1,0,0,163,0,4,0,0,0,0,0,0,0,9,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
03092,9114,8345,769,251,244,6,53,10,4,4,6,111,23,7,3,4,411,7,381,0,9,80,11,3,8,7,11,3,13,2,9,0,2,2,26,7,11,1
03090,24232,21513,2719,1888,1665,151,50,264,163,34,36,453,137,223,40,118,343,189,141,1,6,420,71,22,26,83,13,9,43,52,8,12,18,38,61,30,1,7
03093,26292,24125,2167,950,846,18,35,26,30,67,24,59,554,104,22,72,412,323,86,0,1,719,14,74,7,53,16,3,500,13,13,1,11,9,85,45,16,1
03094,20029,11569,8460,7395,6408,1057,114,225,152,45,42,2295,300,987,217,54,367,175,115,0,67,581,120,32,25,49,30,22,197,11,10,10,21,14,110,57,15,7
03095,6632,5582,1050,521,420,64,25,22,16,4,4,66,142,101,35,51,283,21,238,0,20,211,12,23,11,71,4,11,32,6,2,7,16,6,35,13,5,0
03096,7565,7012,553,334,323,11,33,11,30,1,4,73,128,11,3,2,77,1,75,0,0,128,35,9,5,4,0,1,28,4,0,3,38,1,14,1,11,0
03097,2216,1178,1038,985,949,108,16,17,5,3,0,694,15,36,3,1,21,0,7,1,0,13,0,1,0,0,0,0,5,0,0,0,0,0,17,11,1,2
03099,83417,52389,31028,25822,22772,1869,1571,169,260,351,100,13991,1136,3050,1138,602,2385,847,1323,35,20,2034,112,480,80,352,36,16,713,29,24,31,45,36,784,441,66,3
03098,875,579,296,273,268,41,0,14,2,2,0,138,7,5,0,0,10,0,8,0,0,11,0,0,1,5,0,0,1,0,0,0,4,0,2,1,0,0
03100,1020,597,423,413,408,22,8,37,1,0,0,260,17,5,2,1,6,0,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
03101,7438,5735,1703,1335,1243,276,1,49,38,2,5,572,55,92,21,8,185,28,152,1,2,161,49,5,7,24,6,6,32,0,7,1,8,5,22,13,8,0
03102,10144,8662,1482,1181,1038,125,93,45,26,29,8,460,142,143,11,53,156,6,148,0,1,98,7,5,3,12,3,12,41,0,1,1,1,2,47,21,8,0
03103,324,304,20,12,12,0,2,0,0,0,2,4,1,0,0,0,1,0,1,0,0,6,0,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0
03104,34754,33750,1004,361,274,15,12,31,47,10,15,27,94,87,4,24,79,36,31,2,5,454,35,11,15,200,18,5,51,37,4,3,10,52,108,68,22,2
03902,21588,12680,8908,6125,5492,623,61,53,57,32,25,3315,762,633,105,141,1833,7,1816,0,3,760,24,31,17,58,12,6,542,4,11,9,23,7,189,120,11,1
03105,7663,6589,1074,734,650,5,31,7,13,10,1,492,38,84,7,76,122,24,95,0,0,189,9,20,2,21,6,0,87,3,0,5,13,1,29,14,14,0
03106,778,681,97,94,93,5,1,2,0,0,2,54,15,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03901,3350,1325,2025,1955,1713,881,9,95,25,19,9,441,20,242,23,3,23,2,18,0,1,31,2,2,1,11,2,1,2,0,0,0,5,0,16,7,0,0
03107,4313,2950,1363,1052,879,48,19,56,30,9,6,420,106,173,55,11,124,30,70,0,24,174,25,11,6,3,19,7,70,1,2,11,5,5,12,0,0,1
03060,115,112,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03109,4138,3490,648,146,127,2,9,6,3,6,20,27,41,19,4,15,410,11,399,0,0,86,3,3,3,18,8,1,49,0,0,0,0,1,6,6,0,0
03110,659,349,310,295,273,53,0,8,1,0,0,184,0,22,2,1,1,0,1,0,0,12,0,0,3,1,0,2,2,0,2,0,0,0,2,1,0,0
03111,7623,6632,991,204,177,5,23,18,5,31,4,24,44,27,4,13,577,135,439,1,0,188,8,81,6,44,3,1,25,3,1,8,6,0,22,9,11,0
03112,1258,752,506,497,492,13,8,6,3,4,4,335,34,5,1,0,2,0,1,0,0,6,1,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0
03113,18824,5155,13669,12867,11017,1249,137,113,84,36,11,7249,40,1850,418,67,387,25,358,0,0,199,19,6,13,17,5,5,98,4,0,4,2,9,215,105,2,1
03114,2465,1917,548,467,458,10,3,13,4,18,0,301,5,9,5,0,7,5,0,0,0,70,0,3,0,7,1,0,49,5,0,0,1,0,3,0,2,1
03115,408,279,129,119,119,14,0,9,1,0,0,82,0,0,0,0,9,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
03116,1583,1404,179,163,155,12,32,5,1,3,2,80,7,8,0,0,0,0,0,0,0,16,3,0,1,3,1,0,2,0,2,0,0,3,0,0,0,0
03118,9237,2850,6387,5862,5616,807,15,106,47,13,12,3980,96,246,46,34,361,94,264,1,0,86,18,0,5,5,5,1,30,3,5,5,2,3,78,46,2,0
03904,1891,1701,190,127,122,0,20,6,5,3,1,50,24,5,1,0,35,3,25,0,0,28,3,0,6,8,1,1,5,1,1,0,1,0,0,0,0,0
03120,6911,2928,3983,3719,3440,489,76,37,15,11,2,2424,34,279,78,50,152,37,99,7,7,69,10,2,4,5,1,3,28,0,0,0,2,8,43,28,3,0
03122,55946,52313,3633,1415,1058,53,84,103,244,41,40,71,260,357,114,73,595,210,313,6,6,1292,192,38,108,241,33,63,205,65,68,19,56,81,328,182,32,3
03117,670,447,223,215,192,57,3,0,0,1,0,104,3,23,0,0,0,0,0,0,0,8,2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0
03119,22804,20384,2420,1396,1184,78,56,217,285,48,21,122,142,212,48,73,216,68,132,3,1,702,161,39,40,120,22,13,101,70,10,6,45,39,104,66,4,2
03121,31529,25752,5777,4402,3713,163,124,330,263,60,58,1737,225,689,223,120,375,86,149,1,110,757,165,16,41,205,50,20,26,28,23,16,60,54,242,158,29,1
03123,9741,9157,584,447,423,17,31,18,18,3,12,282,13,24,5,13,14,3,10,1,0,100,13,13,4,34,2,0,20,3,0,1,2,5,23,15,2,0
03124,584,515,69,66,63,21,0,1,1,0,0,28,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
03125,622,417,205,147,144,34,2,9,0,1,1,60,9,3,0,0,51,3,48,0,0,7,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
03127,686,421,265,253,248,31,0,24,3,0,0,93,7,5,1,0,0,0,0,0,0,12,2,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0
03128,11824,5034,6790,5864,5504,1079,346,166,73,43,3,2572,219,360,93,12,313,26,282,0,4,443,66,66,11,163,6,8,37,2,2,13,18,19,167,104,11,3
03129,1657,1403,254,232,228,34,0,3,8,1,0,107,27,4,1,1,2,2,0,0,0,20,9,0,1,4,2,0,0,0,0,0,2,0,0,0,0,0
03130,59,54,5,3,3,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,317,193,124,120,119,11,0,0,0,0,0,93,0,1,0,0,3,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03132,743,592,151,143,132,32,0,8,0,0,0,26,19,11,1,2,2,0,2,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1
03133,91415,49981,41434,30615,21619,1938,2231,486,898,506,338,7338,2176,8996,4771,2159,4494,867,2931,152,397,4082,514,41,417,1005,217,377,657,97,69,105,275,130,2233,884,240,10
03134,175,162,13,13,9,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03136,595,491,104,88,88,7,0,8,0,0,0,45,23,0,0,0,0,0,0,0,0,14,3,4,0,3,0,0,0,0,0,0,0,0,2,0,0,0
03137,872,756,116,108,103,18,0,8,1,0,0,50,13,5,0,1,6,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03135,254,232,22,20,20,2,0,7,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03138,4688,3777,911,654,597,165,17,41,9,8,6,82,206,57,22,24,128,8,111,0,8,68,3,8,4,11,5,0,26,1,3,0,4,1,61,42,9,0
03139,33951,27061,6890,4578,3518,182,297,219,217,105,60,617,1188,1060,526,236,1302,347,917,12,12,786,122,41,46,208,48,18,156,14,14,7,34,46,224,85,77,0
03140,34530,32241,2289,836,761,14,280,12,21,19,11,149,226,75,12,26,667,22,597,3,2,660,19,12,14,200,12,1,302,23,12,10,4,31,126,79,26,0
03081,2793,1677,1116,939,914,91,17,38,15,0,0,599,14,25,1,3,112,0,111,0,0,50,14,7,0,5,4,13,1,0,1,0,0,2,11,7,0,4
