codine,Total Población,Españoles,Total Extranjeros,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
03014,334887,288946,45941,16263,10301,524,751,1143,2458,487,339,741,2152,5962,2523,1962,13908,8382,3645,377,592,12335,1490,391,633,3687,600,193,1007,735,297,319,364,1550,3361,1827,408,74
03015,20803,16117,4686,1653,1241,38,48,33,43,24,28,689,156,412,107,202,2597,84,2473,1,1,363,21,3,20,150,24,19,43,6,5,6,13,30,73,54,13,0
03016,113,101,12,11,11,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03017,493,452,41,6,6,2,0,0,0,0,0,3,1,0,0,0,33,0,32,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
03018,22290,14993,7297,5547,4306,364,197,233,208,75,41,784,910,1241,743,158,486,97,330,5,26,875,143,64,52,118,84,17,141,12,13,14,20,59,384,105,41,5
03019,20714,19290,1424,786,692,25,11,53,36,16,8,218,164,94,21,58,182,42,128,0,5,378,28,10,13,53,13,3,157,10,11,8,8,19,76,53,12,2
03001,632,382,250,242,235,45,2,34,0,0,0,120,5,7,0,1,2,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
03020,131,103,28,28,28,2,9,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03021,7068,6725,343,46,40,0,11,2,0,0,1,10,10,6,0,2,82,2,78,0,2,93,4,0,5,35,4,0,36,3,2,0,0,1,122,12,110,0
03022,151,142,9,5,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
03023,1685,1602,83,61,59,0,43,0,0,0,1,4,9,2,0,1,9,0,0,1,6,12,2,2,0,0,0,0,8,0,0,0,0,0,1,0,1,0
03024,5402,4738,664,366,328,3,107,8,8,15,3,71,85,38,2,31,242,4,234,0,0,45,4,3,2,17,5,1,5,2,1,0,0,1,11,4,6,0
03025,1942,1656,286,232,215,52,3,11,7,23,0,65,15,17,6,10,21,0,21,0,0,30,12,0,2,8,0,0,4,0,0,0,1,3,3,0,0,0
03026,2092,1626,466,363,332,88,7,26,7,4,1,113,22,31,3,3,29,1,28,0,0,71,5,2,6,25,1,2,8,0,0,2,2,10,3,1,0,0
03027,232,197,35,33,33,5,0,2,1,0,0,11,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
03028,1118,1052,66,43,43,0,18,0,0,0,0,11,9,0,0,0,12,0,9,0,0,10,1,0,0,0,3,0,3,0,1,0,0,0,0,0,0,1
03030,1095,662,433,388,371,75,0,7,13,0,1,216,4,17,1,0,20,2,18,0,0,23,2,2,0,5,1,4,0,0,4,0,0,0,0,0,0,2
03031,68721,49126,19595,10387,8590,192,730,310,619,124,101,2643,2435,1797,856,577,2306,996,1067,150,31,3065,315,74,162,824,372,103,445,68,76,138,90,246,3827,992,1817,10
03032,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03033,140,121,19,19,16,2,0,4,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03029,490,277,213,206,202,8,0,2,3,0,0,165,4,4,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
03034,3322,1727,1595,1476,1366,61,3,23,6,6,0,861,4,110,31,10,29,7,22,0,0,26,1,3,0,7,0,0,2,3,0,1,0,0,62,28,0,2
03035,724,691,33,31,30,2,0,0,2,0,0,20,4,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
03036,97,95,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03037,483,393,90,81,70,3,1,7,2,0,0,33,3,11,7,1,1,0,0,0,0,8,0,1,1,0,0,0,4,0,0,2,0,0,0,0,0,0
03038,409,374,35,31,30,0,0,1,0,2,0,23,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
03039,106,93,13,13,13,1,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03040,418,308,110,104,99,12,0,5,0,0,0,67,0,5,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1
03041,11005,7360,3645,2947,2657,559,35,128,54,28,10,866,291,290,95,73,283,29,245,1,0,339,18,21,15,176,10,13,18,0,4,5,18,15,69,50,7,7
03042,4276,1724,2552,2281,2001,272,21,62,21,12,1,1176,77,280,162,28,83,7,74,0,1,112,3,6,9,22,2,3,8,1,1,3,6,8,73,64,0,3
03043,3671,3540,131,90,80,1,17,7,2,2,4,26,4,10,1,2,19,0,18,0,0,12,1,1,0,3,0,0,4,0,0,1,0,2,10,5,5,0
03044,6733,5666,1067,491,384,9,101,8,8,12,9,167,36,107,39,56,442,99,333,0,7,111,4,15,7,36,4,1,26,0,0,7,4,5,23,13,3,0
03045,420,239,181,168,158,9,4,5,0,1,0,89,3,10,5,0,11,9,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
03046,2978,2015,963,916,862,100,1,98,19,11,1,407,21,54,21,2,2,0,1,0,1,42,5,0,0,5,9,0,0,0,0,2,5,1,2,0,0,1
03049,19038,15060,3978,504,258,6,55,17,10,5,8,55,68,246,23,151,3168,68,3094,3,1,268,10,29,8,32,8,0,142,15,1,3,10,1,37,21,13,1
03048,7373,6043,1330,720,670,30,40,17,12,5,5,83,420,50,22,17,182,89,89,0,0,416,41,138,7,24,4,5,174,2,4,0,5,8,11,5,3,1
03047,22725,12006,10719,8274,6910,952,165,362,257,126,33,1670,1380,1364,678,301,1056,81,713,2,249,908,122,42,32,476,37,3,16,11,15,8,19,75,481,249,38,0
03050,28349,23416,4933,3527,3058,173,34,704,371,57,49,690,311,469,252,101,446,359,65,3,6,759,173,10,59,104,41,22,17,43,18,15,56,83,189,65,25,12
03051,415,398,17,15,15,0,13,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03052,1220,1181,39,27,16,0,9,0,0,0,0,2,4,11,0,11,9,0,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03053,10124,9009,1115,641,592,17,13,28,27,4,4,394,30,49,20,22,233,21,211,0,1,175,29,14,11,16,6,14,37,1,4,2,6,15,66,21,23,0
03054,449,372,77,69,69,3,0,4,0,0,0,47,1,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03075,217,161,56,53,48,3,3,3,5,0,0,21,0,5,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
03055,8639,6678,1961,1289,1230,39,10,59,25,11,5,787,43,59,10,11,500,10,487,0,0,111,7,7,9,19,2,5,20,5,3,1,2,22,60,43,2,1
03056,11511,10134,1377,288,242,7,10,10,6,4,6,106,56,46,17,19,972,9,935,2,9,88,14,3,2,16,3,3,14,1,4,2,0,3,29,11,16,0
03057,187,159,28,18,16,1,0,1,1,0,0,8,2,2,0,0,7,0,6,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03058,7297,6130,1167,226,152,2,25,8,6,1,1,27,59,74,0,72,742,4,733,0,0,184,2,6,7,9,1,0,131,5,1,2,12,1,15,12,3,0
03059,28952,25465,3487,796,729,52,0,71,20,8,5,387,57,67,16,4,2274,103,2154,2,0,321,19,16,22,152,0,1,30,21,1,11,6,16,91,78,7,5
03061,1737,1270,467,338,313,6,2,6,4,2,1,232,1,25,2,4,115,4,110,0,0,12,1,0,2,4,1,0,1,0,0,0,1,0,2,1,0,0
03062,690,252,438,415,402,11,1,8,3,5,1,259,0,13,3,0,3,1,2,0,0,14,1,0,0,3,2,0,4,0,0,2,0,1,6,1,2,0
03063,42166,33025,9141,6290,4758,949,430,406,354,83,42,902,838,1532,617,521,525,55,409,9,34,1830,191,42,90,598,103,43,207,42,20,21,125,213,485,153,61,11
03064,7470,6184,1286,567,530,34,10,21,8,1,4,311,31,37,11,10,595,16,577,0,1,110,4,1,13,13,9,29,20,0,0,2,0,11,14,5,8,0
03065,232517,208108,24409,8178,6924,227,324,463,711,140,159,667,3496,1254,420,290,7835,1503,4522,235,510,5729,483,157,274,1710,182,117,830,787,108,94,184,455,2652,2296,160,15
03066,52618,49939,2679,902,688,24,17,35,65,36,29,37,362,214,42,134,512,169,298,4,28,1027,81,33,32,512,31,13,60,22,18,23,15,129,228,99,39,10
03067,106,100,6,3,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
03068,47,42,5,5,5,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03069,6715,4078,2637,2130,1566,61,87,78,106,18,34,479,213,564,354,107,171,60,106,2,1,254,62,6,24,43,18,11,11,1,4,10,6,31,80,39,8,2
03077,2544,1613,931,904,893,56,6,13,7,2,0,498,9,11,3,1,5,1,3,0,0,11,0,0,1,3,0,3,3,0,0,0,0,0,9,5,0,2
03070,4191,2593,1598,1229,1149,21,52,32,13,29,4,756,45,80,26,17,287,29,254,0,1,63,6,0,8,16,2,0,25,0,1,2,1,2,19,9,0,0
03072,452,408,44,44,44,3,0,1,0,0,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03071,6049,4807,1242,640,597,37,3,26,27,19,2,356,32,43,25,8,336,0,329,0,5,244,98,0,0,83,1,2,17,1,0,0,26,7,19,10,8,3
03073,249,239,10,9,9,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03074,2580,2139,441,84,69,0,14,5,2,2,0,3,24,15,2,11,286,6,280,0,0,69,1,4,2,25,3,3,19,10,0,0,0,0,2,1,0,0
03076,15348,10590,4758,3887,2636,158,346,87,120,52,19,1057,199,1251,617,428,398,54,300,0,35,288,52,5,51,39,20,22,16,9,4,9,21,13,185,121,8,0
03078,1198,569,629,608,599,26,1,14,6,2,0,426,7,9,3,1,1,0,0,0,0,8,1,3,0,1,1,0,1,0,0,1,0,0,10,0,0,2
03079,23489,22173,1316,681,656,6,23,9,42,5,8,14,541,25,11,10,96,35,47,0,1,401,41,27,9,41,19,8,145,20,11,4,18,11,136,52,80,2
03080,2022,1601,421,339,314,9,5,9,2,38,0,201,13,25,9,13,56,5,50,0,0,26,1,4,1,7,1,0,0,5,0,0,0,1,0,0,0,0
03082,27604,15779,11825,8801,7979,864,101,407,240,119,31,4544,207,822,269,163,898,13,845,1,5,1552,89,20,39,647,21,12,121,7,12,3,92,357,549,142,219,25
03083,6865,6469,396,187,166,26,2,12,19,0,1,57,20,21,5,9,122,15,103,1,2,73,8,11,3,3,2,3,23,0,3,0,7,2,14,9,4,0
03085,935,319,616,604,591,70,0,8,2,0,0,376,2,13,4,0,7,0,7,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03084,578,548,30,29,29,0,0,5,0,0,0,18,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
03086,237,180,57,57,56,0,0,1,1,0,0,48,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,8165,7273,892,335,307,8,3,28,32,12,1,93,90,28,7,7,269,196,67,0,6,251,6,63,11,36,2,0,88,3,0,4,8,7,37,23,8,0
03089,12167,11376,791,470,439,23,7,12,20,61,3,234,24,31,4,12,39,14,20,0,0,242,7,50,1,46,11,2,100,2,7,1,0,5,40,11,14,0
03903,4968,3170,1798,1527,1385,43,70,26,16,21,8,948,55,142,33,59,78,6,63,3,3,114,12,2,8,43,5,1,6,1,1,1,14,16,78,23,1,1
03091,470,275,195,189,187,2,15,5,0,0,0,133,0,2,0,0,0,0,0,0,0,6,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
03092,9324,8228,1096,256,244,6,61,16,4,3,8,92,21,12,4,4,740,11,702,0,14,65,7,4,6,7,6,2,10,2,9,0,2,4,31,8,8,4
03090,25352,22456,2896,1833,1560,98,47,263,215,35,29,343,143,273,83,121,466,260,187,2,3,502,80,15,39,111,12,6,29,54,15,14,13,79,86,46,3,9
03093,25651,23752,1899,845,757,6,44,15,25,38,26,45,525,88,30,46,454,330,115,0,4,506,15,52,13,61,15,5,267,13,11,7,8,19,92,43,17,2
03094,18603,12314,6289,5223,4388,581,108,200,189,47,24,1313,346,835,242,99,410,209,128,1,66,497,88,13,27,79,36,10,99,16,17,9,19,30,155,70,29,4
03095,6894,5816,1078,546,426,65,29,24,27,6,5,91,117,120,38,59,237,16,206,0,12,247,10,18,17,91,9,7,23,7,2,5,14,30,47,35,0,1
03096,7507,6984,523,285,266,2,18,9,31,1,0,58,116,19,10,5,116,1,115,0,0,109,22,9,4,19,6,0,14,3,3,3,22,3,13,2,8,0
03097,2174,1225,949,892,868,90,18,25,5,6,1,617,12,24,5,1,29,0,24,1,0,18,0,0,0,1,0,2,5,0,1,0,0,0,10,4,1,0
03099,77414,52510,24904,19172,16166,809,973,216,247,339,100,9514,923,3006,1258,749,2996,778,1880,33,21,1715,111,333,87,368,43,32,348,35,32,35,68,84,1009,476,100,12
03098,736,602,134,119,116,10,0,11,2,1,1,58,5,3,0,1,10,0,10,0,0,4,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0
03100,929,568,361,346,333,11,2,24,2,1,0,221,5,13,8,0,5,0,5,0,0,7,1,0,1,3,0,0,0,0,0,0,0,1,3,0,0,0
03101,7699,5950,1749,1328,1223,232,3,65,53,11,8,495,71,105,26,25,170,20,142,0,4,214,38,4,11,46,10,11,21,0,15,6,17,20,30,16,9,7
03102,10128,8580,1548,1252,1089,169,77,57,31,19,2,460,119,163,14,56,161,6,150,0,1,92,3,6,8,15,4,8,20,0,1,2,2,14,43,25,7,0
03103,292,272,20,13,13,2,0,0,0,0,0,4,6,0,0,0,2,0,0,0,1,5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
03104,34276,33378,898,322,224,16,13,17,36,6,10,31,69,98,10,28,100,23,55,0,12,355,32,9,15,159,15,2,20,20,4,6,8,45,116,72,21,5
03902,21905,13332,8573,5720,4995,374,57,62,62,46,22,2850,872,725,137,180,2004,4,1987,0,5,611,22,26,15,54,15,3,366,10,9,8,24,35,235,110,5,3
03105,7966,6702,1264,901,832,13,35,12,18,14,0,599,52,69,9,58,164,22,137,1,1,150,8,20,5,16,6,0,48,3,0,11,9,1,49,12,29,0
03106,693,624,69,67,65,4,4,1,0,0,2,32,8,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03901,2705,1321,1384,1310,1130,445,7,85,25,15,6,326,36,180,38,0,14,2,12,0,0,36,7,4,1,15,0,1,3,0,0,0,4,0,22,16,0,2
03107,4965,3486,1479,1162,903,43,37,56,36,9,7,339,83,259,114,34,160,41,95,0,20,145,23,13,14,10,11,4,41,1,4,3,3,3,12,0,2,0
03060,122,112,10,9,9,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
03109,4498,3766,732,185,154,2,13,4,8,9,25,34,38,31,1,15,459,11,447,0,0,87,3,1,1,21,6,1,51,0,0,0,1,0,1,1,0,0
03110,653,380,273,259,223,33,0,12,2,7,0,136,6,36,7,7,0,0,0,0,0,13,1,0,3,3,0,0,1,0,0,1,0,3,1,0,0,0
03111,7869,6933,936,160,138,0,31,14,11,19,1,12,29,22,5,14,594,120,471,0,0,142,7,54,2,39,6,0,16,2,2,3,1,4,35,18,17,5
03112,1160,725,435,420,404,5,1,6,1,1,0,231,40,16,8,5,2,2,0,0,0,13,4,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0
03113,16963,5307,11656,10550,8886,708,91,139,72,29,11,5846,46,1664,443,86,542,28,501,3,4,238,18,8,19,40,4,4,89,1,1,7,7,13,319,128,4,7
03114,2434,1886,548,489,478,10,2,14,6,18,0,270,9,11,4,5,7,4,3,0,0,47,0,2,3,7,2,0,28,3,0,1,1,0,5,0,2,0
03115,408,283,125,115,113,7,0,8,0,0,0,85,1,2,0,1,8,0,8,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
03116,1601,1390,211,191,187,9,24,9,1,4,3,114,7,4,0,0,1,0,1,0,0,18,3,0,0,8,0,0,3,1,1,0,0,1,1,0,1,0
03118,7855,2901,4954,4450,4224,537,19,95,45,11,8,2853,63,226,45,48,300,72,224,1,2,87,15,0,2,10,5,0,14,4,11,2,2,11,114,68,2,3
03904,1986,1747,239,156,150,0,17,7,4,3,3,43,59,6,3,0,50,2,44,0,0,31,1,0,6,9,1,0,9,2,0,1,1,1,2,0,0,0
03120,6034,2943,3091,2763,2535,204,78,30,23,11,1,1779,53,228,58,70,156,33,107,2,10,78,7,2,6,4,1,6,27,1,0,0,5,9,94,29,20,0
03122,58385,54630,3755,1417,1023,55,72,114,236,33,42,66,238,394,106,79,684,271,307,13,22,1124,151,24,59,266,45,35,132,70,52,19,57,128,530,310,80,0
03117,667,444,223,206,186,59,2,2,7,0,0,86,0,20,0,2,0,0,0,0,0,17,8,0,0,2,2,0,2,0,0,0,0,1,0,0,0,0
03119,23915,21240,2675,1353,1106,67,56,234,240,45,25,105,143,247,85,82,306,144,136,1,5,809,159,16,49,153,17,15,48,44,11,14,49,169,205,135,6,2
03121,32306,26795,5511,3523,2826,109,99,266,326,70,39,1066,213,697,325,138,534,176,215,3,106,949,166,13,56,286,60,32,16,43,20,16,57,109,499,217,32,6
03123,9845,9258,587,424,398,16,6,15,14,2,7,278,18,26,3,18,12,3,7,1,0,123,13,13,2,61,2,0,9,5,0,0,2,10,28,19,3,0
03124,580,513,67,59,53,11,0,1,2,0,0,26,0,6,2,0,3,0,3,0,0,4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
03125,584,403,181,128,128,26,3,7,2,0,0,50,5,0,0,0,39,0,38,0,1,14,0,3,0,6,0,0,1,0,0,1,0,1,0,0,0,0
03127,646,405,241,226,222,35,4,28,0,2,0,80,9,4,1,0,1,0,0,0,1,14,1,1,0,1,0,1,3,0,0,4,0,0,0,0,0,0
03128,11112,5289,5823,4669,4341,671,291,144,74,43,6,2064,235,328,95,38,364,30,317,2,7,585,34,56,23,299,9,2,33,1,1,5,17,44,198,97,32,7
03129,1614,1422,192,163,162,33,0,3,5,0,1,68,17,1,0,0,9,2,7,0,0,16,2,0,2,2,2,0,0,2,0,0,1,0,4,3,0,0
03130,57,43,14,12,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,340,215,125,122,120,12,0,1,0,4,0,88,1,2,0,1,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03132,661,565,96,83,77,18,0,1,1,0,0,15,14,6,1,0,0,0,0,0,0,12,2,0,0,1,0,0,0,3,0,0,0,2,1,0,0,0
03133,83337,50130,33207,23267,14832,946,1542,434,885,475,246,4533,1534,8435,3850,2930,3633,679,2311,151,356,4236,421,22,515,1421,263,282,355,99,80,85,243,245,2057,940,188,14
03134,167,156,11,11,9,0,0,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03136,571,451,120,106,105,12,20,10,1,2,0,34,18,1,0,1,4,1,1,0,0,10,0,1,0,2,0,1,2,0,0,0,0,1,0,0,0,0
03137,846,727,119,109,105,15,1,5,1,3,0,43,8,4,0,2,1,0,1,0,0,9,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0
03135,216,203,13,12,12,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03138,4640,3810,830,533,474,109,23,23,11,6,7,53,172,59,13,25,151,3,137,0,7,87,19,5,4,19,2,2,18,1,1,1,4,5,59,39,10,0
03139,34673,27849,6824,4303,3134,121,275,199,293,77,46,499,961,1169,603,326,1283,320,916,27,3,921,129,18,65,286,65,23,116,13,14,21,32,105,316,99,80,1
03140,33964,31688,2276,694,621,18,222,7,14,11,9,122,176,73,14,19,877,57,743,0,12,522,19,6,17,197,11,2,141,16,6,7,2,63,183,66,56,0
03081,2739,1786,953,778,759,60,10,23,15,2,2,451,17,19,6,3,95,1,92,0,0,67,6,6,1,14,0,21,1,3,0,0,1,2,8,1,0,5
