codine,Total Población,Españoles,Total Extranjeros,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
03061,1732,1265,467,344,317,5,1,2,2,0,0,268,3,27,1,4,113,5,108,0,0,7,0,0,0,2,3,0,0,0,0,0,1,0,3,2,0,0
03062,668,240,428,412,403,13,0,0,2,3,5,285,0,9,0,1,0,0,0,0,0,9,1,0,0,1,2,1,0,0,0,4,0,0,6,1,1,1
03063,41553,32407,9146,6406,5084,1192,452,346,337,71,50,964,937,1322,456,418,631,60,505,12,23,1680,213,73,60,450,87,44,385,27,18,21,122,90,423,164,47,6
03064,7246,6136,1110,476,447,21,6,11,2,1,1,293,33,29,6,7,552,12,538,0,1,79,3,1,7,12,4,27,17,0,0,1,1,0,3,3,0,0
03065,227312,205195,22117,7786,6744,221,363,334,570,96,114,566,3893,1042,348,232,6945,1316,4076,287,343,5115,523,200,211,1252,200,118,1144,728,117,73,195,124,2265,1998,111,6
03066,53248,50871,2377,932,710,28,19,40,61,46,23,38,391,222,45,128,469,147,272,6,23,793,75,46,25,345,28,10,126,29,12,22,6,36,180,105,45,3
03067,103,100,3,3,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03068,52,42,10,10,10,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03069,6239,3738,2501,2106,1712,78,66,97,83,20,33,675,235,394,236,52,135,40,92,1,0,180,32,3,17,19,21,9,25,1,5,8,12,18,80,42,8,0
03077,2583,1617,966,947,928,65,12,12,8,1,0,535,8,19,1,1,3,0,3,0,0,14,1,0,1,2,0,4,3,1,0,0,0,0,1,0,0,1
03070,4206,2541,1665,1268,1197,26,73,25,12,21,12,824,46,71,29,16,297,27,267,0,0,78,4,6,6,8,1,1,43,0,1,1,6,0,22,12,3,0
03072,457,409,48,44,43,4,0,1,0,0,0,29,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03071,5885,4778,1107,663,612,39,11,15,16,6,0,380,40,51,39,6,262,1,258,1,0,167,83,0,0,35,0,3,21,0,0,0,16,1,15,7,2,0
03073,275,267,8,7,7,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03074,2425,2079,346,78,62,0,10,5,3,1,1,3,24,16,1,12,210,4,206,0,0,58,1,6,2,6,1,3,32,5,0,0,2,0,0,0,0,0
03076,15589,10348,5241,4488,3314,334,371,71,126,30,30,1476,226,1174,576,318,332,23,282,1,23,232,51,11,22,28,15,23,21,12,3,4,17,4,189,139,14,0
03078,1160,578,582,571,566,29,0,8,4,2,0,441,2,5,1,0,2,0,2,0,0,5,0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,2
03079,23321,22026,1295,659,637,16,34,14,39,3,3,13,501,22,8,10,72,29,35,0,1,461,37,38,11,29,14,7,239,22,4,4,12,7,103,35,63,0
03080,1930,1585,345,269,253,5,2,6,2,19,0,173,9,16,5,11,58,6,52,0,0,18,1,6,0,3,0,0,7,0,0,0,1,0,0,0,0,0
03082,27681,15439,12242,9808,9012,1149,134,387,231,91,34,5309,236,796,237,101,776,17,738,0,3,1237,139,24,30,448,18,8,200,9,11,3,82,165,407,110,183,14
03083,7205,6715,490,270,247,26,6,16,20,4,0,82,37,23,3,10,133,12,120,0,0,80,7,18,2,4,4,5,26,0,6,1,3,2,7,3,4,0
03085,1099,322,777,763,753,112,1,9,0,0,0,509,14,10,0,0,6,0,5,0,0,8,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
03084,650,613,37,35,35,0,0,6,0,0,0,24,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
03086,224,167,57,57,55,0,0,0,0,0,0,47,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,7603,6718,885,385,362,9,3,17,25,8,0,157,104,23,11,0,217,157,58,0,2,261,2,87,7,13,3,1,117,8,0,3,4,4,21,8,7,1
03089,12381,11531,850,461,430,23,9,13,19,81,0,217,24,31,4,12,30,12,14,0,0,319,8,80,4,25,7,2,158,3,9,0,0,10,40,16,18,0
03903,4921,3068,1853,1692,1533,59,130,20,14,17,2,1082,51,159,42,70,67,13,50,2,0,49,7,0,1,20,4,0,2,0,2,1,3,7,43,15,0,2
03091,516,288,228,218,214,7,19,2,1,0,0,165,0,4,0,0,0,0,0,0,0,10,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
03092,9167,8319,848,263,256,6,60,10,4,3,6,109,28,7,4,3,481,8,444,0,11,79,11,2,10,7,13,5,6,2,8,0,2,6,24,7,7,1
03090,24256,21649,2607,1779,1569,135,38,268,166,35,34,405,126,210,45,108,373,205,147,2,4,381,71,21,25,69,15,4,38,47,10,12,12,27,66,37,0,8
03093,26146,24066,2080,918,817,12,35,18,29,58,23,50,563,101,29,61,397,309,83,0,2,672,13,73,4,46,17,7,467,12,11,2,7,7,92,47,18,1
03094,20039,11622,8417,7315,6329,1003,123,235,157,39,39,2224,305,986,218,48,393,201,116,0,63,547,113,22,28,64,29,21,160,6,6,9,24,18,155,68,37,7
03095,6617,5632,985,496,395,64,25,21,17,4,4,71,117,101,30,55,258,21,215,0,18,189,12,17,17,60,4,8,29,6,1,8,13,6,42,25,3,0
03096,7548,7038,510,303,293,5,24,12,32,1,1,68,121,10,1,3,75,1,74,0,0,122,31,12,5,4,0,1,23,4,0,2,35,3,10,1,7,0
03097,2210,1193,1017,975,940,120,20,18,7,2,0,668,14,35,5,1,18,0,13,1,0,12,0,1,0,0,0,0,4,0,1,0,0,0,10,5,1,2
03099,82675,52400,30275,25230,22064,1812,1464,176,264,351,106,13503,1065,3166,1236,638,2457,851,1373,32,17,1785,111,440,62,280,28,25,611,27,21,30,41,34,799,413,88,4
03098,850,572,278,261,257,26,0,20,2,1,0,133,9,4,0,1,8,0,8,0,0,7,0,0,1,5,0,0,1,0,0,0,0,0,2,1,0,0
03100,997,590,407,397,392,22,9,35,1,0,0,241,16,5,2,1,6,0,6,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
03101,7337,5750,1587,1255,1169,257,2,45,32,3,6,527,51,86,23,7,182,28,151,1,0,130,35,4,10,20,5,6,23,0,5,2,8,2,20,14,6,0
03102,10331,8699,1632,1335,1164,163,84,56,30,26,8,505,138,171,20,53,166,5,154,1,1,86,6,6,3,10,3,12,33,0,1,0,1,2,45,22,9,0
03103,353,317,36,27,27,0,2,0,0,0,2,2,19,0,0,0,2,0,0,0,2,6,0,4,0,0,0,0,0,2,0,0,0,0,1,0,1,0
03104,34586,33695,891,322,239,13,9,29,43,10,11,23,80,83,4,23,67,27,28,1,8,391,28,15,10,183,17,4,37,34,2,4,8,38,108,70,17,3
03902,21629,12868,8761,5995,5320,578,51,55,58,40,27,3163,787,675,110,157,1875,6,1859,0,3,702,28,33,16,57,8,6,482,6,11,8,26,8,188,121,13,1
03105,7695,6604,1091,767,678,7,27,7,11,8,1,530,32,89,11,73,124,17,105,0,0,173,9,21,2,15,4,0,79,1,0,7,12,1,27,14,12,0
03106,753,668,85,84,83,4,0,2,0,0,2,46,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03901,3303,1327,1976,1920,1677,851,7,106,24,15,10,434,19,243,30,2,15,2,12,0,0,29,1,3,1,7,2,1,2,0,0,0,5,1,12,6,1,0
03107,4369,3037,1332,1043,849,47,20,51,28,9,6,395,102,194,55,23,126,28,75,1,20,156,20,9,5,5,22,5,63,1,1,10,6,3,7,0,0,0
03060,111,108,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03109,4167,3537,630,148,129,2,9,2,3,6,21,25,48,19,3,16,395,11,384,0,0,81,2,3,2,19,4,1,46,0,0,1,0,1,6,6,0,0
03110,635,351,284,274,254,40,0,9,1,0,0,173,0,20,2,1,0,0,0,0,0,9,0,0,3,1,0,2,1,0,2,0,0,0,1,0,0,0
03111,7706,6740,966,142,115,0,16,9,3,13,3,14,38,27,4,13,610,136,472,1,0,190,9,79,5,36,4,1,28,5,2,8,9,1,23,11,9,1
03112,1279,735,544,537,529,13,8,6,4,4,4,361,32,8,0,0,2,0,1,0,0,5,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
03113,18127,5172,12955,12108,10214,1131,125,112,82,41,8,6665,39,1894,497,71,401,29,363,1,3,190,13,6,13,15,4,4,97,3,0,4,1,8,254,131,3,2
03114,2431,1906,525,446,438,10,2,12,5,20,0,271,5,8,5,0,10,7,1,0,0,65,0,3,0,7,1,0,47,3,0,0,1,0,3,0,2,1
03115,410,277,133,124,124,12,0,10,1,0,0,88,0,0,0,0,8,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
03116,1597,1397,200,185,177,14,37,7,1,3,1,86,7,8,0,0,0,0,0,0,0,15,3,0,0,3,1,0,3,0,2,0,0,2,0,0,0,0
03118,9021,2890,6131,5624,5371,755,20,109,44,10,11,3781,91,253,54,38,339,85,251,0,1,71,17,0,4,3,5,1,27,3,1,4,1,2,97,54,4,0
03904,1874,1693,181,128,124,0,19,5,5,3,4,48,27,4,1,0,28,0,20,0,0,24,3,1,2,7,1,1,7,0,1,0,0,0,1,0,0,0
03120,6773,2929,3844,3576,3295,423,85,42,16,11,3,2336,37,281,73,59,160,42,99,5,6,61,7,2,5,3,0,3,24,1,0,0,1,8,46,32,2,1
03122,56302,53043,3259,1331,972,54,77,97,244,37,37,70,222,359,102,82,572,200,292,9,9,984,161,31,49,183,27,44,133,66,53,12,50,82,371,228,34,1
03117,674,442,232,219,195,57,2,0,0,1,0,106,3,24,0,0,0,0,0,0,0,13,4,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0
03119,22825,20566,2259,1346,1118,68,50,209,273,45,21,116,148,228,60,72,205,83,106,2,2,590,139,28,37,85,23,12,83,60,8,6,43,41,116,74,4,2
03121,31657,26057,5600,4296,3602,169,110,345,275,63,60,1601,224,694,244,116,380,101,152,4,98,661,132,14,35,188,45,26,20,26,22,13,49,44,259,161,27,4
03123,9696,9152,544,410,375,11,32,17,16,1,7,246,17,35,5,22,15,3,9,2,0,94,14,11,4,33,2,0,13,4,2,1,3,4,25,14,3,0
03124,588,518,70,66,62,19,0,1,1,0,0,29,0,4,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
03125,610,424,186,138,138,38,2,9,2,0,1,54,3,0,0,0,43,2,41,0,0,5,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
03127,661,408,253,243,238,33,0,26,3,2,0,85,7,5,1,0,0,0,0,0,0,10,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0
03128,11460,5094,6366,5474,5134,942,327,156,61,44,7,2408,230,340,90,13,312,25,280,1,4,411,65,64,11,143,7,4,38,2,0,12,17,16,166,100,9,3
03129,1656,1409,247,226,223,37,0,5,7,1,0,103,26,3,1,0,2,2,0,0,0,19,7,0,2,3,2,0,0,0,0,0,2,1,0,0,0,0
03130,52,50,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,312,196,116,112,111,13,0,0,0,0,0,83,0,1,0,0,3,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03132,746,606,140,133,121,25,0,8,1,0,0,25,19,12,1,2,2,0,2,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1
03133,88447,50604,37843,27389,18256,1419,2082,462,809,474,307,5995,1956,9133,5104,2256,4464,901,2920,145,360,3604,459,31,398,865,187,324,550,89,56,91,252,117,2375,886,286,11
03134,169,156,13,13,9,0,0,2,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03136,609,496,113,94,94,9,1,10,0,0,0,44,24,0,0,0,2,1,1,0,0,15,2,3,0,3,0,0,2,0,1,0,0,0,2,0,0,0
03137,826,726,100,94,91,17,0,6,1,0,0,44,12,3,0,0,4,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03135,249,231,18,17,17,2,0,7,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03138,4627,3762,865,622,570,163,14,33,9,15,6,74,190,52,23,20,130,8,114,0,7,61,3,9,4,7,4,0,24,1,1,0,5,0,52,39,4,0
03139,33878,27082,6796,4576,3495,168,310,235,213,102,54,608,1141,1081,562,230,1269,323,904,16,11,735,115,37,44,190,44,20,149,12,8,8,30,45,216,88,60,0
03140,34361,32206,2155,791,714,11,280,14,16,16,10,126,215,77,17,24,693,27,619,3,3,552,20,7,14,166,12,1,243,20,7,10,3,29,119,70,32,0
03081,2675,1697,978,807,780,83,12,28,13,0,0,505,8,27,2,4,114,0,113,0,0,47,10,14,0,6,2,9,1,0,1,0,0,2,7,3,0,3
