codine,Total Población,Nacidos en España,Nacidos en el Extranjero,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total África,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Total Oceanía
03019,20309,18472,1837,961,844,40,13,117,21,11,11,328,176,117,22,70,181,51,122,0,1,641,91,12,16,117,10,13,301,15,5,6,15,11,54,28,9,0
03020,157,122,35,34,33,2,4,2,0,0,0,24,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03021,7222,6867,355,86,79,3,23,9,1,2,3,15,18,7,0,1,62,0,57,0,2,123,9,1,2,28,9,0,61,2,2,2,3,3,84,8,73,0
03022,174,160,14,7,7,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0
03023,1792,1655,137,91,88,2,61,5,2,1,1,13,3,3,0,0,6,1,4,0,0,40,2,7,0,1,2,0,26,0,0,0,2,0,0,0,0,0
03024,5425,4730,695,441,408,3,81,67,6,26,5,111,80,33,1,24,184,6,168,0,1,68,8,4,6,21,3,0,17,2,1,0,0,2,2,1,0,0
03025,1934,1526,408,336,314,88,1,39,4,16,0,117,3,22,3,10,15,0,15,0,0,54,9,0,0,12,9,0,13,1,2,0,2,4,3,0,0,0
03026,1902,1422,480,326,297,68,12,26,4,2,3,130,13,29,3,6,36,8,24,0,1,116,22,5,4,61,1,6,7,0,1,0,3,2,2,0,0,0
03027,248,161,87,82,82,3,0,2,0,0,0,25,48,0,0,0,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03028,1271,1162,109,76,76,1,24,9,0,0,0,14,14,0,0,0,11,0,7,1,1,22,2,0,2,0,2,0,5,1,3,0,0,0,0,0,0,0
03029,583,259,324,285,282,19,0,5,0,0,0,232,15,3,0,1,4,4,0,0,0,35,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03030,1315,642,673,620,602,128,1,19,7,4,0,379,8,18,0,0,30,2,25,0,0,22,8,3,0,1,1,5,1,0,1,0,0,0,1,0,0,0
03031,72991,45923,27068,16263,14715,521,1184,667,435,252,221,5672,3337,1548,579,412,2124,800,1180,24,10,5827,1160,140,195,1178,476,229,1301,79,160,193,307,208,2839,831,1405,15
03032,110,109,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03033,202,148,54,44,41,9,0,5,0,0,0,15,2,3,0,0,2,2,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3
03034,4207,1652,2555,2423,2326,270,31,72,9,2,1,1367,17,97,5,4,57,7,49,0,0,44,5,1,2,3,1,0,24,0,0,5,0,0,31,18,0,0
03035,800,746,54,46,44,3,0,5,0,0,0,27,6,2,0,1,2,1,1,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
03036,106,103,3,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03037,518,380,138,110,97,8,0,10,2,0,0,39,11,13,9,1,6,4,0,0,0,21,2,1,0,0,1,1,13,0,0,2,1,0,1,1,0,0
03038,417,376,41,32,29,0,0,3,0,0,0,23,0,3,0,0,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
03039,125,100,25,21,21,1,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
03040,424,286,138,120,116,12,1,14,0,0,0,75,1,4,0,0,6,5,0,0,0,11,7,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
03041,13808,7028,6780,5886,5459,1828,40,172,63,55,4,1876,431,427,32,41,324,60,251,2,1,488,86,69,12,151,10,20,46,3,31,3,6,14,74,41,10,8
03042,5698,1654,4044,3715,3444,595,19,63,20,19,4,2223,69,271,124,20,77,9,60,0,0,198,17,5,4,46,1,14,44,0,3,4,17,12,50,21,1,4
03043,3695,3518,177,92,79,4,9,14,1,0,2,36,2,13,0,0,31,1,28,0,0,35,1,0,2,4,1,2,20,0,0,1,1,0,19,7,11,0
03044,6719,5515,1204,669,570,11,111,52,4,19,10,276,42,99,31,52,270,65,202,1,2,245,12,5,2,100,1,0,101,1,0,5,14,1,20,12,0,0
03045,450,249,201,183,171,13,4,8,1,2,0,105,4,12,4,0,7,7,0,0,0,10,0,0,0,3,1,0,0,0,1,0,0,1,1,0,0,0
03046,3412,1917,1495,1385,1308,149,2,84,10,31,3,781,20,77,16,2,27,9,9,0,3,63,25,0,1,10,8,1,1,1,3,0,5,1,20,3,0,0
03047,29550,11004,18546,15720,14422,3711,248,698,195,244,51,4159,1773,1298,399,123,1125,159,680,3,229,1321,339,58,41,525,79,12,54,5,32,20,73,30,377,197,18,3
03048,7815,5542,2273,1087,1036,59,88,59,7,12,7,250,432,51,12,7,150,72,72,1,1,1018,69,255,4,28,7,10,627,1,0,1,4,5,15,8,5,3
03049,18034,14959,3075,939,733,17,50,429,5,5,6,106,78,206,24,128,1492,49,1437,3,0,621,18,65,22,61,9,3,373,16,4,2,30,7,23,13,6,0
03050,27709,21049,6660,4361,3987,334,27,771,169,73,51,1257,397,374,147,26,541,211,279,1,6,1574,601,26,62,252,76,30,102,47,38,34,118,78,173,78,6,11
03051,444,414,30,22,22,0,17,2,0,0,0,1,0,0,0,0,3,0,2,0,0,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
03052,1237,1192,45,27,15,1,2,2,0,4,0,2,4,12,0,11,6,0,6,0,0,12,5,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0
03053,10573,8582,1991,1406,1348,25,16,69,10,8,2,1089,22,58,10,23,210,28,175,1,1,333,70,12,12,11,2,16,146,1,2,2,16,15,42,24,13,0
03054,478,383,95,83,80,4,0,4,0,0,0,64,0,3,2,0,6,5,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03055,9083,6410,2673,2106,2051,71,18,88,9,5,9,1495,63,55,4,12,398,11,382,1,0,146,14,6,10,22,4,7,45,5,4,0,14,11,23,12,0,0
03056,11591,10480,1111,472,447,17,20,48,4,17,8,247,62,25,5,4,409,14,378,1,1,189,32,11,9,31,15,5,36,1,19,5,3,4,40,29,7,1
03057,283,216,67,49,46,6,0,5,1,2,0,24,2,3,0,0,6,0,6,0,0,12,0,2,0,0,0,0,7,0,0,0,1,0,0,0,0,0
03058,7077,5820,1257,442,367,9,35,182,1,2,2,38,69,75,0,68,471,10,459,0,1,337,9,10,8,19,0,0,251,2,0,0,27,4,7,4,2,0
03059,28439,25241,3198,873,795,84,13,209,16,3,14,304,44,78,18,2,1678,62,1592,5,1,572,58,43,38,239,12,4,104,32,5,8,6,7,75,68,3,0
03060,109,102,7,6,4,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03061,1996,1304,692,577,550,8,0,11,0,1,0,458,8,27,0,3,93,5,80,2,0,14,0,1,0,6,5,0,0,0,1,0,0,0,7,4,0,1
03062,758,234,524,509,499,20,1,4,2,0,4,367,0,10,1,0,2,0,0,0,0,12,3,0,0,5,0,1,2,0,0,0,0,0,0,0,0,1
03063,44455,29941,14514,9419,7906,2589,576,683,211,111,97,1509,1059,1513,296,361,818,160,571,18,8,3885,710,74,103,1027,178,91,961,46,39,56,258,160,379,153,37,13
03064,7362,6210,1152,601,563,29,2,46,2,1,2,372,32,38,16,8,394,6,385,0,1,149,13,0,10,20,6,55,30,0,1,1,2,4,7,0,3,1
03065,230587,199734,30853,11877,10435,689,546,1557,332,159,214,1064,5017,1442,354,228,6804,1058,4105,295,319,10191,1475,296,307,2702,330,224,2257,1097,228,130,493,302,1972,1717,68,9
03066,54536,50088,4448,1270,1011,52,29,194,47,81,29,45,459,259,41,124,595,168,359,9,20,2354,198,73,47,1169,87,24,429,45,60,32,29,68,228,102,76,1
03067,104,99,5,4,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03068,59,48,11,11,11,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03069,6932,3390,3542,2944,2637,138,92,183,63,28,44,1272,241,307,121,48,114,24,83,2,0,419,134,1,30,73,40,28,32,3,15,4,23,17,61,17,16,4
03070,4559,2463,2096,1647,1579,33,113,51,13,4,20,1141,44,68,21,12,274,8,262,0,0,157,17,8,9,15,0,3,96,2,0,0,3,3,17,8,3,1
03071,6327,4760,1567,881,857,57,16,29,7,5,2,560,76,24,13,2,317,6,304,1,0,345,157,0,3,85,4,8,51,0,1,1,17,14,23,13,4,1
03072,445,380,65,58,56,2,0,0,0,0,0,46,2,2,1,0,0,0,0,0,0,7,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0
03073,261,247,14,12,12,1,3,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03074,2461,2036,425,157,144,2,10,90,1,1,1,4,25,13,1,10,143,1,142,0,0,125,3,9,2,9,1,4,72,3,0,6,14,1,0,0,0,0
03075,238,178,60,54,51,8,1,3,1,0,0,16,10,3,3,0,0,0,0,0,0,5,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
03076,17138,10067,7071,5845,4727,631,400,131,63,53,52,2286,239,1118,409,243,403,51,303,2,14,646,265,9,62,74,26,32,44,10,7,23,38,16,176,122,7,1
03077,3037,1620,1417,1360,1345,121,14,15,7,2,1,823,11,15,2,1,12,2,8,0,0,28,4,4,2,2,0,1,1,0,0,0,1,4,17,0,1,0
03078,1238,582,656,639,630,40,0,6,0,0,0,520,3,9,0,0,0,0,0,0,0,11,0,3,0,0,0,0,8,0,0,0,0,0,6,1,0,0
03079,23616,21550,2066,762,728,43,35,85,17,3,9,14,509,34,9,8,103,36,60,0,1,1070,142,85,19,65,15,8,623,21,5,8,23,7,131,38,83,0
03080,2076,1590,486,426,412,13,7,15,5,16,0,289,25,14,3,10,37,1,35,0,0,21,4,3,3,5,0,0,4,0,0,0,2,0,2,0,0,0
03081,3301,1663,1638,1410,1381,169,10,52,8,5,0,936,23,29,1,3,100,10,88,0,0,106,55,9,1,14,2,9,2,0,3,0,1,3,22,8,0,0
03082,32983,14361,18622,14753,13666,2166,154,525,197,122,35,8402,243,1087,141,97,908,53,774,2,0,2422,311,25,61,920,56,37,430,8,24,19,183,211,517,141,186,22
03083,7423,6702,721,399,369,47,10,33,6,8,1,152,40,30,2,8,130,19,109,0,1,185,51,13,7,12,4,6,73,1,8,0,6,1,7,2,2,0
03084,729,652,77,65,65,1,1,14,0,0,0,45,0,0,0,0,3,2,0,1,0,9,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
03085,1071,318,753,738,728,114,1,15,0,0,0,490,12,10,2,0,4,2,1,0,0,7,3,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0
03086,217,161,56,55,53,0,0,1,0,0,0,42,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,7803,6606,1197,552,527,17,12,42,9,8,8,272,98,25,7,2,220,170,49,0,0,411,24,122,10,33,6,1,167,4,7,5,3,14,14,8,1,0
03089,12844,11553,1291,723,675,45,16,34,15,165,2,312,24,48,5,11,38,11,19,0,0,461,34,117,1,41,17,3,207,2,8,1,1,12,69,14,51,0
03090,23834,20172,3662,2259,1998,237,58,403,101,34,33,579,116,261,33,110,443,204,203,2,1,860,238,28,40,136,30,20,89,71,33,17,41,68,92,30,1,8
03091,598,275,323,298,294,14,23,5,2,0,0,230,3,4,0,0,8,5,2,0,0,16,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
03092,9010,8276,734,327,308,10,65,41,3,3,9,118,29,19,5,5,251,8,223,0,8,127,15,4,5,17,11,1,29,8,11,0,3,9,29,14,10,0
03093,26692,24173,2519,1045,912,53,33,101,16,61,28,61,522,133,25,78,425,314,104,0,1,977,41,75,7,87,28,4,651,5,17,4,18,11,71,44,2,1
03094,19135,10639,8496,6831,5942,1060,89,242,88,46,43,2132,230,889,165,49,402,152,151,1,68,1094,278,22,39,119,68,40,312,19,23,17,45,38,162,59,12,7
03095,6657,5307,1350,648,522,86,16,89,9,5,13,88,149,126,23,57,290,25,241,1,13,368,46,23,6,134,7,13,53,7,1,24,32,8,44,21,2,0
03096,7697,6890,807,461,445,33,35,34,9,2,5,118,164,16,2,4,89,7,80,0,0,237,69,24,6,4,2,4,40,4,1,10,65,6,19,2,15,1
03097,2604,1131,1473,1380,1341,205,16,32,6,3,1,927,34,39,2,0,39,21,11,1,0,42,8,2,1,2,1,0,9,0,0,0,0,0,10,0,1,2
03098,921,575,346,315,310,52,1,17,2,1,0,156,3,5,1,0,9,0,5,0,0,18,0,1,1,6,1,2,1,0,0,0,2,0,4,0,0,0
03099,90087,51570,38517,32406,29178,3098,1589,512,215,420,93,18079,1068,3228,848,538,2137,650,1175,38,18,3190,247,545,97,704,78,51,1055,33,45,55,91,62,770,346,39,14
03100,1131,622,509,468,461,34,6,35,0,0,0,287,20,7,0,4,25,15,7,2,0,14,6,0,0,0,0,0,3,0,0,0,0,1,2,1,0,0
03101,7751,5515,2236,1689,1572,348,8,88,16,7,4,760,64,117,12,5,196,31,156,1,1,324,122,2,10,57,7,14,49,1,13,1,12,9,27,12,4,0
03102,11029,8541,2488,2048,1809,335,104,198,16,49,20,718,165,239,11,48,150,13,132,0,0,249,20,10,5,18,4,19,131,0,4,0,3,19,41,18,0,0
03103,318,291,27,13,13,0,0,0,0,0,0,8,1,0,0,0,4,0,0,0,3,6,0,4,0,0,0,0,1,0,0,0,0,0,4,2,2,0
03104,34697,32885,1812,571,453,43,7,126,43,10,21,43,118,118,13,19,118,50,47,3,4,999,102,16,23,499,44,19,110,47,17,2,21,74,124,78,22,0
03105,7908,6622,1286,909,825,5,54,17,6,10,5,623,50,84,2,72,78,8,66,1,0,272,16,23,4,33,20,0,131,2,0,9,15,3,27,11,15,0
03106,831,707,124,115,111,5,0,6,0,0,1,61,24,4,0,0,2,0,2,0,0,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
03107,4549,2767,1782,1304,1149,93,10,62,12,10,13,631,105,155,39,5,185,68,72,0,31,274,51,14,5,18,35,6,95,0,4,6,8,11,17,1,2,2
03109,4213,3555,658,213,190,5,7,48,2,7,19,34,52,23,1,15,311,6,303,0,0,129,6,7,7,23,7,1,75,0,2,0,0,0,5,4,0,0
03110,749,350,399,367,333,68,0,13,0,0,0,221,0,34,1,4,3,0,1,0,0,26,2,0,3,3,0,3,8,0,1,0,0,3,3,1,0,0
03111,7554,6406,1148,384,354,19,32,117,6,32,16,42,54,30,5,11,508,143,361,1,0,244,6,86,6,65,4,1,49,4,0,10,1,5,12,8,3,0
03112,1342,771,571,550,541,12,6,9,4,4,3,385,41,9,5,0,4,2,1,0,0,15,1,0,1,1,0,1,1,1,0,0,2,7,2,0,0,0
03113,22006,5140,16866,15898,13902,1647,193,170,78,46,9,9172,53,1996,373,51,383,28,330,5,0,314,32,4,13,33,10,21,145,1,8,4,5,6,267,114,3,4
03114,2509,1917,592,507,500,6,3,9,4,16,0,355,7,7,1,1,8,5,0,0,0,72,3,6,0,6,0,0,46,4,0,0,5,0,3,1,0,2
03115,446,293,153,135,134,11,0,5,1,0,0,102,1,1,0,0,15,6,9,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
03116,1603,1353,250,216,208,21,29,23,0,1,2,116,7,8,0,0,1,1,0,0,0,32,6,0,2,10,1,1,8,0,1,0,0,3,1,0,0,0
03117,700,427,273,261,238,63,5,8,1,1,0,128,5,23,0,0,3,0,1,0,0,9,1,2,0,1,0,0,2,0,1,1,0,0,0,0,0,0
03118,12529,2868,9661,8987,8620,1404,22,111,53,38,18,6114,100,367,36,38,362,81,247,4,1,179,37,3,13,12,13,6,31,3,11,6,8,5,128,54,4,5
03119,22740,18910,3830,1620,1353,168,73,367,86,60,19,174,146,267,43,85,348,77,227,3,3,1747,607,51,71,266,64,25,195,93,28,22,127,117,106,44,4,9
03120,7602,2945,4657,4294,4023,618,78,35,11,9,3,2845,34,271,43,39,136,38,75,5,7,158,30,6,5,13,6,8,54,0,1,2,6,14,68,27,4,1
03121,33965,24539,9426,6962,6100,365,174,470,164,73,58,3400,257,862,200,94,598,209,234,0,112,1538,415,23,55,386,85,36,82,44,23,25,147,130,326,146,13,2
03122,55100,49787,5313,1915,1551,188,108,407,103,45,63,98,305,364,93,61,746,231,386,12,20,2343,563,59,73,439,60,98,348,71,110,48,168,152,307,166,23,2
03123,10069,8987,1082,822,789,44,41,73,18,5,12,543,10,33,6,18,29,2,22,1,0,208,30,19,5,60,2,0,62,6,0,1,2,15,22,12,1,1
03124,626,519,107,99,95,33,0,10,2,0,0,35,2,4,0,0,6,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
03125,642,400,242,200,198,36,3,10,1,1,1,101,21,2,0,0,26,3,22,0,0,15,4,0,2,6,0,0,0,0,0,1,1,0,1,0,0,0
03127,809,458,351,317,306,36,0,27,3,0,0,104,9,11,3,1,13,12,0,0,0,21,3,0,0,5,0,0,8,0,2,0,0,0,0,0,0,0
03128,14578,4932,9646,8333,7885,1744,388,223,73,51,12,3846,230,448,65,15,332,33,271,0,6,805,149,66,16,340,14,8,73,2,11,22,29,23,172,95,8,4
03129,1761,1386,375,323,315,58,0,10,1,3,0,147,30,8,1,2,9,3,3,0,0,37,14,0,1,9,1,0,0,0,0,1,5,3,6,0,0,0
03130,45,36,9,8,8,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,386,201,185,176,174,23,0,1,0,0,0,136,0,2,0,0,6,2,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
03132,797,625,172,155,144,42,0,6,1,0,0,28,18,11,1,1,2,0,2,0,0,12,0,0,1,4,0,0,3,2,0,0,0,1,2,0,0,1
03133,103720,46474,57246,41979,32845,4149,2433,816,582,629,404,12696,2311,9134,3747,1937,4291,580,2830,145,434,9192,1335,77,716,2504,482,881,1355,138,222,160,713,297,1756,706,167,28
03134,175,154,21,19,13,0,0,4,0,0,0,8,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03135,286,242,44,34,33,4,0,13,1,0,0,13,0,1,0,0,7,5,1,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
03136,676,518,158,131,129,12,1,13,0,0,0,65,30,2,1,0,7,2,5,0,0,19,3,4,0,5,0,0,5,0,0,0,0,0,1,0,0,0
03137,959,762,197,163,156,25,0,12,1,0,0,83,18,7,0,0,16,10,3,0,1,17,3,0,2,0,1,1,0,2,2,0,0,0,0,0,0,1
03138,4992,3750,1242,892,824,246,28,80,11,20,6,102,260,68,20,16,142,20,113,0,9,152,29,13,8,32,7,0,38,0,4,4,6,7,56,40,5,0
03139,33293,26306,6987,4133,3299,195,245,270,104,101,48,628,1109,834,355,171,1111,162,913,8,7,1531,357,57,108,293,100,42,300,17,35,14,85,74,201,74,48,11
03140,34894,31823,3071,1019,914,35,257,113,20,20,14,183,236,105,16,21,610,37,533,2,1,1326,38,9,17,458,20,6,601,23,21,16,7,73,116,85,6,0
03901,3404,1253,2151,2009,1697,901,7,81,18,24,11,433,29,312,25,5,43,21,16,0,1,71,14,4,4,21,1,1,3,1,4,0,6,2,27,15,0,1
03902,23403,12302,11101,8424,7724,1162,60,151,51,28,29,4722,658,700,96,119,1450,15,1423,2,0,1084,51,37,21,78,17,12,753,8,20,20,30,9,142,97,2,1
03903,5203,3059,2144,1939,1809,57,187,25,19,19,1,1266,58,130,40,44,55,11,39,1,0,100,11,3,4,36,4,6,2,0,6,4,6,9,49,18,4,1
03904,1921,1688,233,136,129,3,18,21,3,3,1,47,19,7,1,1,34,1,26,0,1,63,8,3,5,17,4,2,13,1,3,0,3,0,0,0,0,0
