codine,Total Población,Nacidos en España,Nacidos en el Extranjero,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total África,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Total Oceanía
03027,183,160,23,20,20,3,0,1,0,0,0,6,9,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03028,1137,1067,70,46,45,1,13,10,1,0,0,5,10,1,0,0,9,0,7,0,1,15,2,0,1,0,4,0,3,0,2,0,0,0,0,0,0,0
03030,1080,613,467,404,385,76,0,20,2,0,0,228,9,19,1,0,22,3,18,0,0,41,15,3,1,8,0,4,2,0,4,0,0,0,0,0,0,0
03031,66831,46671,20160,9451,7796,279,706,457,323,122,113,2222,2196,1655,757,518,2284,919,1159,101,19,5284,900,113,184,1102,605,161,1076,86,170,204,251,249,3123,820,1539,18
03032,111,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
03033,148,126,22,19,17,3,0,2,0,0,0,9,1,2,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
03029,433,240,193,156,153,4,0,2,0,0,0,133,5,3,1,0,5,5,0,0,0,32,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
03034,3290,1691,1599,1466,1339,97,9,50,4,7,0,777,5,127,25,6,41,6,33,0,0,47,3,4,2,4,0,0,21,1,0,5,0,2,43,15,1,2
03035,755,710,45,40,37,4,0,5,0,0,1,19,5,3,0,2,1,0,1,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0
03036,102,99,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03037,495,390,105,80,63,3,0,11,1,0,0,24,2,17,13,1,3,2,1,0,0,22,2,1,0,0,1,0,13,0,0,2,1,1,0,0,0,0
03038,418,380,38,30,27,1,0,3,0,2,0,18,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
03039,99,83,16,15,15,1,1,1,0,0,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
03040,391,286,105,90,86,11,0,12,0,0,0,49,1,4,0,0,3,1,0,0,0,12,5,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0
03041,10879,7044,3835,2972,2645,635,28,132,46,27,10,877,282,327,93,71,291,38,237,3,2,499,70,42,19,191,15,16,51,1,28,12,7,15,64,32,6,9
03042,4020,1648,2372,2025,1782,287,10,60,14,10,4,1048,59,243,120,26,69,8,49,0,1,198,18,4,5,38,3,2,38,0,3,5,20,19,79,57,1,1
03043,3650,3492,158,79,71,3,9,14,1,0,4,25,4,8,0,0,27,4,22,0,0,30,4,0,2,3,2,1,15,0,0,2,0,0,22,8,12,0
03044,6656,5549,1107,520,413,10,92,43,17,16,10,153,33,107,40,54,344,88,251,1,4,215,4,18,9,84,8,1,70,0,0,7,12,2,28,15,1,0
03045,414,240,174,155,152,13,4,5,1,1,0,87,4,3,2,0,10,9,1,0,0,7,0,0,0,3,0,0,0,0,1,0,0,1,2,0,0,0
03046,2904,1940,964,854,804,95,2,63,11,9,0,418,14,50,6,5,19,6,10,0,2,72,23,0,0,12,9,2,1,0,1,0,8,4,15,2,0,4
03049,18625,15080,3545,868,650,14,47,414,7,5,8,59,62,218,25,131,2169,43,2113,6,1,473,15,45,9,55,11,1,281,17,4,6,19,1,35,13,18,0
03048,7223,5502,1721,646,594,25,42,36,2,6,4,82,340,52,20,12,157,80,75,0,0,899,75,222,6,31,9,11,520,3,4,1,4,2,16,6,4,3
03047,20804,11197,9607,6927,5837,864,167,347,123,113,38,1489,1182,1090,540,202,1027,110,667,0,212,1269,292,56,38,528,79,12,48,10,28,28,58,45,381,187,26,3
03050,27604,21715,5889,3373,2854,206,36,678,164,51,46,738,304,519,235,87,692,340,294,4,7,1612,558,28,64,229,94,30,90,45,49,39,129,133,205,78,14,7
03051,436,402,34,24,24,1,15,2,0,0,0,4,0,0,0,0,3,0,2,0,0,7,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0
03052,1242,1179,63,40,29,3,12,4,0,1,0,3,6,11,0,11,9,0,9,0,0,13,5,0,0,4,0,0,1,0,0,0,0,2,1,0,1,0
03053,9876,8706,1170,630,576,9,8,62,13,2,3,399,18,54,18,21,189,29,155,0,1,296,64,14,12,14,12,16,107,3,3,4,13,11,55,29,15,0
03054,436,368,68,56,55,0,0,5,0,0,0,40,1,1,1,0,8,6,2,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03075,205,159,46,37,35,2,0,2,2,0,0,14,4,2,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
03055,8620,6579,2041,1393,1330,61,11,123,15,8,4,832,36,63,8,14,436,19,411,0,0,171,23,6,9,28,7,7,47,3,1,2,11,23,41,28,1,0
03056,11461,10230,1231,340,302,12,22,48,7,5,3,113,60,38,6,12,678,21,640,2,4,173,30,5,8,24,15,6,34,0,13,9,3,4,39,24,10,1
03057,221,179,42,24,22,1,0,3,0,0,0,9,4,2,0,0,8,0,6,0,1,9,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,1
03058,7192,5968,1224,377,305,6,26,185,1,2,0,28,43,72,0,68,542,5,536,0,0,297,8,4,7,15,1,0,218,3,1,5,20,3,6,5,0,2
03059,28836,25525,3311,913,842,79,2,208,21,7,10,337,46,71,17,2,1780,88,1662,4,0,528,56,25,22,238,12,3,99,18,4,18,4,4,90,69,8,0
03061,1684,1282,402,284,254,4,1,7,6,1,3,191,1,30,1,4,93,4,86,0,0,21,2,0,3,12,3,0,0,0,0,0,1,0,4,1,0,0
03062,713,244,469,439,426,12,0,7,1,3,3,312,1,13,0,0,2,1,1,0,0,20,1,0,0,4,3,0,3,0,0,4,0,0,7,1,1,1
03063,41568,30341,11227,6273,4719,1075,400,620,148,73,46,862,808,1554,558,472,792,141,541,17,26,3684,649,64,113,956,229,84,773,37,54,47,271,213,468,148,57,10
03064,7302,6202,1100,483,454,20,5,55,3,1,1,266,24,29,9,6,490,18,469,0,1,117,11,1,13,19,9,27,19,0,1,4,2,2,9,2,1,1
03065,228675,201909,26766,8485,7060,490,308,1388,286,110,138,574,3117,1425,404,244,7115,1292,4313,211,377,9009,1196,203,296,2479,410,175,1883,788,191,156,402,434,2143,1826,112,14
03066,52620,48752,3868,983,746,48,10,164,34,40,24,35,320,237,48,109,593,181,359,5,20,2072,173,58,31,1029,74,22,341,40,57,50,23,80,219,107,53,1
03067,101,96,5,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03068,57,46,11,9,9,0,0,0,0,0,0,6,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03069,6292,3728,2564,1874,1389,68,57,111,45,21,26,515,152,485,309,71,160,62,88,2,1,463,135,6,39,60,51,12,24,5,12,15,24,51,66,27,6,1
03077,2436,1556,880,831,819,59,6,23,9,0,1,451,9,12,1,0,8,2,5,0,0,30,3,0,1,8,0,3,6,0,0,0,1,3,10,2,0,1
03070,4064,2554,1510,1075,1016,25,57,50,7,22,3,662,30,59,22,11,290,34,242,0,1,116,11,2,4,15,1,3,68,1,1,3,3,0,28,14,4,1
03072,448,405,43,37,37,2,0,1,0,0,0,26,3,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
03071,5804,4657,1147,557,492,30,6,34,9,4,1,297,28,65,35,15,269,4,255,0,0,305,140,0,4,88,2,2,31,0,2,1,18,12,15,6,3,1
03073,273,254,19,14,14,1,7,0,0,0,0,4,0,0,0,0,3,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
03074,2469,2008,461,156,138,2,9,82,1,2,3,4,21,18,2,13,188,2,186,0,0,114,3,8,2,10,4,4,70,3,0,1,8,0,3,3,0,0
03076,14716,10166,4550,3417,2319,175,317,94,51,32,23,959,190,1098,558,334,400,39,315,0,26,562,206,4,49,66,47,25,32,15,8,17,28,25,169,103,8,2
03078,1102,555,547,527,512,20,1,10,6,1,0,378,2,15,3,1,3,0,1,1,0,14,1,2,0,0,0,0,8,0,0,1,2,0,3,1,0,0
03079,23423,21535,1888,740,704,32,21,92,13,5,13,21,492,36,12,11,122,40,74,0,1,893,115,72,16,70,14,7,482,24,8,15,17,16,133,36,91,0
03080,1953,1591,362,292,272,10,1,14,3,33,0,164,6,20,5,13,47,3,43,0,0,22,2,5,1,5,2,0,5,2,0,0,0,0,1,0,0,0
03082,27060,14574,12486,8546,7695,968,108,419,143,82,26,4395,209,851,273,128,1007,48,870,1,4,2372,277,23,40,968,60,37,327,10,24,17,180,262,532,113,184,29
03083,6895,6411,484,182,160,22,3,24,4,0,0,45,22,22,2,7,128,19,103,0,0,166,31,14,8,17,4,6,66,0,7,0,6,3,8,5,2,0
03085,951,320,631,616,602,73,1,13,0,0,0,394,8,14,6,0,9,2,6,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
03084,606,563,43,36,36,1,0,12,0,0,0,17,2,0,0,0,1,1,0,0,0,6,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0
03086,230,173,57,56,54,0,0,2,0,0,0,46,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,7592,6748,844,302,275,14,4,37,14,5,2,83,86,27,11,5,207,138,61,0,7,313,20,55,9,27,4,0,138,9,5,5,10,18,22,9,4,0
03089,12177,11309,868,417,379,31,7,37,7,57,0,173,21,38,3,7,51,27,16,0,0,367,25,64,4,51,21,2,159,2,11,4,0,7,33,9,18,0
03903,4862,3102,1760,1521,1369,57,94,26,12,18,4,952,50,152,37,63,61,8,47,1,3,121,15,4,5,38,5,3,7,1,5,1,8,19,55,17,1,2
03091,477,278,199,178,174,5,14,1,1,0,0,129,0,4,0,0,4,4,0,0,0,16,1,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0
03092,9319,8348,971,299,279,8,75,39,2,2,9,94,20,20,4,3,510,11,476,0,11,130,14,3,6,16,23,3,20,7,10,0,3,10,32,8,13,0
03090,24778,21267,3511,1906,1623,161,38,382,95,24,25,375,119,283,66,114,520,267,217,2,3,941,248,28,39,201,27,12,82,59,35,20,38,98,131,58,3,13
03093,25868,23659,2209,904,797,37,42,93,13,35,23,47,473,107,39,39,384,269,106,0,2,817,30,70,10,80,29,7,494,14,15,8,16,16,103,54,18,1
03094,18548,11259,7289,5424,4538,717,103,228,89,46,31,1394,246,886,230,67,475,224,151,5,64,1133,277,31,40,154,86,29,271,26,27,26,44,45,250,69,79,7
03095,6739,5497,1242,557,433,70,29,76,6,2,7,65,116,124,35,46,253,18,213,0,13,388,43,16,19,124,12,15,49,8,2,28,28,21,44,26,2,0
03096,7493,6853,640,298,281,13,23,31,12,0,2,62,110,17,3,5,108,7,98,0,0,215,57,14,6,9,2,2,30,5,1,9,64,12,19,3,12,0
03097,2035,1153,882,777,752,91,11,37,5,3,2,519,9,25,3,0,49,14,26,1,1,45,12,0,0,1,1,0,10,0,1,0,0,0,10,3,1,1
03099,76097,51632,24465,18079,15179,951,1025,497,141,284,78,8903,853,2900,1317,632,2475,727,1377,26,22,2983,260,468,108,651,86,65,891,31,36,60,96,88,912,382,87,16
03098,760,559,201,163,159,10,0,16,2,0,1,82,8,4,1,1,11,1,10,0,0,25,0,1,1,14,3,1,3,0,0,1,0,1,2,0,0,0
03100,965,565,400,360,350,16,4,29,0,2,0,226,6,10,6,0,21,12,7,1,0,16,8,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
03101,7435,5664,1771,1195,1097,211,6,85,15,6,5,462,50,98,22,12,200,45,145,0,1,345,103,6,18,56,12,20,43,1,21,8,19,16,31,15,5,0
03102,9923,8363,1560,1140,987,137,68,169,10,16,6,366,95,153,20,55,154,16,133,0,0,220,18,7,6,26,4,9,111,0,4,1,3,15,46,18,8,0
03103,308,293,15,8,8,0,0,0,0,0,0,3,4,0,0,0,3,1,0,0,1,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03104,34533,32914,1619,462,331,36,12,102,24,9,12,26,71,131,15,23,115,41,50,1,10,905,98,22,27,440,46,11,97,23,12,10,26,63,136,85,27,1
03902,21202,12985,8217,5292,4614,487,42,136,45,32,19,2575,720,678,125,154,1764,12,1737,2,3,981,58,31,22,93,30,10,599,11,19,21,32,22,177,96,7,3
03105,7718,6608,1110,746,678,13,29,14,11,8,4,487,42,68,6,61,105,11,91,1,0,227,12,22,4,32,13,0,90,2,0,13,16,2,32,11,17,0
03106,733,642,91,85,82,5,1,5,0,0,2,41,12,3,0,0,0,0,0,0,0,5,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0
03901,2926,1268,1658,1503,1269,549,8,104,16,17,8,346,30,234,32,2,45,19,19,0,0,86,13,6,3,23,4,4,8,1,3,0,10,1,24,9,1,0
03107,4725,3101,1624,1129,894,68,28,56,14,7,7,346,98,235,66,29,181,61,83,0,25,285,47,15,11,23,31,9,94,2,7,5,13,10,28,2,3,1
03060,109,105,4,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03109,4322,3677,645,203,173,6,10,51,2,6,16,29,36,30,0,13,304,9,295,0,0,133,10,2,4,29,13,1,70,0,1,0,0,1,4,4,0,1
03110,631,347,284,259,222,43,0,12,1,3,0,134,2,37,9,6,3,1,0,0,0,20,2,0,3,4,0,0,4,0,2,0,0,3,2,0,0,0
03111,7811,6777,1034,257,230,12,19,103,3,16,2,16,35,27,4,13,506,109,394,0,0,246,15,72,4,66,10,0,42,5,3,7,9,3,25,12,13,0
03112,1118,713,405,395,390,9,2,7,3,0,1,255,29,5,5,0,2,0,1,0,0,6,3,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0
03113,16231,5126,11105,9983,8367,769,76,157,51,35,9,5444,44,1616,407,80,465,39,394,4,4,306,29,6,12,44,10,23,122,2,5,5,7,8,346,141,9,5
03114,2377,1858,519,433,421,11,2,12,3,13,0,260,5,12,1,5,13,7,3,0,0,68,2,4,1,7,1,0,36,2,0,1,8,0,5,1,2,0
03115,393,275,118,104,103,10,0,6,0,0,0,73,1,1,0,0,10,6,4,0,0,4,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0
03116,1562,1331,231,184,175,13,23,22,0,3,1,95,3,9,1,0,1,0,1,0,0,42,4,0,2,18,2,1,7,0,1,0,0,5,0,0,0,4
03118,7646,2934,4712,4130,3920,480,16,109,34,14,14,2711,41,210,51,42,311,79,208,5,2,151,23,2,9,15,14,6,31,3,10,4,5,9,120,44,4,0
03904,1920,1656,264,168,154,4,16,23,3,3,4,37,45,14,2,1,39,6,26,0,1,56,7,1,7,14,3,1,16,0,1,0,2,0,1,0,0,0
03120,5797,2978,2819,2505,2270,222,57,26,9,6,2,1593,30,235,70,64,155,30,98,3,9,117,21,6,2,12,0,10,47,1,1,0,1,9,42,22,6,0
03122,57175,51908,5267,1614,1211,154,75,376,87,32,26,82,200,403,114,82,895,272,471,14,22,2334,502,50,90,466,81,65,346,65,116,46,157,193,421,231,52,3
03117,634,411,223,201,181,58,1,14,7,0,0,76,3,20,1,0,1,0,0,0,0,21,7,3,0,1,1,0,5,0,0,2,0,0,0,0,0,0
03119,23149,19622,3527,1269,990,111,49,296,59,35,8,98,123,279,71,91,417,157,225,2,6,1638,486,46,71,276,62,27,181,77,31,23,122,157,195,119,5,8
03121,31137,25298,5839,3207,2504,136,78,375,166,61,34,877,199,703,285,124,617,209,263,3,100,1635,413,24,57,390,105,45,70,55,31,26,155,166,371,168,29,9
03123,9737,9076,661,430,390,16,14,53,12,2,3,247,16,40,8,25,20,2,11,2,0,187,30,15,3,58,2,0,46,4,2,1,2,15,24,15,2,0
03124,579,502,77,65,60,13,0,7,4,0,0,26,0,5,2,0,8,2,4,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
03125,578,407,171,113,113,27,3,6,1,0,0,44,4,0,0,0,34,0,33,0,0,23,8,3,0,5,1,0,2,0,0,2,0,0,1,0,0,0
03127,640,396,244,208,202,33,0,15,1,2,0,74,8,6,2,0,14,11,0,0,0,21,1,1,0,3,0,0,9,0,0,0,0,2,1,0,0,0
03128,10097,4863,5234,3945,3652,584,282,157,46,38,5,1638,206,293,106,27,351,29,293,3,7,749,116,73,22,345,14,5,52,2,9,24,27,18,180,69,25,9
03129,1603,1363,240,187,181,29,0,7,1,2,0,87,17,6,1,2,8,2,4,0,0,42,16,0,2,5,1,0,2,0,1,1,10,0,3,0,0,0
03130,50,44,6,5,5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,333,205,128,119,116,14,0,1,0,0,0,85,1,3,0,1,5,1,2,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
03132,682,574,108,93,87,24,0,4,1,0,0,18,13,6,1,0,2,0,2,0,0,11,2,0,1,0,1,0,2,3,0,0,0,1,2,0,0,0
03133,83252,46454,36798,22037,13361,1151,1387,654,328,386,202,4235,1439,8676,4575,2455,4603,884,2975,116,367,8045,1166,52,564,2389,543,568,1058,114,179,183,628,311,2092,778,207,21
03134,168,153,15,14,10,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03136,594,468,126,90,89,8,1,12,1,0,1,39,21,1,0,1,7,2,2,0,0,26,2,2,1,6,0,4,7,0,0,0,0,1,3,0,0,0
03137,825,701,124,84,78,11,0,6,0,0,0,42,8,6,1,2,13,10,1,1,0,26,4,0,1,1,3,0,0,4,2,0,0,0,1,0,0,0
03135,232,202,30,18,18,2,0,10,1,0,0,4,0,0,0,0,8,6,1,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
03138,4421,3608,813,527,465,94,15,66,5,3,3,65,137,62,16,14,128,16,101,1,8,113,18,6,4,22,5,1,34,1,2,3,7,3,45,30,1,0
03139,33607,26590,7017,3903,2772,154,264,270,94,59,53,466,814,1131,576,296,1294,255,991,14,7,1581,329,30,74,369,114,38,301,12,34,34,67,117,235,80,70,4
03140,33968,31270,2698,738,642,35,188,101,11,7,13,104,155,96,10,24,691,28,629,1,3,1099,34,8,17,358,25,6,459,25,20,26,5,78,170,60,58,0
03081,2636,1690,946,732,711,67,10,35,11,2,0,441,8,21,2,1,102,8,90,0,0,90,39,11,1,11,1,9,2,1,2,0,1,4,18,9,0,4
