codine,Total Población,Nacidos en España,Nacidos en el Extranjero,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total África,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Total Oceanía
03015,20138,15950,4188,1622,1252,47,41,122,20,17,26,675,136,370,108,175,2031,80,1924,3,3,472,61,10,21,183,15,29,69,3,3,12,28,21,63,40,8,0
03016,119,106,13,12,12,0,1,1,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
03017,517,472,45,16,16,1,8,2,0,0,0,4,1,0,0,0,24,0,23,0,0,5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
03018,21739,14387,7352,5136,3897,418,189,234,85,66,28,686,855,1239,704,137,483,112,292,3,22,1422,371,63,51,140,110,36,282,16,29,41,89,69,301,73,40,10
03019,20482,18879,1603,849,729,31,8,105,24,13,2,215,188,120,21,70,175,49,113,2,0,517,79,12,14,84,7,11,218,9,11,4,16,13,61,31,9,1
03001,689,372,317,303,298,64,2,33,0,0,1,160,5,5,0,0,5,0,0,0,0,7,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0
03020,129,106,23,22,22,2,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03021,7108,6775,333,59,51,2,16,8,1,0,0,14,9,8,0,0,66,1,58,0,4,133,6,1,3,32,9,0,65,3,2,3,3,3,75,9,65,0
03022,158,148,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0
03023,1712,1601,111,69,64,2,42,5,1,0,1,6,7,5,0,1,11,3,1,1,5,30,1,7,0,0,2,0,18,0,0,0,2,0,1,0,1,0
03024,5364,4703,661,403,368,3,97,58,6,14,3,81,88,35,1,28,183,3,169,0,1,61,5,3,4,17,4,2,13,3,1,0,1,6,14,6,4,0
03025,1920,1569,351,297,270,66,2,37,5,16,0,94,16,27,5,15,15,0,15,0,0,36,8,0,0,10,2,0,9,2,2,0,2,1,3,0,0,0
03026,1917,1430,487,334,306,80,6,34,5,4,2,114,14,28,2,4,33,6,24,0,1,117,26,5,3,49,1,3,7,0,2,0,7,4,3,0,0,0
03027,202,168,34,32,32,4,0,2,0,1,0,14,10,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03028,1164,1096,68,45,45,1,11,10,1,0,0,7,12,0,0,0,8,0,8,0,0,15,2,0,1,0,4,0,2,0,3,0,0,0,0,0,0,0
03030,1117,604,513,458,441,81,0,24,7,1,0,266,9,17,1,0,23,4,18,0,0,32,10,3,1,5,0,4,1,0,5,0,0,0,0,0,0,0
03031,66642,46707,19935,9511,7870,290,760,466,313,135,112,2139,2293,1641,745,500,2248,908,1149,79,16,5203,913,121,183,1087,587,169,1084,75,171,206,249,188,2956,820,1431,17
03032,114,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
03033,158,132,26,23,21,4,0,3,0,0,0,10,1,2,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
03029,419,239,180,144,143,3,0,2,0,0,0,123,8,1,1,0,5,5,0,0,0,31,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03034,3163,1704,1459,1350,1256,91,8,47,3,6,0,736,7,94,18,1,36,2,33,0,0,41,3,0,2,4,0,0,19,0,0,5,0,2,32,19,0,0
03035,769,719,50,46,43,3,0,5,0,0,0,26,5,3,0,2,2,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
03036,100,97,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03037,494,386,108,81,65,4,0,11,1,0,0,26,0,16,13,1,3,2,1,0,0,24,3,1,0,0,1,0,15,0,0,2,1,1,0,0,0,0
03038,427,387,40,33,30,1,0,3,0,2,0,21,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
03039,99,82,17,15,15,1,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
03040,384,281,103,89,86,10,0,10,0,0,0,53,1,3,0,0,3,1,0,0,0,10,5,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0
03041,11000,7037,3963,3102,2790,690,25,131,50,31,6,925,294,312,73,64,290,44,232,2,3,498,79,44,19,170,15,18,58,1,27,8,7,11,64,33,6,9
03042,4104,1621,2483,2153,1886,313,8,56,19,12,4,1096,57,267,149,26,73,8,54,0,1,192,23,3,5,32,4,3,38,0,4,4,15,19,62,40,1,3
03043,3647,3500,147,74,65,3,8,15,1,0,2,21,3,9,0,0,22,1,19,1,0,30,4,0,2,3,1,1,16,0,0,2,0,0,21,8,11,0
03044,6724,5517,1207,622,508,11,108,48,13,19,5,216,47,114,40,57,316,82,228,1,4,243,4,21,6,88,8,1,88,0,0,5,14,2,26,15,3,0
03045,412,241,171,149,146,12,5,5,1,1,0,87,3,3,2,0,13,9,4,0,0,6,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0
03046,2975,1938,1037,933,882,108,2,62,10,14,0,469,17,51,8,6,23,6,11,0,3,64,18,0,0,12,10,1,1,0,1,0,6,3,13,2,0,4
03049,18497,15096,3401,902,675,16,45,411,8,6,8,80,62,227,23,143,1966,44,1907,6,1,496,16,43,11,65,11,1,293,18,4,4,21,1,37,14,18,0
03048,7146,5484,1662,612,570,26,42,33,2,9,4,88,313,42,14,9,146,77,67,0,0,888,82,216,3,31,4,11,520,2,4,1,4,2,13,5,3,3
03047,19591,11035,8556,5991,4955,725,148,319,100,126,32,1164,1117,1036,556,192,995,110,645,2,205,1209,284,56,35,482,87,12,49,11,27,22,65,37,358,190,31,3
03050,27384,21519,5865,3432,2927,226,39,692,154,43,43,752,319,505,220,83,669,325,283,3,7,1562,552,29,70,232,87,29,84,48,35,39,127,114,194,83,13,8
03051,440,406,34,25,25,1,18,2,0,0,0,2,0,0,0,0,3,0,2,0,0,6,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0
03052,1245,1186,59,36,23,3,7,4,0,1,0,3,5,13,0,12,12,0,12,0,0,10,4,0,0,3,0,0,0,0,0,0,0,2,1,0,1,0
03053,9859,8601,1258,723,668,10,8,66,16,4,4,478,16,55,16,22,190,30,156,0,1,288,64,11,10,11,8,21,113,4,2,0,10,10,57,33,15,0
03054,449,378,71,55,54,0,0,5,0,0,0,39,1,1,1,0,10,5,5,0,0,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03075,220,160,60,46,44,4,0,2,0,0,0,18,7,2,2,0,0,0,0,0,0,12,5,0,0,0,0,0,1,0,0,0,6,0,1,0,1,1
03055,8551,6577,1974,1320,1269,51,11,125,15,6,4,780,46,51,3,13,448,23,420,0,0,169,23,5,8,29,6,7,51,4,1,2,11,20,33,21,1,4
03056,11432,10228,1204,345,315,12,21,49,7,6,5,123,62,30,5,10,654,21,613,4,3,172,30,5,7,28,14,4,34,0,13,7,4,3,32,24,6,1
03057,207,174,33,19,17,1,0,3,0,0,0,8,0,2,0,0,7,0,6,0,1,7,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
03058,7193,5980,1213,374,302,6,24,184,0,4,0,25,46,72,2,66,525,7,516,0,1,306,8,4,6,18,1,0,232,3,0,4,22,1,6,5,0,2
03059,28691,25484,3207,911,842,82,6,205,23,7,14,331,36,69,17,1,1681,87,1558,3,1,516,53,30,24,222,10,3,100,17,4,16,5,3,99,76,12,0
03061,1750,1290,460,351,322,7,1,10,2,1,1,255,2,29,0,4,90,4,83,0,0,14,1,0,3,7,2,0,0,0,0,0,1,0,5,2,0,0
03062,672,240,432,408,395,13,0,4,1,3,5,273,2,13,0,0,1,1,0,0,0,17,1,0,0,2,3,1,3,0,0,4,0,0,5,1,2,1
03063,41465,30289,11176,6304,4836,1127,399,609,151,68,47,907,837,1468,515,429,792,136,548,16,25,3604,660,70,98,924,224,84,809,29,49,43,260,174,464,166,48,12
03064,7264,6186,1078,473,446,21,7,53,3,2,1,257,25,27,10,6,480,20,453,0,1,118,9,1,12,21,8,28,21,0,1,4,2,1,6,0,1,1
03065,227659,201477,26182,8524,7108,490,313,1384,286,100,126,540,3244,1416,390,251,6790,1244,4118,213,333,8763,1197,212,296,2353,394,174,1883,784,192,151,421,330,2093,1792,106,12
03066,52745,48901,3844,1044,792,52,15,170,39,40,24,37,350,252,54,112,583,172,352,5,19,2025,187,55,30,999,66,21,347,35,55,40,24,73,191,105,44,1
03067,107,103,4,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03068,58,46,12,11,11,0,0,0,0,0,0,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03069,6090,3614,2476,1838,1394,85,51,120,42,16,26,502,157,444,275,62,142,48,86,1,1,407,126,6,24,58,44,13,24,4,9,13,20,40,87,30,12,2
03077,2493,1591,902,860,849,63,8,24,8,1,1,480,7,11,1,0,11,2,8,0,0,21,3,0,1,2,0,3,5,0,1,0,1,0,9,2,0,1
03070,3995,2528,1467,1053,998,27,52,46,10,19,4,664,31,55,23,13,269,27,228,0,1,122,10,8,8,14,1,2,67,0,1,3,6,0,21,11,1,2
03072,452,403,49,42,41,4,0,1,0,0,0,23,4,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
03071,5825,4659,1166,583,523,40,5,32,8,4,1,314,28,60,36,13,271,5,254,1,0,296,137,1,2,80,1,3,33,0,2,1,18,11,16,9,0,0
03073,267,253,14,10,10,1,2,0,0,0,0,5,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03074,2461,2001,460,166,149,1,10,83,1,1,3,5,30,17,2,12,185,2,183,0,0,109,2,8,2,7,4,4,66,5,0,0,10,0,0,0,0,0
03076,15386,10093,5293,4154,2966,312,320,102,51,37,26,1357,192,1188,588,322,397,47,309,1,19,571,220,5,45,72,26,31,40,16,7,18,30,22,169,113,9,2
03078,1165,562,603,584,573,31,1,15,9,1,0,419,2,11,1,0,5,0,2,2,0,9,1,0,0,0,0,0,8,0,0,0,0,0,3,1,0,2
03079,23365,21551,1814,739,709,36,26,91,13,4,12,20,495,30,9,8,111,35,68,0,1,862,121,70,13,59,15,7,481,24,9,9,17,8,102,26,69,0
03080,1939,1590,349,279,261,6,2,13,2,27,0,171,9,18,5,12,48,3,45,0,0,22,2,4,1,4,2,0,9,0,0,0,0,0,0,0,0,0
03082,27225,14503,12722,8969,8114,1033,106,417,144,87,31,4752,225,855,270,119,983,48,845,1,3,2241,282,25,31,890,60,32,355,10,20,17,173,197,502,103,178,27
03083,7057,6543,514,212,187,24,4,25,6,0,0,60,26,25,4,7,123,20,101,0,0,171,35,14,7,17,3,6,68,0,7,2,6,3,8,4,3,0
03085,1110,317,793,774,761,107,1,14,0,0,0,499,11,13,2,0,6,2,3,0,0,9,1,1,0,2,0,0,0,0,1,0,0,1,4,0,0,0
03084,627,584,43,39,39,1,0,12,0,0,0,20,2,0,0,0,1,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
03086,221,168,53,51,49,0,0,1,0,0,0,42,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,7500,6638,862,290,269,10,3,36,10,7,1,94,74,21,12,1,223,161,58,0,3,327,19,75,12,24,3,1,134,6,5,5,7,18,22,8,5,0
03089,12272,11357,915,452,409,35,8,38,9,66,0,193,21,43,3,11,51,26,17,0,1,376,24,68,2,43,21,0,174,2,12,1,0,13,36,9,19,0
03903,4912,3079,1833,1611,1455,67,100,26,9,18,2,1006,52,156,39,65,65,9,50,2,1,99,12,3,4,32,6,3,7,0,6,2,4,14,56,13,1,2
03091,486,273,213,193,189,5,15,2,2,0,0,144,0,4,0,0,4,4,0,0,0,15,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0
03092,9307,8344,963,302,285,13,59,43,2,4,10,106,18,17,4,3,495,11,461,0,11,141,17,4,12,16,23,3,16,9,12,2,2,10,25,12,3,0
03090,24487,21003,3484,1980,1711,175,38,400,100,26,26,414,131,269,66,103,504,260,204,3,4,874,248,26,35,170,29,13,75,52,29,16,41,89,113,51,3,13
03093,26054,23772,2282,949,843,39,40,97,15,39,22,49,508,106,32,42,386,278,99,0,2,846,35,69,8,83,28,7,528,14,11,6,17,13,100,51,18,1
03094,19967,11164,8803,6938,5926,981,117,253,99,50,42,2064,276,1012,225,61,498,239,148,5,67,1143,293,32,35,140,78,34,288,20,27,20,40,50,217,70,33,7
03095,6647,5457,1190,534,412,71,21,74,6,2,7,53,117,122,34,50,254,22,207,0,13,360,39,16,19,111,10,15,52,8,3,28,29,11,42,22,3,0
03096,7494,6866,628,301,286,14,21,33,14,0,3,59,112,15,0,5,98,7,88,0,0,213,60,16,6,4,2,2,31,6,0,11,64,9,16,3,10,0
03097,2085,1151,934,835,806,108,10,38,6,2,2,552,11,29,5,1,45,14,21,1,1,43,11,0,0,1,1,0,11,0,1,0,0,0,9,2,1,2
03099,80359,51768,28591,22395,19297,1650,1189,495,171,325,87,11460,932,3098,1242,630,2318,722,1254,25,21,2974,250,474,101,641,76,67,935,32,42,56,104,67,886,376,72,18
03098,778,567,211,182,173,13,0,15,1,0,1,90,7,9,1,5,11,0,10,0,0,15,1,1,1,7,3,1,0,0,0,0,0,1,3,0,0,0
03100,985,561,424,381,371,19,5,31,0,2,0,232,8,10,6,0,23,15,6,1,0,17,8,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0
03101,7431,5652,1779,1247,1140,231,6,88,15,6,5,494,48,107,30,9,188,43,137,0,1,315,105,5,17,50,11,18,40,0,21,5,15,9,29,17,4,0
03102,10158,8389,1769,1334,1166,168,75,175,10,23,8,450,112,168,19,51,152,17,128,1,0,241,22,8,6,20,5,11,121,3,5,1,4,18,42,15,6,0
03103,328,301,27,14,14,0,0,0,0,0,1,4,8,0,0,0,4,1,0,0,2,9,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03104,34533,32935,1598,467,344,37,11,106,30,8,12,24,75,123,15,23,110,42,47,1,7,904,92,20,28,433,46,15,107,31,10,9,26,57,117,80,14,0
03902,21348,12938,8410,5554,4867,535,45,133,52,28,23,2772,722,687,116,153,1659,12,1630,2,0,1014,64,31,22,95,26,12,637,13,17,23,30,14,181,104,12,2
03105,7627,6588,1039,693,621,10,28,14,6,7,4,471,27,72,7,60,98,11,85,1,0,221,12,26,3,30,10,0,90,1,0,10,15,2,27,12,12,0
03106,725,649,76,72,71,4,0,4,0,0,2,35,11,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
03901,3246,1290,1956,1815,1553,761,6,101,15,18,9,403,30,262,35,3,42,19,16,0,0,77,13,6,3,19,1,3,4,1,7,1,6,2,21,6,1,1
03107,4549,3020,1529,1032,820,57,16,54,11,8,5,338,85,212,64,21,174,58,80,0,24,297,46,16,8,21,40,9,98,1,6,9,14,15,26,1,6,0
03060,113,110,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03109,4218,3618,600,190,167,5,9,50,2,6,16,24,43,23,1,13,278,9,269,0,0,130,10,3,5,28,13,1,65,0,2,1,0,1,1,1,0,1
03110,630,347,283,261,234,41,0,12,1,2,0,147,1,27,6,4,2,1,0,0,0,18,2,0,3,4,0,0,3,0,1,0,0,3,2,0,0,0
03111,7765,6711,1054,266,237,12,18,101,6,15,4,18,40,29,6,12,518,124,391,0,0,245,15,77,2,64,6,0,50,3,2,8,8,3,25,15,7,0
03112,1258,716,542,525,510,16,5,8,4,3,3,337,33,15,5,4,5,3,1,0,0,10,2,0,0,1,0,1,1,0,0,0,1,4,2,0,0,0
03113,17622,5204,12418,11330,9455,951,100,155,59,37,7,6127,46,1875,481,77,441,33,384,5,3,315,32,5,15,38,8,23,130,3,7,6,1,10,328,121,6,4
03114,2411,1888,523,436,423,10,2,10,3,14,0,275,3,13,4,1,9,4,2,0,0,72,2,4,0,7,1,1,43,4,0,0,7,0,5,1,2,1
03115,414,272,142,125,124,11,0,6,1,0,0,91,1,1,0,0,13,6,7,0,0,4,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0
03116,1569,1353,216,184,175,14,30,23,0,3,2,78,5,9,0,0,1,1,0,0,0,31,4,0,2,10,1,1,8,0,1,0,0,4,0,0,0,0
03118,7384,2932,4452,3877,3671,459,13,89,31,15,12,2560,52,206,53,34,320,85,217,5,1,138,23,2,10,13,16,4,30,3,5,6,4,7,116,48,3,1
03904,1915,1643,272,176,164,3,16,24,2,3,4,49,44,12,2,1,35,3,25,0,1,60,7,1,7,16,3,2,16,0,3,0,0,0,1,0,0,0
03120,6193,2993,3200,2887,2622,295,61,32,7,6,4,1861,28,265,78,64,154,31,94,3,9,120,23,5,4,8,1,9,45,1,1,0,2,12,39,20,3,0
03122,56715,51550,5165,1626,1214,144,75,370,92,39,26,82,207,412,114,85,875,271,458,14,20,2253,499,48,87,443,77,66,351,62,113,46,156,165,409,234,33,2
03117,649,413,236,219,196,60,1,12,2,1,0,95,3,23,1,0,1,0,0,0,0,16,4,3,0,1,1,0,4,0,0,1,1,0,0,0,0,0
03119,22897,19410,3487,1298,1020,116,44,289,67,32,9,106,131,278,68,79,374,123,216,2,4,1623,512,41,66,275,59,28,184,79,31,18,124,127,187,114,6,5
03121,31309,25152,6157,3736,3003,176,97,379,165,55,42,1237,190,733,269,126,580,200,250,1,87,1508,388,25,58,363,105,38,68,44,36,31,136,132,328,168,29,5
03123,9700,9014,686,454,408,20,26,55,16,1,4,244,17,46,8,28,27,2,18,2,0,183,27,18,4,57,1,0,44,5,1,2,3,16,22,13,2,0
03124,584,508,76,65,61,14,0,8,2,0,0,27,0,4,1,0,7,2,3,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
03125,577,413,164,113,113,28,3,7,1,0,1,44,2,0,0,0,29,1,28,0,0,21,10,0,0,8,0,0,1,0,0,1,1,0,1,0,0,0
03127,636,404,232,197,193,28,0,17,3,2,0,70,7,4,1,0,14,11,1,0,0,20,1,0,0,3,0,0,8,0,1,0,0,2,1,0,0,0
03128,10654,4858,5796,4541,4218,754,291,164,49,39,10,1902,202,323,101,24,354,31,298,1,6,724,127,67,13,311,15,6,57,2,9,25,27,23,173,83,12,4
03129,1634,1384,250,195,190,27,0,6,1,3,0,94,20,5,1,2,7,2,3,0,0,44,20,0,2,5,2,0,2,0,0,1,6,1,4,0,0,0
03130,53,46,7,6,6,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,323,201,122,111,109,13,0,1,0,0,0,81,0,2,0,0,8,1,5,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03132,727,583,144,122,112,28,0,7,1,0,0,24,16,10,1,1,3,0,2,0,0,16,1,0,1,3,2,0,3,4,0,0,0,1,2,0,0,1
03133,84213,46544,37669,22594,13713,1179,1565,657,308,379,214,4251,1533,8881,4916,2359,4886,912,3189,137,379,8028,1180,59,543,2280,539,598,1152,107,172,202,620,289,2137,753,212,24
03134,171,156,15,13,9,0,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03136,582,463,119,93,93,9,1,13,0,0,1,39,25,0,0,0,5,2,2,0,0,18,2,2,0,6,0,0,4,0,0,0,0,1,3,0,0,0
03137,801,691,110,81,75,13,0,5,0,0,1,39,7,6,1,2,13,9,1,1,0,15,5,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0
03135,243,213,30,20,19,2,0,11,1,0,0,3,0,1,0,0,7,5,1,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
03138,4515,3639,876,564,500,129,16,68,5,8,2,65,136,64,20,15,137,18,109,1,8,122,16,7,6,23,6,2,36,2,2,3,8,4,53,36,5,0
03139,33580,26475,7105,4045,2915,162,274,263,104,78,51,496,905,1130,577,274,1308,284,981,14,9,1527,332,35,67,325,120,38,310,13,35,24,68,103,222,73,58,3
03140,34163,31428,2735,805,703,31,222,103,12,9,12,114,173,102,14,23,653,25,587,2,3,1140,40,9,19,373,26,6,484,22,22,24,5,74,137,63,43,0
03081,2648,1683,965,753,731,75,11,37,9,1,0,451,10,22,2,2,102,9,90,0,0,98,44,13,1,11,2,9,4,1,3,0,0,3,12,9,0,0
