codine,Total Población,Nacidos en España,Nacidos en el Extranjero,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total África,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Total Oceanía
03036,101,98,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03037,501,396,105,79,63,4,0,11,1,0,0,23,0,16,12,1,3,2,1,0,0,23,2,1,0,0,1,0,15,0,0,2,2,0,0,0,0,0
03038,433,390,43,34,31,1,0,4,0,2,0,21,0,3,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
03039,111,92,19,17,17,1,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
03040,416,290,126,111,108,11,0,10,0,0,0,69,1,3,0,0,4,2,0,0,0,10,5,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0
03041,11598,7024,4574,3705,3395,894,35,148,50,40,7,1167,346,310,55,52,294,46,230,2,3,499,86,47,13,171,15,23,54,1,27,5,6,12,65,32,5,11
03042,4690,1620,3070,2750,2475,382,12,58,16,12,3,1553,72,275,145,23,72,9,54,0,1,181,16,5,5,39,1,2,43,0,4,4,16,13,63,34,1,4
03043,3657,3501,156,85,76,3,13,13,1,0,2,25,7,9,0,0,21,1,18,1,0,31,4,0,3,3,1,1,16,0,0,1,1,0,19,8,10,0
03044,6714,5488,1226,617,501,11,91,50,4,17,6,234,46,116,44,51,314,83,226,1,4,265,7,17,4,97,7,2,100,0,1,8,14,4,30,15,4,0
03045,426,255,171,151,146,10,5,5,1,2,0,87,3,5,2,0,9,6,3,0,0,9,3,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0
03046,3075,1927,1148,1048,990,123,2,79,10,14,0,539,19,58,10,3,25,8,11,0,2,62,20,0,1,10,9,1,0,0,1,0,5,4,11,2,0,2
03049,18200,15024,3176,899,690,18,47,421,8,6,8,88,57,209,18,134,1730,41,1674,6,0,520,21,49,18,56,7,1,312,19,4,3,21,1,27,13,10,0
03048,7133,5456,1677,618,569,27,40,37,2,9,4,116,271,49,14,7,137,69,66,0,0,905,71,208,3,32,4,10,552,2,4,2,5,2,15,7,3,2
03047,21540,10984,10556,8052,7045,1156,182,405,130,153,41,2008,1370,1007,517,141,972,126,612,3,199,1179,290,42,33,477,83,8,52,8,28,26,66,29,350,172,30,3
03050,27356,21395,5961,3509,3057,234,42,676,146,47,44,805,358,452,205,56,668,329,281,1,5,1582,580,29,64,233,78,32,90,48,43,39,120,115,194,85,10,8
03051,445,411,34,25,25,1,17,2,0,0,0,3,0,0,0,0,3,0,2,0,0,6,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
03052,1229,1175,54,31,19,2,5,4,0,1,0,3,4,12,0,11,11,0,10,1,0,12,4,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0
03053,9994,8536,1458,873,827,13,11,68,18,5,4,607,15,46,8,19,204,37,162,0,1,319,73,13,15,13,6,20,120,4,3,1,15,13,62,29,24,0
03054,431,369,62,50,49,0,0,4,0,0,0,39,0,1,1,0,8,5,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03075,224,171,53,47,44,4,0,2,1,0,0,17,7,3,3,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
03055,8690,6576,2114,1456,1396,55,14,107,15,3,4,884,50,60,6,14,463,23,434,0,1,160,23,8,10,24,6,8,55,2,1,1,10,12,31,19,1,4
03056,11406,10335,1071,328,304,12,21,45,7,9,7,133,56,24,5,4,534,14,505,2,2,167,31,7,8,23,15,3,32,1,13,7,3,3,41,30,7,1
03057,208,187,21,10,8,1,0,3,1,0,0,3,0,2,0,0,4,0,4,0,0,7,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
03058,7229,5978,1251,399,337,6,24,186,0,3,1,36,60,62,2,57,535,8,525,0,1,310,9,3,4,20,1,0,232,3,0,3,24,4,7,6,0,0
03059,28465,25397,3068,866,794,78,3,212,22,5,13,316,29,72,19,0,1616,81,1507,3,1,495,54,28,26,209,9,3,97,17,5,16,4,3,91,72,10,0
03061,1732,1276,456,352,324,7,1,10,2,1,0,261,3,28,1,4,85,5,78,0,0,14,1,0,0,8,4,0,0,0,0,0,1,0,5,2,0,0
03062,668,237,431,412,398,15,0,4,2,2,5,279,0,14,0,1,0,0,0,0,0,12,1,0,0,2,3,1,0,0,0,4,0,0,6,1,1,1
03063,41553,30236,11317,6456,5058,1270,410,585,162,70,53,939,860,1398,457,402,790,135,550,17,21,3612,658,72,94,942,208,82,841,34,48,44,256,167,451,162,49,8
03064,7246,6180,1066,513,478,20,6,52,3,1,1,287,31,35,11,7,429,8,419,0,1,117,10,1,11,19,7,33,21,0,1,3,2,1,6,2,0,1
03065,227312,201082,26230,8706,7322,498,353,1376,284,94,130,578,3382,1384,384,224,6606,1261,3898,220,322,8868,1227,224,293,2420,405,176,1925,786,212,138,416,296,2042,1739,102,8
03066,53248,49317,3931,1118,858,53,15,179,42,46,26,43,378,260,51,120,578,172,342,5,20,2055,191,61,36,1023,64,22,367,34,50,37,23,67,178,100,44,2
03067,103,98,5,4,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03068,52,41,11,10,10,0,0,0,0,0,0,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03069,6239,3569,2670,2054,1655,80,58,135,44,21,33,664,201,399,226,55,142,46,88,1,0,382,114,3,24,60,39,12,32,2,14,10,26,31,88,36,9,4
03077,2583,1594,989,946,924,67,12,19,8,1,1,524,8,22,1,1,9,1,6,0,0,23,4,0,1,2,0,4,4,1,0,0,1,0,10,0,0,1
03070,4206,2528,1678,1258,1191,33,68,50,8,19,11,809,39,67,23,16,267,25,231,0,0,132,10,8,9,15,1,1,77,0,1,1,7,2,20,11,2,1
03072,457,405,52,44,43,4,0,1,0,0,0,29,1,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
03071,5885,4648,1237,658,599,41,10,29,8,7,0,361,37,59,39,9,256,4,242,1,0,303,142,1,1,86,2,2,31,0,1,1,18,8,20,8,2,0
03073,275,263,12,8,8,1,2,0,0,0,0,3,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03074,2425,2003,422,153,136,0,8,85,1,1,1,3,22,17,2,12,164,2,162,0,0,105,3,8,2,7,1,4,65,5,0,1,8,0,0,0,0,0
03076,15589,10087,5502,4357,3192,349,339,99,55,37,29,1451,213,1165,574,295,385,41,299,1,26,568,218,11,41,73,31,29,39,14,6,19,31,17,191,124,14,1
03078,1160,570,590,571,561,28,0,11,4,2,0,435,2,10,1,0,3,0,2,1,0,10,0,1,0,0,0,0,7,0,0,0,0,2,4,1,0,2
03079,23321,21485,1836,713,681,37,31,92,15,3,10,15,463,32,8,12,107,36,63,0,1,910,117,76,16,61,18,7,511,23,8,7,20,11,106,31,69,0
03080,1930,1584,346,275,258,6,2,14,2,19,0,169,9,17,5,11,45,3,42,0,0,25,2,5,1,4,2,0,8,0,0,0,3,0,1,0,0,0
03082,27681,14485,13196,9478,8623,1126,122,412,148,88,32,5090,233,855,250,96,927,49,796,1,3,2283,295,24,42,910,59,34,367,10,20,18,164,194,487,109,180,21
03083,7205,6619,586,265,238,26,7,32,5,2,0,80,32,27,3,9,130,20,109,0,0,183,39,15,5,15,5,6,74,0,8,2,7,4,8,3,4,0
03085,1099,320,779,758,748,111,1,14,0,0,0,499,13,10,1,0,8,2,3,0,0,9,2,1,0,0,0,1,0,1,1,0,0,0,4,0,0,0
03084,650,601,49,40,40,1,0,13,0,0,0,21,1,0,0,0,1,1,0,0,0,6,0,0,1,0,0,0,4,0,0,0,0,0,1,0,1,1
03086,224,169,55,54,52,0,0,1,0,0,0,43,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,7603,6622,981,399,369,13,4,38,10,8,1,158,99,30,13,1,215,158,54,0,2,347,25,89,8,21,6,1,137,8,5,6,7,16,20,6,7,0
03089,12381,11429,952,482,444,28,9,38,13,73,1,214,22,38,3,9,34,12,16,0,0,397,26,78,4,42,18,2,181,3,13,1,0,11,39,14,17,0
03903,4921,3043,1878,1668,1517,69,122,26,12,16,2,1048,47,151,42,62,65,11,49,2,0,95,10,0,3,32,5,3,5,0,6,3,5,12,48,14,1,2
03091,516,277,239,218,214,7,19,1,2,0,0,165,0,4,0,0,4,4,0,0,0,16,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0
03092,9167,8283,884,295,278,13,54,40,2,3,7,108,22,17,5,3,413,11,377,0,12,145,19,2,11,17,28,5,16,8,12,0,2,10,31,14,6,0
03090,24256,20806,3450,1945,1684,185,36,377,95,33,27,411,123,261,51,107,513,246,222,3,4,876,250,26,37,159,30,12,84,52,27,21,39,85,106,44,0,10
03093,26146,23838,2308,967,848,44,34,95,14,48,25,49,505,119,34,55,377,266,102,0,2,867,39,71,6,82,27,7,545,12,15,5,18,12,96,48,18,1
03094,20039,11078,8961,7047,6048,1000,117,256,98,44,42,2119,278,999,227,53,519,244,156,1,74,1176,291,32,43,148,93,40,293,17,27,20,48,41,213,59,37,6
03095,6617,5447,1170,530,414,72,22,75,5,2,7,64,103,116,29,53,250,22,200,0,16,346,41,16,18,118,8,13,49,6,2,27,21,10,44,24,3,0
03096,7548,6890,658,326,311,16,24,34,13,1,2,68,121,15,0,5,95,7,85,0,0,224,66,16,7,5,1,4,38,4,0,10,60,9,13,3,8,0
03097,2210,1141,1069,980,941,118,17,35,6,2,1,657,15,39,5,2,37,15,15,1,0,41,8,1,0,1,1,0,11,0,1,0,0,0,9,3,1,2
03099,82675,51871,30804,24649,21503,1850,1344,471,184,344,102,13067,982,3146,1227,601,2244,726,1209,26,18,3029,262,477,92,632,80,65,984,29,50,54,95,72,866,369,88,16
03098,850,561,289,264,258,28,0,21,2,0,0,131,9,6,2,1,8,1,6,0,0,12,0,1,1,6,2,1,1,0,0,0,0,0,5,1,0,0
03100,997,581,416,376,371,20,7,33,0,0,0,228,16,5,1,1,24,14,8,1,0,13,7,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0
03101,7337,5579,1758,1238,1138,241,2,84,16,5,5,501,47,100,30,8,186,40,137,1,0,306,102,4,18,55,7,12,40,0,21,3,14,8,28,17,4,0
03102,10331,8483,1848,1412,1242,171,79,175,12,27,12,487,125,170,22,48,154,16,129,1,0,234,22,7,5,17,5,12,124,0,3,1,6,17,48,18,3,0
03103,353,314,39,27,27,0,2,0,0,0,2,2,19,0,0,0,2,0,0,0,2,9,0,4,0,0,0,0,2,2,0,0,0,0,1,0,1,0
03104,34586,32943,1643,478,361,39,7,118,30,9,13,23,84,117,15,19,118,48,48,2,8,928,95,17,24,443,46,15,107,38,13,10,28,62,119,73,17,0
03902,21629,12785,8844,5993,5327,638,49,133,52,35,27,3116,691,666,112,145,1616,13,1588,2,1,1062,61,35,17,107,26,11,686,10,18,19,32,15,171,100,13,2
03105,7695,6597,1098,741,663,9,26,13,6,8,4,516,29,78,7,65,102,15,84,0,0,227,13,21,2,31,9,0,103,1,0,7,16,2,28,13,12,0
03106,753,666,87,81,80,4,0,3,0,0,2,42,13,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
03901,3303,1264,2039,1905,1640,827,7,104,18,17,9,430,22,265,30,4,45,22,16,0,0,71,13,4,1,17,2,3,3,1,5,0,7,2,17,4,1,1
03107,4369,2901,1468,1009,821,54,18,45,16,8,7,382,92,188,56,23,166,63,66,1,25,276,49,10,9,19,45,7,90,1,3,10,14,7,16,1,0,1
03060,111,108,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03109,4167,3561,606,194,172,5,10,49,2,6,18,24,46,22,2,13,284,9,274,0,0,123,4,3,5,29,9,1,66,0,2,1,0,1,5,5,0,0
03110,635,341,294,270,249,41,0,12,1,0,0,164,0,21,2,1,2,1,0,0,0,20,2,0,3,3,0,2,3,0,2,0,0,3,2,0,0,0
03111,7706,6658,1048,257,222,12,15,103,3,12,4,14,35,35,5,12,508,127,378,1,0,264,13,79,5,66,7,1,52,5,2,11,11,4,19,8,7,0
03112,1279,741,538,519,513,13,6,9,4,4,3,350,31,6,0,0,7,3,1,0,0,10,1,0,0,1,0,1,0,0,0,0,1,5,2,0,0,0
03113,18127,5190,12937,11899,9995,1135,118,144,69,36,9,6494,37,1904,494,70,395,33,339,3,3,321,32,7,18,42,7,22,128,3,6,6,2,12,319,130,5,3
03114,2431,1903,528,438,427,10,2,13,4,16,0,267,4,11,4,1,11,7,1,0,0,73,2,3,0,8,1,0,46,3,0,0,7,0,5,1,2,1
03115,410,274,136,119,118,11,0,6,1,0,0,87,0,1,0,0,13,6,7,0,0,4,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
03116,1597,1361,236,200,191,20,31,23,0,3,1,86,7,9,0,0,1,1,0,0,0,35,4,0,2,13,1,1,7,0,2,0,0,4,0,0,0,0
03118,9021,2941,6080,5481,5220,738,18,101,33,20,17,3664,81,261,55,36,328,88,215,2,1,149,29,2,11,11,15,5,36,3,7,6,3,3,122,48,5,0
03904,1874,1646,228,148,137,2,18,19,3,3,4,47,26,11,2,1,30,1,19,0,1,49,7,3,2,14,3,2,12,0,3,0,0,0,1,0,0,0
03120,6773,2974,3799,3471,3200,415,77,45,13,11,4,2260,33,271,72,52,149,35,89,3,5,127,22,5,5,10,0,8,54,1,0,0,1,12,51,25,2,1
03122,56302,51217,5085,1611,1199,142,76,358,84,37,30,85,212,412,114,82,843,268,441,12,20,2250,524,48,77,426,66,76,337,71,109,47,146,161,377,210,31,4
03117,674,426,248,227,203,60,2,9,0,1,0,105,3,24,1,0,1,0,0,0,0,20,6,2,0,5,0,0,6,0,0,0,0,0,0,0,0,0
03119,22825,19314,3511,1358,1087,119,46,303,78,42,16,121,145,271,63,79,378,125,217,2,2,1632,519,41,69,270,63,29,195,71,38,19,124,126,139,72,5,4
03121,31657,25029,6628,4236,3486,210,105,383,156,64,53,1565,211,750,255,110,596,210,246,3,94,1512,403,20,60,371,106,42,78,37,37,30,125,121,278,139,27,6
03123,9696,9009,687,461,421,18,31,58,14,1,7,247,16,40,8,24,29,5,18,2,0,172,27,15,4,54,2,0,45,3,2,2,3,10,25,14,3,0
03124,588,509,79,70,66,18,0,8,2,0,0,28,0,4,1,0,6,2,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
03125,610,424,186,129,129,34,2,9,1,0,1,53,4,0,0,0,35,2,32,1,0,19,6,0,1,8,0,0,2,0,0,1,1,0,3,0,0,0
03127,661,405,256,224,219,28,0,18,3,2,0,82,7,5,1,0,13,12,0,0,0,18,1,0,0,3,0,0,8,0,1,0,0,0,1,0,0,0
03128,11460,4896,6564,5342,4997,939,307,177,46,44,10,2338,212,345,95,11,324,30,270,1,6,715,130,66,15,304,13,7,55,3,7,22,27,22,178,89,9,5
03129,1656,1384,272,215,210,34,0,5,1,3,0,101,25,5,1,1,7,2,3,0,0,45,19,0,2,7,2,0,2,0,0,1,5,2,5,0,0,0
03130,52,49,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,312,197,115,109,108,13,0,1,0,0,0,79,0,1,0,0,4,1,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03132,746,603,143,125,114,28,0,6,1,0,0,23,16,11,1,1,3,0,2,0,0,12,1,0,1,2,2,0,3,2,0,0,0,0,2,0,0,1
03133,88447,46869,41578,26206,17280,1581,1950,692,372,436,287,5791,1775,8926,4992,2072,4700,943,3001,123,359,8236,1228,59,559,2324,517,642,1208,104,181,185,641,288,2413,756,286,23
03134,169,151,18,16,11,0,0,5,0,0,0,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03136,609,487,122,95,94,9,1,14,0,0,1,41,24,1,0,0,4,2,2,0,0,20,2,3,0,6,0,0,5,0,1,0,0,0,3,0,0,0
03137,826,702,124,97,92,19,0,6,1,0,1,45,10,5,1,0,15,9,3,1,0,12,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
03135,249,220,29,20,20,2,0,11,1,0,0,3,0,0,0,0,6,4,1,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
03138,4627,3663,964,661,596,169,13,73,6,13,6,76,175,65,23,19,126,17,100,0,8,126,18,10,6,22,8,0,36,1,2,2,9,5,51,38,4,0
03139,33878,26418,7460,4363,3280,178,289,287,107,92,56,600,1032,1083,554,217,1372,336,991,11,9,1500,351,39,59,313,110,38,318,14,31,17,71,80,220,74,59,5
03140,34361,31548,2813,877,770,29,247,107,11,15,11,131,190,107,18,23,644,30,571,2,2,1179,41,9,18,403,24,5,499,21,21,24,4,77,113,62,31,0
03081,2675,1660,1015,796,766,83,11,38,7,1,0,498,8,30,2,4,113,9,101,0,0,98,45,13,1,12,3,8,3,0,2,0,0,4,7,3,0,1
