codine,Total Población,Nacidos en España,Nacidos en el Extranjero,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total África,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Total Oceanía
03013,1457,1353,104,45,44,4,0,6,1,3,0,13,13,1,1,0,44,13,31,0,0,13,0,0,0,1,4,0,5,0,0,0,0,1,2,0,1,0
03014,332067,271259,60808,17631,13212,1144,1026,2877,912,585,393,873,3366,4419,1746,1169,14408,6496,5244,503,747,25731,5774,1108,752,6126,1191,443,4405,968,780,750,1076,1280,2988,1350,472,50
03015,19992,15811,4181,1759,1405,70,47,130,19,21,22,772,142,354,105,160,1886,82,1785,3,1,463,56,15,28,166,18,23,76,2,2,11,29,22,73,45,12,0
03016,112,98,14,13,13,0,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
03017,527,469,58,24,24,1,13,2,0,0,0,7,1,0,0,0,27,0,26,0,0,7,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0
03018,22518,14287,8231,5980,4739,514,247,294,84,75,23,917,1001,1241,626,115,504,129,298,0,20,1480,417,64,44,147,94,44,317,14,27,43,104,50,254,73,38,13
03019,20248,18637,1611,801,690,29,9,102,26,9,3,229,157,111,25,56,172,52,111,0,0,572,82,18,11,96,8,15,256,10,7,9,12,11,65,34,13,1
03020,139,111,28,27,26,2,3,2,0,0,0,18,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03021,7174,6822,352,61,55,2,17,12,0,0,0,15,8,6,0,0,69,2,60,0,4,123,6,1,2,28,9,0,60,4,2,2,3,5,99,8,88,0
03022,158,144,14,5,5,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
03023,1738,1634,104,62,60,2,35,5,1,1,1,8,7,2,0,0,8,3,3,1,0,34,1,7,0,1,2,0,21,0,0,0,2,0,0,0,0,0
03024,5394,4711,683,441,407,5,87,63,6,17,8,110,86,34,1,27,176,3,161,0,2,56,5,5,4,18,1,1,16,2,1,0,1,1,10,8,0,0
03025,1910,1525,385,316,295,72,3,38,4,18,0,112,9,21,5,10,16,0,16,0,0,49,12,0,0,16,4,0,11,0,2,0,2,2,3,0,0,1
03026,1859,1392,467,321,294,79,6,32,7,3,2,108,15,27,0,6,28,7,19,0,1,116,24,5,4,47,4,5,9,0,2,0,6,4,2,0,0,0
03027,208,149,59,54,54,3,0,1,0,1,0,18,29,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
03028,1254,1157,97,65,65,2,15,10,0,0,0,11,23,0,0,0,14,0,8,1,3,18,2,0,1,0,2,0,3,1,3,0,0,0,0,0,0,0
03030,1189,648,541,484,466,84,1,20,7,2,0,290,8,18,0,0,29,3,25,0,0,28,9,3,1,1,0,7,1,0,4,0,0,0,0,0,0,0
03031,69010,46385,22625,11915,10306,354,892,530,374,196,149,3188,2948,1609,744,416,2212,914,1147,45,9,5507,1040,143,178,1107,554,204,1217,79,155,189,261,182,2976,852,1438,15
03032,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03033,168,129,39,32,29,6,0,4,0,0,0,13,1,3,0,0,2,2,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
03029,508,243,265,233,231,7,0,5,0,0,0,199,13,2,1,0,4,4,0,0,0,28,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03034,3791,1703,2088,1932,1819,178,27,61,7,3,0,1078,12,113,22,1,60,7,52,0,0,51,3,0,0,5,0,0,27,0,0,6,0,2,43,30,0,2
03035,789,735,54,45,42,3,0,5,0,0,0,25,6,3,0,2,2,1,1,0,0,7,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
03036,104,101,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03037,499,392,107,78,62,4,0,9,1,0,0,24,0,16,12,1,5,2,1,0,0,24,2,2,0,0,1,0,15,0,0,2,2,0,0,0,0,0
03038,431,383,48,38,35,0,0,4,0,2,0,26,0,3,0,0,2,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
03039,113,94,19,17,17,1,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
03040,419,283,136,119,115,13,0,12,0,0,0,75,0,4,0,0,5,4,0,0,0,11,6,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0
03041,11572,7014,4558,3689,3386,902,36,151,44,37,5,1184,354,303,51,50,314,44,254,2,3,483,77,63,14,164,15,16,51,2,29,6,6,10,63,34,4,9
03042,4659,1627,3032,2738,2472,403,13,54,19,13,3,1557,61,266,136,21,72,7,57,0,0,171,15,3,4,42,1,2,45,0,3,4,15,10,47,21,2,4
03043,3670,3512,158,86,77,3,13,14,1,0,2,27,3,9,0,0,22,1,20,0,0,30,3,0,3,4,1,2,14,0,0,1,1,0,20,7,12,0
03044,6762,5533,1229,635,517,9,101,52,5,17,8,249,35,118,46,53,309,76,231,1,1,263,9,11,3,99,2,2,110,0,0,7,14,3,22,11,3,0
03045,421,238,183,159,150,11,7,7,1,2,0,92,3,9,4,0,10,6,4,0,0,13,3,0,0,3,1,0,0,0,1,0,0,1,1,0,0,0
03046,3138,1930,1208,1108,1050,128,2,76,12,11,2,589,19,58,13,2,25,9,10,0,1,56,24,0,1,8,9,1,0,0,1,1,4,1,17,3,0,2
03049,18079,15030,3049,871,675,16,46,426,8,6,6,86,50,196,22,120,1627,42,1572,6,0,529,17,53,17,57,7,1,321,15,4,2,24,1,22,13,6,0
03048,7370,5466,1904,837,785,38,51,45,3,6,3,157,396,52,17,6,128,65,62,0,0,915,68,209,3,36,4,9,564,1,1,2,4,4,21,8,6,3
03047,22437,11050,11387,8804,7806,1357,194,389,137,172,40,2245,1541,998,466,141,1015,137,631,4,208,1213,307,46,38,483,76,10,53,3,27,23,71,34,351,182,26,4
03050,27081,21290,5791,3435,3024,226,36,671,150,51,44,803,354,411,186,47,624,287,284,1,6,1533,578,27,61,235,80,26,93,48,40,39,108,94,187,87,12,12
03051,437,402,35,26,26,0,19,2,0,0,0,3,0,0,0,0,3,0,2,0,0,6,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
03052,1242,1185,57,33,20,2,6,3,0,4,0,1,4,13,0,11,11,0,11,0,0,13,5,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0
03053,10143,8548,1595,1011,960,18,12,64,17,6,3,729,16,51,8,23,211,41,165,0,1,330,74,10,15,12,3,19,133,2,2,1,16,13,43,26,12,0
03054,442,378,64,52,50,0,0,4,0,0,0,41,0,2,2,0,7,5,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03075,226,174,52,47,44,4,1,2,1,0,0,15,7,3,3,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
03055,8663,6554,2109,1426,1366,64,15,98,13,4,6,870,46,60,5,15,481,19,460,0,0,169,20,11,12,29,5,6,57,3,3,1,11,10,33,20,2,0
03056,11519,10433,1086,379,353,13,23,45,5,12,7,169,58,26,5,4,494,21,459,2,0,171,33,8,9,25,16,3,31,1,15,4,3,3,41,29,9,1
03057,232,208,24,13,11,1,0,4,1,0,0,1,1,2,0,0,4,0,4,0,0,7,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03058,7188,5915,1273,389,325,6,25,180,0,2,1,36,54,64,0,59,555,7,546,0,1,323,9,6,5,18,1,0,244,2,0,0,26,4,6,5,0,0
03059,28328,25283,3045,876,793,80,6,202,22,3,12,319,37,83,18,1,1578,71,1482,3,1,500,53,32,30,201,9,3,96,28,4,12,5,4,91,76,8,0
03061,1765,1278,487,380,352,9,0,13,0,1,0,286,3,28,1,3,86,5,79,0,0,16,0,0,0,9,4,0,1,0,1,0,0,1,5,2,0,0
03062,681,241,440,423,409,16,0,5,2,2,5,297,0,14,0,1,0,0,0,0,0,14,1,0,0,4,3,1,0,0,0,4,0,0,2,0,2,1
03063,41672,30168,11504,6642,5331,1376,425,583,164,77,65,1004,925,1311,364,371,800,140,560,18,17,3639,660,72,99,973,193,86,871,33,47,51,246,160,413,147,56,10
03064,7237,6222,1015,480,443,20,6,48,2,1,1,268,31,37,15,7,411,7,401,0,2,112,9,0,9,17,6,33,24,0,1,2,2,1,11,3,4,1
03065,228647,200421,28226,10692,9302,615,477,1465,345,144,188,1008,4245,1390,374,222,6403,1151,3797,229,322,9150,1334,223,286,2466,370,179,2016,832,218,140,463,282,1973,1668,107,8
03066,53540,49496,4044,1190,944,49,23,190,46,63,29,49,415,246,45,113,572,170,348,7,20,2108,190,65,37,1062,70,21,367,39,49,31,22,62,172,100,30,2
03067,104,98,6,5,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03068,52,43,9,8,8,0,0,0,0,0,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03069,6265,3468,2797,2188,1811,92,73,140,44,20,32,750,208,377,217,47,135,45,83,1,0,395,110,1,29,66,36,25,27,4,17,10,26,24,75,29,7,4
03077,2632,1596,1036,995,979,75,12,15,6,2,1,567,10,16,2,1,11,2,7,0,0,17,3,0,0,2,0,3,1,0,0,0,1,0,10,0,0,3
03070,4211,2534,1677,1227,1165,34,73,46,7,13,13,786,49,62,19,14,278,26,243,0,0,146,10,7,7,17,1,3,83,0,1,0,7,6,25,8,6,1
03072,449,389,60,56,55,2,0,0,0,0,0,44,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03071,5985,4686,1299,679,630,43,11,28,6,8,0,397,46,49,36,4,283,4,272,1,0,308,143,0,3,88,2,4,34,0,1,2,16,9,29,11,8,0
03073,274,256,18,15,15,1,4,0,0,0,0,7,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03074,2417,1999,418,151,133,1,8,85,1,1,1,4,23,18,1,13,148,0,148,0,0,119,3,9,1,7,1,4,70,5,0,5,13,0,0,0,0,0
03076,15599,10061,5538,4390,3276,359,353,97,55,39,40,1518,213,1114,552,256,391,38,310,1,20,576,214,13,49,70,30,25,40,18,5,21,32,17,181,116,14,0
03078,1095,574,521,506,497,24,1,10,4,1,0,392,1,9,0,0,4,0,3,1,0,7,0,1,0,0,0,0,4,0,0,0,0,2,4,1,0,0
03079,23456,21545,1911,709,679,38,26,89,13,2,11,15,471,30,8,10,107,36,60,1,4,973,126,75,15,65,15,7,565,24,5,7,20,12,122,30,79,0
03080,1947,1581,366,301,283,6,1,14,2,19,0,189,14,18,5,12,45,3,41,0,0,18,0,4,1,3,2,0,4,0,0,0,3,0,2,0,0,0
03082,29067,14415,14652,10848,9972,1425,144,433,162,97,26,5926,246,876,202,93,935,53,796,2,2,2320,292,22,49,914,60,37,387,9,25,19,178,198,524,116,201,25
03083,7226,6605,621,292,264,30,8,32,7,3,1,92,36,28,2,9,132,18,111,3,0,191,42,18,7,15,6,6,75,0,9,0,5,4,6,4,1,0
03085,1080,316,764,742,732,117,1,13,0,0,0,489,11,10,1,0,10,2,5,0,0,7,1,2,0,0,0,1,0,0,1,0,0,0,5,0,0,0
03084,676,623,53,47,47,2,0,13,0,0,0,26,2,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
03086,210,155,55,54,52,0,0,1,0,0,0,43,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,7658,6602,1056,449,421,12,7,40,7,10,2,195,106,28,10,1,214,161,52,0,0,369,21,113,9,23,5,1,143,2,7,4,9,15,24,7,8,0
03089,12460,11503,957,482,442,28,6,38,13,76,2,215,17,40,5,8,41,13,20,0,0,401,29,86,4,41,18,2,183,2,12,1,0,11,33,14,12,0
03903,4966,3058,1908,1715,1585,64,150,26,17,17,2,1086,44,130,32,55,62,11,45,2,0,86,10,0,2,32,6,3,2,0,6,3,5,7,43,15,2,2
03091,509,272,237,216,212,6,19,1,2,0,0,164,0,4,0,0,4,4,0,0,0,16,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0
03092,9114,8301,813,285,268,13,48,38,2,5,6,109,20,17,4,4,354,10,324,0,10,142,19,3,9,17,20,3,23,8,13,0,2,8,32,13,11,0
03090,24232,20756,3476,2031,1762,199,46,375,94,34,29,452,131,269,46,112,484,234,215,2,6,857,235,25,39,153,29,17,84,56,25,22,44,79,95,34,1,9
03093,26292,23916,2376,994,870,49,34,99,15,55,27,58,497,124,27,67,397,288,102,0,1,894,41,73,8,85,28,3,562,13,18,5,22,10,90,48,16,1
03094,20029,11059,8970,7152,6150,1052,110,254,92,47,46,2195,280,1002,224,58,491,221,150,1,78,1138,286,37,36,117,90,40,300,19,29,19,45,41,182,54,21,7
03095,6632,5411,1221,559,442,71,23,79,5,2,7,61,127,117,34,49,269,23,219,0,17,358,42,22,13,119,7,15,51,6,3,27,26,9,35,12,3,0
03096,7565,6884,681,356,341,24,33,33,10,1,5,73,128,15,2,4,93,7,84,0,0,214,67,13,6,4,1,4,39,4,0,9,57,7,17,3,12,1
03097,2216,1130,1086,991,951,106,14,33,5,3,1,684,15,40,3,2,42,17,9,1,0,37,7,1,0,1,1,0,11,0,0,0,0,0,14,6,1,2
03099,83417,51996,31421,25275,22239,1905,1467,471,194,344,95,13524,1049,3036,1135,561,2203,729,1166,32,21,3082,253,480,104,665,83,54,999,30,48,51,97,81,847,389,69,14
03098,875,568,307,274,270,42,0,15,3,1,0,137,7,4,1,0,11,1,7,0,0,17,0,1,1,6,0,3,1,0,0,0,4,0,5,1,0,0
03100,1020,588,432,392,387,20,7,35,0,0,0,245,17,5,1,1,24,14,8,1,0,14,9,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
03101,7438,5572,1866,1313,1214,265,1,88,17,3,5,544,52,99,24,9,184,36,137,1,1,339,120,5,10,56,8,13,50,0,22,2,17,11,30,17,6,0
03102,10144,8445,1699,1263,1119,130,88,165,10,30,11,443,132,144,12,49,149,17,129,0,0,236,21,6,5,19,4,12,126,0,3,1,6,16,51,17,0,0
03103,324,302,22,12,12,0,2,0,0,0,2,4,1,0,0,0,1,0,1,0,0,8,0,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0
03104,34754,33019,1735,518,393,42,10,120,32,9,17,27,97,125,15,21,125,50,52,3,5,972,99,12,25,461,50,17,119,39,18,6,29,72,120,73,21,0
03902,21588,12644,8944,6130,5503,683,57,130,51,30,26,3264,673,627,106,131,1580,12,1555,2,1,1062,56,32,17,98,27,13,709,8,16,19,31,11,170,101,11,2
03105,7663,6585,1078,713,640,7,30,13,7,10,4,485,34,73,4,67,104,23,77,0,0,233,14,19,2,34,11,0,104,3,0,6,15,3,28,13,14,0
03106,778,679,99,91,90,5,1,3,0,0,2,50,15,1,0,0,2,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
03901,3350,1266,2084,1945,1677,857,9,97,18,20,8,436,22,268,25,4,48,18,21,0,1,69,14,3,1,18,2,3,3,0,5,0,7,1,21,5,0,1
03107,4313,2852,1461,1000,834,52,16,45,16,8,6,408,95,166,56,11,161,63,63,0,26,279,50,11,9,15,42,8,93,1,2,11,12,10,19,1,0,2
03060,115,111,4,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03109,4138,3540,598,192,169,5,10,50,2,6,18,26,40,23,3,13,283,10,272,0,0,117,5,3,5,25,10,1,65,0,2,0,0,1,6,5,0,0
03110,659,343,316,289,266,51,0,13,1,0,0,175,0,23,2,1,2,0,1,0,0,22,2,0,3,3,0,3,4,0,2,0,0,3,3,1,0,0
03111,7623,6550,1073,316,281,16,22,113,5,27,5,23,41,35,4,13,489,128,357,1,0,250,11,80,7,70,5,1,43,3,1,11,7,3,18,6,10,0
03112,1258,755,503,484,481,13,6,9,3,4,3,327,33,3,1,0,6,3,1,0,0,10,1,0,1,1,0,1,0,0,0,0,1,5,3,1,0,0
03113,18824,5196,13628,12670,10814,1260,132,145,73,31,11,7075,38,1856,416,65,365,32,313,4,0,306,30,7,18,37,12,22,125,4,7,6,3,11,284,107,4,3
03114,2465,1911,554,459,447,10,3,14,3,14,0,294,4,12,4,1,10,6,1,0,0,79,2,3,0,8,1,0,49,5,0,0,7,0,5,1,2,1
03115,408,276,132,115,114,12,0,6,1,0,0,82,0,1,0,0,13,6,7,0,0,4,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
03116,1583,1365,218,183,174,19,29,22,0,3,2,80,7,9,0,0,1,1,0,0,0,33,4,0,3,10,1,1,7,0,2,0,0,4,1,0,0,0
03118,9237,2897,6340,5712,5452,786,15,95,36,22,17,3863,85,260,47,34,355,101,231,3,0,167,36,1,12,11,12,7,38,3,11,7,4,4,105,40,3,1
03904,1891,1660,231,145,133,2,19,18,3,3,0,49,22,12,2,1,35,2,24,0,1,51,7,1,6,13,3,2,10,1,3,0,1,1,0,0,0,0
03120,6911,2971,3940,3620,3348,481,69,41,11,11,2,2350,30,272,76,44,136,29,85,5,6,137,24,4,4,12,2,8,60,0,0,0,2,11,47,21,3,0
03122,55946,50749,5197,1671,1269,143,82,363,77,41,36,85,245,402,122,72,817,265,431,8,17,2369,520,49,134,452,76,92,348,66,106,49,146,149,334,174,28,6
03117,670,431,239,223,201,60,3,8,0,1,0,103,3,22,0,0,1,0,0,0,0,15,4,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0
03119,22804,19270,3534,1365,1112,129,52,308,75,44,13,125,132,253,52,79,375,109,228,3,1,1662,541,47,69,264,59,27,202,77,37,16,129,112,127,64,5,5
03121,31529,24840,6689,4338,3604,207,117,371,146,63,49,1690,216,734,233,110,581,193,238,1,103,1502,426,22,58,357,97,36,75,34,35,27,128,122,264,136,31,4
03123,9741,9022,719,492,463,24,31,58,14,3,9,281,13,29,8,15,29,6,19,1,0,175,27,15,5,54,2,0,49,2,0,2,2,12,23,15,2,0
03124,584,505,79,71,68,20,0,9,2,0,0,27,1,3,0,0,5,1,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
03125,622,419,203,139,136,30,2,9,0,1,1,59,10,3,0,0,39,3,35,1,0,22,6,0,1,8,0,0,1,0,0,1,1,2,3,0,0,0
03127,686,423,263,232,226,27,0,17,3,0,0,87,7,6,1,1,12,12,0,0,0,18,1,0,0,4,0,0,8,0,1,0,0,0,1,0,0,0
03128,11824,4882,6942,5714,5351,1076,325,181,50,43,6,2503,202,363,97,11,320,35,264,0,6,725,134,63,14,302,11,12,55,3,10,23,26,26,178,91,11,5
03129,1657,1377,280,221,216,32,0,4,1,3,0,105,26,5,1,1,8,2,3,0,0,46,21,0,1,8,2,0,1,0,0,1,5,2,5,0,0,0
03130,59,53,6,4,4,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,317,193,124,118,117,11,0,1,0,0,0,90,0,1,0,0,4,1,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03132,743,590,153,135,125,36,0,6,0,0,0,23,16,10,1,1,3,0,2,0,0,12,1,0,1,2,1,0,3,3,0,0,0,0,2,0,0,1
03133,91415,46890,44525,29239,20495,2094,2098,716,419,475,318,7101,1989,8744,4630,1960,4547,898,2859,128,389,8435,1280,62,569,2355,507,699,1254,111,187,176,649,288,2281,774,242,23
03134,175,157,18,16,11,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03136,595,478,117,92,91,8,0,12,0,0,1,43,23,1,0,0,2,2,0,0,0,20,3,4,0,6,0,0,4,0,0,0,0,0,3,0,0,0
03137,872,726,146,111,104,19,0,9,1,0,1,51,11,7,1,1,21,10,7,1,1,14,3,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0
03135,254,222,32,22,22,2,0,10,1,0,0,6,0,0,0,0,6,4,1,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
03138,4688,3679,1009,690,621,170,15,79,7,6,6,83,192,69,22,21,127,17,101,0,7,133,19,9,6,25,10,0,37,2,4,3,6,6,59,40,9,0
03139,33951,26519,7432,4358,3304,196,278,285,97,93,60,601,1082,1054,519,213,1348,357,946,10,10,1494,364,42,61,318,106,35,307,15,35,13,74,63,228,74,74,4
03140,34530,31645,2885,913,813,33,248,106,14,18,12,153,198,100,12,23,605,28,533,2,1,1246,40,13,17,422,23,5,538,23,24,23,5,78,121,73,25,0
03081,2793,1645,1148,923,895,92,16,47,8,1,0,592,13,28,1,3,107,9,96,0,0,102,47,7,1,13,5,11,4,0,2,0,0,4,15,8,0,1
