codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros varones,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03028,563,52,369,142,536,34,314,188,29,4,21,4,34,2,28,4,1099
03029,227,20,118,89,216,19,109,88,93,4,44,45,86,5,42,39,443
03030,536,61,333,142,542,54,316,172,209,15,110,84,208,8,115,85,1078
03031,35214,4806,23672,6736,35236,4508,23052,7676,10955,1471,7961,1523,10162,1418,7319,1425,70450
03032,57,3,42,12,47,2,27,18,0,0,0,0,0,0,0,0,104
03033,71,4,48,19,65,7,39,19,10,0,7,3,9,0,5,4,136
03034,1604,181,938,485,1689,218,961,510,783,49,377,357,797,65,392,340,3293
03035,384,37,231,116,342,23,192,127,17,2,8,7,19,1,15,3,726
03036,52,5,39,8,48,7,32,9,1,0,1,0,1,0,1,0,100
03037,253,31,159,63,244,28,155,61,53,1,41,11,44,4,27,13,497
03038,201,17,134,50,195,18,104,73,14,0,8,6,18,0,9,9,396
03039,55,4,34,17,48,1,26,21,4,0,3,1,4,0,1,3,103
03040,197,22,117,58,232,30,114,88,46,2,22,22,68,1,23,44,429
03041,5546,791,3478,1277,5742,761,3556,1425,1895,195,1119,581,1928,183,1185,560,11288
03042,2200,274,1201,725,2252,265,1225,762,1329,139,626,564,1365,135,669,561,4452
03043,1795,275,1165,355,1860,300,1148,412,69,10,49,10,67,11,49,7,3655
03044,3481,622,2370,489,3428,604,2226,598,599,93,429,77,541,113,365,63,6909
03045,218,14,140,64,199,15,128,56,91,4,60,27,85,3,59,23,417
03046,1563,220,969,374,1512,205,960,347,516,43,253,220,502,32,278,192,3075
03047,11775,1702,7493,2580,11551,1531,7230,2790,5675,631,3392,1652,5598,582,3341,1675,23326
03048,3871,630,2623,618,3651,574,2305,772,849,111,686,52,630,104,477,49,7522
03049,9756,1959,6488,1309,9371,1846,5777,1748,2260,639,1575,46,1895,584,1259,52,19127
03050,14076,2260,9145,2671,14854,2022,9583,3249,2565,382,1591,592,2834,348,1852,634,28930
03051,212,31,139,42,205,21,139,45,6,1,5,0,9,1,8,0,417
03052,596,109,370,117,612,90,376,146,28,9,17,2,21,2,17,2,1208
03053,5331,815,3605,911,5130,759,3305,1066,623,56,401,166,606,72,385,149,10461
03054,231,25,131,75,206,12,102,92,48,6,24,18,31,3,15,13,437
03055,4468,826,2831,811,4430,754,2789,887,1080,141,597,342,1092,155,633,304,8898
03056,5852,862,3895,1095,5668,786,3583,1299,814,160,603,51,628,164,432,32,11520
03057,149,13,94,42,112,8,60,44,33,2,27,4,25,1,18,6,261
03058,3757,739,2507,511,3629,648,2363,618,609,162,428,19,604,165,418,21,7386
03059,14967,2699,9955,2313,14569,2600,9288,2681,2016,425,1366,225,1843,421,1245,177,29536
03060,64,5,37,22,54,5,24,25,4,0,2,2,6,0,4,2,118
03061,844,105,554,185,889,132,519,238,224,24,106,94,247,33,123,91,1733
03062,371,26,199,146,360,22,203,135,244,15,109,120,230,8,121,101,731
03063,20723,3236,13911,3576,22104,3078,14562,4464,4626,549,3198,879,5087,565,3528,994,42827
03064,3756,630,2507,619,3775,686,2324,765,650,128,407,115,699,152,436,111,7531
03065,116386,19906,78791,17689,118379,19072,76989,22318,13749,2194,10898,657,12557,2108,9723,726,234765
03066,25738,3972,17033,4733,27075,3733,16882,6460,1503,232,1214,57,1557,235,1236,86,52813
03067,56,1,36,19,51,3,26,22,3,0,2,1,2,0,1,1,107
03068,24,1,14,9,21,0,9,12,1,0,1,0,4,0,2,2,45
03069,3645,582,2502,561,3458,586,2355,517,1457,216,981,260,1476,208,1036,232,7103
03070,2168,347,1386,435,2100,300,1345,455,847,111,488,248,798,102,476,220,4268
03071,3181,467,2126,588,3062,456,1958,648,730,86,511,133,662,101,444,117,6243
03072,236,29,151,56,243,37,150,56,19,1,11,7,24,2,15,7,479
03073,130,4,91,35,111,9,71,31,4,0,3,1,5,0,4,1,241
03074,1356,236,921,199,1235,241,789,205,240,64,169,7,198,54,140,4,2591
03075,111,4,77,30,113,10,80,23,28,0,20,8,27,2,19,6,224
03076,7735,1171,4837,1727,8114,1125,5011,1978,2466,339,1472,655,2643,298,1670,675,15849
03077,1333,132,732,469,1273,108,730,435,501,23,194,284,474,13,227,234,2606
03078,633,63,311,259,609,55,327,227,318,11,125,182,340,4,175,161,1242
03079,11776,1858,7883,2035,11788,1707,7588,2493,748,110,613,25,673,84,562,27,23564
03080,1024,152,673,199,974,125,608,241,194,25,116,53,203,23,118,62,1998
03081,1437,193,833,411,1431,186,835,410,532,53,275,204,544,47,322,175,2868
03082,13928,2072,8894,2962,14088,2015,8681,3392,6110,745,3662,1703,6124,724,3591,1809,28016
03083,3355,514,2222,619,3524,456,2158,910,215,32,159,24,228,33,169,26,6879
03084,289,18,179,92,293,18,165,110,16,0,6,10,22,1,13,8,582
03085,414,44,223,147,416,40,234,142,244,19,108,117,257,16,137,104,830
03086,127,9,79,39,113,6,70,37,35,0,19,16,24,0,14,10,240
03088,4375,744,3097,534,3971,726,2657,588,549,61,444,44,369,50,281,38,8346
03089,6097,937,3998,1162,6115,859,3761,1495,411,38,305,68,402,36,303,63,12212
03090,12822,2346,8752,1724,12823,2168,8603,2052,1401,215,945,241,1485,199,1049,237,25645
03091,234,23,119,92,273,24,134,115,107,6,46,55,121,5,58,58,507
03092,4636,791,3109,736,4679,843,2930,906,573,127,403,43,487,128,314,45,9315
03093,12806,2032,8729,2045,12935,1889,8407,2639,1126,175,909,42,906,180,684,42,25741
03094,9236,1674,6128,1434,8927,1500,5894,1533,2741,345,1666,730,2829,309,1706,814,18163
03095,3569,587,2413,569,3507,561,2253,693,585,76,448,61,595,79,447,69,7076
03096,3791,622,2526,643,3809,555,2411,843,314,48,232,34,292,34,229,29,7600
03097,1106,152,596,358,1126,130,599,397,487,37,220,230,480,18,237,225,2232
03098,400,50,270,80,384,49,248,87,79,3,46,30,67,5,42,20,784
03099,38965,5902,24607,8456,39540,5777,24250,9513,13030,1590,7476,3964,12893,1633,7515,3745,78505
03100,473,37,272,164,494,45,275,174,197,10,93,94,198,15,99,84,967
03101,3927,601,2513,813,3954,571,2447,936,914,92,530,292,943,105,572,266,7881
03102,5041,697,3159,1185,5092,628,3015,1449,786,62,416,308,785,55,439,291,10133
03103,142,12,86,44,127,12,71,44,10,2,6,2,12,0,8,4,269
03104,17004,2933,11615,2456,17237,2710,11416,3111,497,66,407,24,519,64,426,29,34241
03105,4055,653,2710,692,3970,605,2559,806,665,96,431,138,643,69,444,130,8025
03106,367,26,227,114,315,26,174,115,41,2,25,14,32,0,25,7,682
03107,2599,452,1763,384,2465,409,1630,426,783,110,516,157,742,98,497,147,5064
03109,2259,427,1564,268,2294,449,1491,354,353,85,243,25,409,106,276,27,4553
03110,329,37,184,108,319,32,178,109,137,5,59,73,129,4,53,72,648
03111,4116,769,2818,529,3810,667,2503,640,575,127,433,15,440,96,319,25,7926
03112,598,50,365,183,550,54,322,174,218,16,123,79,202,14,132,56,1148
03113,8517,835,4355,3327,8154,721,4185,3248,5798,359,2596,2843,5579,331,2579,2669,16671
03114,1291,178,787,326,1201,141,701,359,290,21,149,120,302,24,173,105,2492
03115,207,20,112,75,219,23,112,84,67,5,25,37,75,7,34,34,426
03116,834,124,543,167,786,106,509,171,119,14,67,38,114,7,74,33,1620
03117,354,49,192,113,336,21,189,126,112,5,42,65,119,1,60,58,690
03118,4090,392,2016,1682,3981,380,2036,1565,2580,165,1063,1352,2557,160,1188,1209,8071
03119,11742,2112,7806,1824,12625,1984,8130,2511,1418,246,1050,122,1596,249,1152,195,24367
03120,3178,429,1817,932,3135,397,1824,914,1646,191,789,666,1677,166,918,593,6313
03121,16742,2766,11212,2764,16561,2555,10803,3203,3119,400,2096,623,3004,343,2041,620,33303
03122,29149,5387,19832,3930,29829,4965,20092,4772,1988,272,1591,125,2145,262,1726,157,58978
03123,4978,766,3394,818,4881,774,3125,982,309,33,199,77,297,28,210,59,9859
03124,299,22,205,72,278,32,153,93,34,5,15,14,30,1,13,16,577
03125,308,37,199,72,275,49,162,64,101,13,59,29,89,13,54,22,583
03127,321,25,197,99,302,28,170,104,117,9,69,39,108,6,68,34,623
03128,5656,758,3321,1577,5622,661,3258,1703,3059,286,1630,1143,2929,230,1579,1120,11278
03129,884,99,601,184,778,101,485,192,104,8,44,52,105,3,58,44,1662
03130,22,1,14,7,13,0,4,9,7,0,3,4,5,0,2,3,35
03131,154,12,79,63,164,17,94,53,57,0,21,36,63,3,33,27,318
03132,335,27,212,96,301,18,192,91,46,3,27,16,46,1,33,12,636
03133,41717,6380,26377,8960,42950,5873,26575,10502,17274,2444,11301,3529,17791,2303,11672,3816,84667
03134,89,6,54,29,71,8,36,27,5,0,0,5,3,0,0,3,160
03135,113,2,76,35,105,3,59,43,10,0,6,4,9,0,8,1,218
03136,280,17,176,87,247,23,145,79,48,2,35,11,51,2,39,10,527
03137,413,52,224,137,414,31,220,163,48,6,29,13,59,6,42,11,827
03138,2353,352,1552,449,2356,331,1472,553,437,46,320,71,447,61,310,76,4709
03139,17546,2762,11972,2812,17653,2600,11628,3425,3651,525,2636,490,3602,518,2616,468,35199
03140,17193,2903,11556,2734,16962,2643,10824,3495,1379,253,1073,53,1123,231,828,64,34155
03901,1298,141,675,482,1416,137,766,513,622,28,251,343,721,34,309,378,2714
03902,11467,1855,7268,2344,10880,1779,6653,2448,4725,609,2751,1365,4170,545,2343,1282,22347
03903,2579,383,1613,583,2482,349,1543,590,913,96,467,350,925,88,519,318,5061
03904,1094,196,766,132,1009,166,705,138,173,25,129,19,152,23,120,9,2103
