codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros varones,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03001,385,35,215,135,359,26,204,129,182,11,95,76,177,11,101,65,744
03002,2411,377,1637,397,2376,380,1519,477,249,41,191,17,228,45,167,16,4787
03003,304,37,207,60,261,29,159,73,20,2,16,2,18,1,16,1,565
03004,570,85,359,126,503,72,317,114,173,17,105,51,160,14,102,44,1073
03005,6117,1129,4206,782,5866,1096,3853,917,1350,215,990,145,1079,186,777,116,11983
03006,701,64,347,290,700,71,356,273,393,18,157,218,412,21,206,185,1401
03007,123,14,76,33,118,12,73,33,26,2,14,10,21,3,11,7,241
03008,103,9,61,33,96,7,56,33,7,0,6,1,7,0,4,3,199
03009,29211,4813,19641,4757,30894,4676,19223,6995,1555,214,1312,29,1380,229,1130,21,60105
03010,200,26,133,41,215,34,129,52,13,0,13,0,6,1,4,1,415
03011,10959,1546,6672,2741,11010,1521,6857,2632,6145,603,3426,2116,6330,607,3743,1980,21969
03012,2479,270,1406,803,2525,290,1516,719,1801,129,969,703,1834,148,1092,594,5004
03013,771,119,485,167,757,100,465,192,86,11,70,5,55,12,37,6,1528
03014,162869,27774,111342,23753,172183,25883,112773,33527,25790,3749,20830,1211,24074,3481,19161,1432,335052
03015,10017,1948,6800,1269,9771,1909,6266,1596,2358,532,1600,226,2016,475,1355,186,19788
03016,67,7,41,19,61,5,34,22,10,0,6,4,12,1,7,4,128
03017,236,37,166,33,276,56,173,47,21,4,16,1,20,2,16,2,512
03018,12046,1793,7865,2388,12287,1703,7972,2612,4841,509,3086,1246,4772,507,3120,1145,24333
03019,10263,1858,7005,1400,10078,1759,6619,1700,796,119,586,91,758,108,577,73,20341
03020,76,5,51,20,71,7,41,23,18,1,15,2,12,2,9,1,147
03021,3579,592,2406,581,3578,577,2241,760,190,30,156,4,142,39,97,6,7157
03022,79,6,43,30,78,3,44,31,7,3,2,2,5,0,3,2,157
03023,881,120,573,188,897,111,542,244,63,10,51,2,56,7,44,5,1778
03024,2719,475,1784,460,2734,460,1701,573,353,63,256,34,344,71,243,30,5453
03025,1023,169,681,173,904,149,586,169,171,11,94,66,166,11,107,48,1927
03026,953,163,624,166,962,153,609,200,209,22,128,59,224,32,141,51,1915
03027,98,11,60,27,90,10,53,27,22,4,15,3,14,1,11,2,188
03028,625,71,398,156,643,69,357,217,40,7,30,3,62,10,46,6,1268
03030,658,93,355,210,675,86,365,224,335,36,147,152,342,31,169,142,1333
03031,37157,5080,25611,6466,36611,4681,24795,7135,13834,1654,9965,2215,12371,1546,8850,1975,73768
03032,63,6,46,11,60,4,37,19,0,0,0,0,0,0,0,0,123
03033,100,16,53,31,98,16,56,26,23,1,15,7,23,3,17,3,198
03029,291,30,152,109,275,19,144,112,152,11,72,69,142,7,80,55,566
03034,1724,229,1012,483,1790,250,1049,491,890,67,463,360,902,79,494,329,3514
03035,401,32,248,121,393,33,223,137,20,0,13,7,25,0,22,3,794
03036,49,4,36,9,61,9,41,11,0,0,0,0,2,0,2,0,110
03037,226,24,146,56,261,25,171,65,45,5,24,16,48,2,30,16,487
03038,210,21,132,57,213,12,124,77,14,1,9,4,20,0,15,5,423
03039,60,4,40,16,53,5,32,16,6,1,3,2,7,0,5,2,113
03040,214,29,130,55,221,24,111,86,64,10,30,24,68,2,27,39,435
03041,6978,846,4089,2043,6954,838,4021,2095,3413,249,1746,1418,3320,250,1750,1320,13932
03042,2864,294,1491,1079,2856,304,1529,1023,2045,174,948,923,2036,159,1062,815,5720
03043,1790,280,1185,325,1899,321,1193,385,79,14,57,8,78,18,53,7,3689
03044,3439,620,2370,449,3291,609,2146,536,642,103,471,68,525,96,373,56,6730
03045,222,14,139,69,226,24,140,62,94,3,61,30,108,9,75,24,448
03046,1730,249,1070,411,1699,252,1072,375,723,61,369,293,691,49,410,232,3429
03049,9065,1818,6018,1229,8927,1687,5612,1628,1610,441,1132,37,1344,387,932,25,17992
03048,3728,615,2535,578,3643,569,2338,736,887,123,706,58,731,118,557,56,7371
03047,14874,1832,8556,4486,14568,1647,8250,4671,9235,749,4761,3725,9028,661,4597,3770,29442
03050,13913,2318,9093,2502,14271,2159,9309,2803,2811,280,1744,787,2908,282,1913,713,28184
03051,223,30,153,40,212,29,126,57,11,3,8,0,12,1,11,0,435
03052,612,114,385,113,637,112,393,132,21,3,18,0,18,0,16,2,1249
03053,5342,820,3594,928,5237,751,3428,1058,996,102,588,306,941,94,593,254,10579
03054,240,22,144,74,243,19,117,107,56,8,30,18,46,4,28,14,483
03075,120,9,86,25,116,9,81,26,31,2,27,2,30,0,25,5,236
03055,4408,835,2847,726,4240,748,2701,791,1093,165,672,256,1020,149,651,220,8648
03056,5837,892,3981,964,5721,802,3684,1235,565,96,425,44,459,95,323,41,11558
03057,139,10,85,44,104,6,49,49,17,4,12,1,20,1,15,4,243
03058,3653,667,2495,491,3482,619,2327,536,630,121,497,12,536,116,407,13,7135
03059,14435,2684,9816,1935,13947,2564,9100,2283,1740,401,1216,123,1398,370,940,88,28382
03061,985,138,624,223,971,144,588,239,340,33,188,119,346,37,216,93,1956
03062,390,20,235,135,380,26,225,129,272,11,149,112,257,13,150,94,770
03063,21844,3617,14533,3694,22606,3390,14794,4422,6201,719,3939,1543,6242,669,4056,1517,44450
03064,3658,652,2408,598,3656,642,2295,719,604,143,374,87,573,137,366,70,7314
03065,114517,20321,79709,14487,115707,19268,77639,18800,14301,2558,11224,519,12617,2350,9678,589,230224
03066,26409,4190,18051,4168,27647,3985,17906,5756,1561,227,1283,51,1485,237,1204,44,54056
03067,55,2,36,17,46,1,27,18,1,0,1,0,1,0,1,0,101
03068,26,0,18,8,25,0,14,11,1,0,1,0,5,0,2,3,51
03069,3641,541,2508,592,3454,549,2355,550,1815,239,1199,377,1789,236,1222,331,7095
03077,1542,144,951,447,1499,137,942,420,729,38,410,281,672,28,425,219,3041
03070,2391,383,1611,397,2238,319,1481,438,1140,137,792,211,983,96,691,196,4629
03072,234,32,149,53,212,22,130,60,31,0,16,15,33,2,21,10,446
03071,3185,494,2111,580,3085,482,1912,691,747,113,472,162,702,115,444,143,6270
03073,140,10,93,37,124,11,71,42,8,0,5,3,8,1,5,2,264
03074,1278,206,884,188,1159,196,750,213,189,37,151,1,161,37,121,3,2437
03076,8506,1214,5239,2053,8451,1122,5228,2101,3441,357,1989,1095,3343,324,2052,967,16957
03078,641,53,366,222,576,49,345,182,318,14,152,152,319,17,183,119,1217
03079,11823,1990,8132,1701,11811,1809,7868,2134,877,150,708,19,806,145,650,11,23634
03080,1025,186,645,194,1013,156,620,237,220,35,124,61,239,27,152,60,2038
