codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros varones,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03082,16572,2263,9953,4356,16577,2199,9912,4466,9072,924,4863,3285,8951,846,5034,3071,33149
03083,3560,561,2366,633,3806,478,2371,957,338,46,234,58,309,41,219,49,7366
03085,545,47,302,196,546,41,332,173,385,19,201,165,382,12,231,139,1091
03084,357,40,220,97,353,29,202,122,31,3,20,8,30,2,19,9,710
03086,111,9,76,26,104,7,73,24,30,1,20,9,28,2,22,4,215
03088,4087,663,2870,554,3720,644,2492,584,645,51,509,85,457,46,348,63,7807
03089,6328,950,4293,1085,6392,892,4083,1417,592,69,460,63,555,72,430,53,12720
03903,2528,402,1612,514,2515,391,1607,517,968,107,562,299,1009,130,623,256,5043
03091,294,26,146,122,310,22,160,128,160,5,82,73,158,7,86,65,604
03092,4502,778,3083,641,4560,803,2940,817,381,68,283,30,344,80,234,30,9062
03090,11829,2367,8173,1289,11878,2202,8078,1598,1192,172,808,212,1252,181,858,213,23707
03093,13199,2337,9018,1844,13318,2254,8659,2405,1279,202,1046,31,1004,184,786,34,26517
03094,9894,1690,6360,1844,9630,1503,6276,1851,4088,421,2313,1354,4191,388,2503,1300,19524
03095,3306,586,2266,454,3307,517,2204,586,578,104,428,46,567,99,416,52,6613
03096,3779,622,2605,552,3765,572,2488,705,274,35,221,18,236,22,199,15,7544
03097,1279,142,642,495,1291,109,690,492,725,45,308,372,697,31,333,333,2570
03099,45752,6679,28364,10709,45508,6516,27984,11008,19913,1869,11399,6645,19109,1913,11436,5760,91260
03098,473,43,323,107,443,45,288,110,184,11,103,70,160,12,106,42,916
03100,541,64,303,174,563,63,311,189,254,20,128,106,249,14,141,94,1104
03101,3860,570,2493,797,3897,563,2395,939,1051,114,585,352,1022,119,611,292,7757
03102,5597,813,3419,1365,5360,693,3192,1475,1284,111,643,530,1020,87,564,369,10957
03103,167,14,103,50,154,14,94,46,15,1,12,2,14,2,11,1,321
03104,17346,3224,12115,2007,17411,3040,11745,2626,587,62,505,20,579,61,494,24,34757
03902,12176,1907,7511,2758,11494,1812,6954,2728,5874,646,3303,1925,5281,575,2968,1738,23670
03105,3969,695,2638,636,3905,629,2529,747,652,96,439,117,643,88,465,90,7874
03106,428,42,272,114,389,30,231,128,62,4,38,20,59,4,37,18,817
03901,1645,128,888,629,1757,161,954,642,1011,44,430,537,1060,54,489,517,3402
03107,2394,373,1642,379,2294,356,1537,401,928,107,611,210,877,87,618,172,4688
03060,56,5,38,13,61,1,31,29,3,0,3,0,5,0,4,1,117
03109,2095,456,1392,247,2075,441,1309,325,355,117,227,11,335,120,207,8,4170
03110,360,40,191,129,359,41,198,120,190,10,81,99,179,7,90,82,719
03111,3981,728,2804,449,3691,670,2443,578,623,129,483,11,472,109,349,14,7672
03112,662,65,444,153,668,86,415,167,292,24,204,64,292,36,205,51,1330
03113,11069,1000,5810,4259,10617,893,5851,3873,8467,532,4129,3806,8084,488,4334,3262,21686
03114,1290,187,808,295,1184,146,729,309,285,22,161,102,274,18,175,81,2474
03115,222,16,120,86,210,11,112,87,79,5,30,44,72,3,35,34,432
03116,803,103,542,158,783,105,521,157,107,7,63,37,106,7,74,25,1586
03118,6407,516,3141,2750,6281,486,3300,2495,4935,312,2176,2447,4927,304,2458,2165,12688
03904,980,160,704,116,921,152,642,127,97,9,74,14,104,15,79,10,1901
03120,3513,455,1930,1128,3499,408,1997,1094,2040,199,937,904,2086,180,1109,797,7012
03122,27734,5354,19344,3036,28047,4957,19266,3824,2021,288,1648,85,1994,269,1617,108,55781
03117,328,40,182,106,336,34,188,114,111,4,48,59,106,8,57,41,664
03119,11156,2034,7621,1501,11870,2043,7874,1953,1411,215,1071,125,1525,220,1170,135,23026
03121,17310,2636,11456,3218,16824,2528,10889,3407,4493,384,2644,1465,4179,351,2596,1232,34134
03123,5084,817,3522,745,5007,804,3330,873,492,67,338,87,467,48,339,80,10091
03124,331,30,211,90,284,20,156,108,44,4,24,16,41,1,23,17,615
03125,346,48,218,80,315,42,180,93,131,17,79,35,122,10,73,39,661
03127,415,38,267,110,382,42,209,131,198,15,142,41,156,6,111,39,797
03128,7263,875,3895,2493,7189,822,3955,2412,4778,390,2272,2116,4636,357,2369,1910,14452
03129,916,111,580,225,841,95,541,205,187,8,82,97,174,3,99,72,1757
03130,21,1,10,10,17,0,4,13,2,0,1,1,3,0,1,2,38
03131,196,15,100,81,190,19,105,66,94,4,35,55,94,7,49,38,386
03132,406,40,275,91,364,29,219,116,103,15,68,20,81,6,61,14,770
03133,53027,7006,32626,13395,52178,6567,31397,14214,28810,2850,17696,8264,27179,2638,16408,8133,105205
03134,94,4,52,38,83,5,44,34,9,0,1,8,9,0,3,6,177
03136,322,29,203,90,287,28,155,104,50,7,35,8,45,5,31,9,609
03137,463,39,267,157,479,40,257,182,87,8,54,25,85,11,56,18,942
03135,146,11,91,44,135,10,76,49,19,0,10,9,17,0,14,3,281
03138,2445,375,1634,436,2411,329,1522,560,540,48,379,113,494,59,339,96,4856
03139,16969,2838,11831,2300,16865,2634,11244,2987,3654,532,2727,395,3410,498,2525,387,
03140,17407,3059,11978,2370,17427,2786,11453,3188,1370,262,1059,49,1231,233,941,57,
03141,1672,227,1021,424,1651,210,1019,422,819,86,486,247,810,84,519,207,
