codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03088,2800,540,1844,416,2640,477,1708,455,267,28,231,8,157,16,137,4,5440
03089,5860,988,3882,990,6007,878,3812,1317,395,62,315,18,362,72,279,11,11867
03090,8133,1583,5749,801,8166,1480,5586,1100,651,103,443,105,649,102,435,112,16299
03091,139,13,79,47,165,17,77,71,91,5,64,22,87,4,67,16,304
03092,3755,647,2581,527,3828,639,2484,705,134,18,104,12,113,21,84,8,7583
03093,11851,2152,8093,1606,12167,2085,7959,2123,958,148,797,13,677,148,512,17,24018
03094,3176,579,2320,277,2996,545,2097,354,2236,198,1343,695,2264,195,1468,601,6172
03095,2572,407,1827,338,2571,397,1707,467,348,38,279,31,258,42,190,26,5143
03096,3438,567,2389,482,3512,544,2333,635,205,40,160,5,162,34,124,4,6950
03097,560,93,367,100,614,78,394,142,396,29,211,156,398,26,242,130,1174
03098,249,28,174,47,251,21,159,71,87,11,59,17,88,12,66,10,500
03099,24919,4757,16578,3584,25421,4461,16274,4686,9912,1062,6916,1934,8526,1028,6167,1331,50340
03100,306,35,199,72,317,43,196,78,142,10,97,35,142,10,102,30,623
03101,2603,394,1760,449,2717,399,1736,582,645,63,444,138,524,50,365,109,5320
03102,4602,717,3005,880,4581,610,2882,1089,950,53,622,275,616,44,421,151,9183
03103,169,11,108,50,164,12,92,60,5,2,3,0,6,2,3,1,333
03104,15466,3034,10759,1673,15462,2784,10452,2226,478,94,381,3,513,88,416,9,30928
03105,3167,580,2093,494,3163,552,1945,666,299,66,221,12,249,55,183,11,6330
03106,376,42,249,85,379,41,218,120,20,3,15,2,19,2,14,3,755
03107,1022,146,696,180,1022,151,650,221,486,47,364,75,404,35,309,60,2044
03109,1639,348,1081,210,1632,309,1055,268,199,39,160,0,116,23,91,2,3271
03110,155,25,98,32,168,27,90,51,110,7,74,29,103,8,74,21,323
03111,2943,560,1991,392,2899,522,1850,527,260,44,211,5,155,29,122,4,5842
03112,356,35,211,110,369,36,214,119,111,17,86,8,89,19,67,3,725
03113,2367,394,1519,454,2400,378,1438,584,3582,321,2186,1075,3308,257,2258,793,4767
03114,993,150,638,205,956,119,586,251,156,14,121,21,130,10,105,15,1949
03115,164,14,107,43,182,19,103,60,39,0,32,7,37,2,31,4,346
03116,648,107,425,116,616,109,373,134,75,14,57,4,63,11,49,3,1264
03117,212,33,133,46,258,28,157,73,80,7,54,19,73,8,54,11,470
03118,1267,209,807,251,1216,200,747,269,2145,173,1255,717,2057,173,1362,522,2483
03119,8487,1585,5841,1061,8890,1494,5953,1443,818,165,592,61,832,177,587,68,17377
03120,1435,279,935,221,1402,235,898,269,1520,172,965,383,1424,169,980,275,2837
03121,10039,1739,6965,1335,10013,1750,6618,1645,1584,186,1118,280,1584,169,1186,229,20052
03122,21050,3918,14997,2135,21193,3789,14682,2722,1007,185,779,43,976,186,744,46,42243
03123,4406,810,3032,564,4364,747,2898,719,231,51,164,16,221,41,170,10,8770
03124,273,29,175,69,267,25,138,104,44,3,35,6,36,3,32,1,540
03125,200,24,132,44,184,22,108,54,99,10,68,21,83,9,57,17,384
03127,262,24,151,87,269,37,118,114,102,18,66,18,88,13,61,14,531
03128,2351,410,1632,309,2365,403,1567,395,3239,219,1857,1163,3105,248,1918,939,4716
03129,656,109,437,110,611,91,392,128,77,6,52,19,72,5,53,14,1267
03130,17,1,6,10,11,0,6,5,3,0,3,0,3,0,2,1,28
03131,96,8,71,17,104,14,64,26,52,0,26,26,53,4,35,14,200
03132,346,38,221,87,322,36,178,108,28,8,17,3,21,5,15,1,668
03133,21365,3643,13762,3960,21624,3495,13714,4415,17344,1632,12304,3408,15197,1503,10923,2771,42989
03134,75,0,45,30,81,3,38,40,7,0,3,4,4,0,4,0,156
03135,149,12,85,52,154,11,81,62,17,1,15,1,16,0,16,0,303
03136,289,18,181,90,244,13,124,107,22,4,17,1,35,3,26,6,533
03137,386,28,233,125,453,51,238,164,33,1,26,6,22,0,19,3,839
03138,1818,293,1245,280,1827,255,1191,381,340,31,279,30,236,36,182,18,3645
03139,11576,1937,8054,1585,11847,1770,7882,2195,1835,200,1357,278,1534,205,1115,214,23423
03140,15835,2867,10726,2242,16209,2610,10484,3115,952,180,758,14,893,177,697,19,32044
03901,466,45,343,78,500,80,309,111,610,38,311,261,666,35,404,227,966
03902,5241,1040,3550,651,5083,1063,3294,726,3296,367,2350,579,2430,303,1720,407,
03903,1317,259,863,195,1328,262,823,243,239,35,181,23,197,37,137,23,
03904,664,123,456,85,629,126,413,90,24,3,21,0,15,1,13,1,
