codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03030,590,67,360,163,631,84,373,174,300,25,161,114,314,33,186,95,1221
03031,35516,5068,25267,5181,34764,4648,24259,5857,11771,1395,8864,1512,10516,1299,7905,1312,70280
03032,53,2,36,15,62,3,31,28,1,0,1,0,0,0,0,0,115
03033,103,16,61,26,91,10,61,20,19,1,16,2,14,1,12,1,194
03034,1940,272,1239,429,1960,263,1293,404,1153,124,713,316,1127,103,765,259,3900
03035,418,39,276,103,419,45,244,130,17,0,14,3,21,2,19,0,837
03036,46,3,34,9,56,8,37,11,1,0,1,0,2,1,1,0,102
03037,225,16,162,47,247,17,159,71,51,3,39,9,47,0,37,10,472
03038,226,27,146,53,214,16,124,74,19,2,15,2,19,1,14,4,440
03039,70,6,49,15,55,4,37,14,8,2,4,2,8,0,6,2,125
03040,215,23,143,49,212,21,120,71,60,8,31,21,71,9,42,20,427
03041,6649,826,4177,1646,6491,843,4011,1637,3138,264,1821,1053,2960,285,1797,878,13140
03042,2635,287,1622,726,2581,317,1623,641,1856,180,1104,572,1784,187,1165,432,5216
03043,1811,274,1229,308,1883,302,1208,373,98,18,69,11,83,19,58,6,3694
03044,3476,631,2444,401,3285,640,2151,494,718,102,560,56,540,105,398,37,6761
03045,211,15,135,61,204,26,124,54,86,6,58,22,78,12,52,14,415
03046,1528,246,994,288,1493,246,1007,240,652,74,386,192,629,65,430,134,3021
03047,15044,1822,9180,4042,14184,1686,8446,4052,9507,761,5332,3414,8842,698,4845,3299,29228
03048,4289,654,3059,576,3935,678,2546,711,1439,197,1192,50,1059,228,781,50,8224
03049,8854,1630,6033,1191,8571,1525,5558,1488,1300,268,1011,21,988,244,724,20,17425
03050,12984,2202,8783,1999,13059,2115,8779,2165,2641,290,1711,640,2627,273,1790,564,26043
03051,211,30,138,43,215,27,134,54,6,1,5,0,10,2,8,0,426
03052,587,89,384,114,630,101,395,134,23,3,20,0,18,1,16,1,1217
03053,5053,809,3527,717,4968,758,3365,845,869,84,640,145,794,96,595,103,10021
03054,248,19,151,78,257,16,130,111,38,5,25,8,40,3,31,6,505
03055,4399,791,3021,587,4230,767,2827,636,1235,171,898,166,1113,168,830,115,8629
03056,5679,841,3973,865,5704,798,3711,1195,397,63,304,30,355,62,270,23,11383
03057,151,8,96,47,128,7,68,53,19,3,12,4,23,2,19,2,279
03058,3393,598,2361,434,3249,556,2218,475,429,57,368,4,326,56,264,6,6642
03059,14599,2626,10306,1667,13833,2587,9214,2032,2053,359,1612,82,1439,354,1021,64,28432
03060,68,2,50,16,69,0,36,33,6,0,6,0,4,0,3,1,137
03061,971,160,637,174,932,141,607,184,320,39,214,67,312,40,230,42,1903
03062,306,26,206,74,292,19,204,69,198,12,140,46,187,10,135,42,598
03063,22020,3767,14965,3288,22015,3396,14778,3841,6966,894,4662,1410,6658,823,4554,1281,44035
03064,3717,700,2454,563,3596,632,2317,647,658,128,464,66,599,114,429,56,7313
03065,114500,19603,82087,12810,113848,18593,78570,16685,16032,2645,13039,348,12870,2452,10023,395,228348
03066,27237,4533,18935,3769,27937,4031,18629,5277,1989,346,1612,31,1723,289,1404,30,55174
03067,56,5,33,18,52,4,30,18,2,0,2,0,2,0,2,0,108
03068,21,0,12,9,27,2,9,16,5,0,3,2,7,0,2,5,48
03069,3024,413,2208,403,2820,416,2017,387,1354,167,960,227,1312,185,939,188,5844
03070,2156,327,1544,285,1962,318,1352,292,1012,123,790,99,803,110,621,72,4118
03071,3190,536,2142,512,3005,460,1931,614,773,135,543,95,644,109,462,73,6195
03072,193,21,132,40,187,19,110,58,7,0,6,1,12,0,9,3,380
03073,127,20,76,31,108,4,66,38,3,0,3,0,2,0,2,0,235
03074,1220,190,851,179,1103,182,711,210,177,33,142,2,108,20,86,2,2323
03075,106,9,77,20,111,18,72,21,22,3,19,0,21,1,19,1,217
03076,8053,1173,5240,1640,7898,1104,5158,1636,3185,364,2051,770,2957,342,2033,582,15951
03077,1397,158,916,323,1333,172,874,287,589,61,383,145,524,53,398,73,2730
03078,623,56,401,166,582,56,390,136,311,24,188,99,312,24,220,68,1205
03079,12116,2091,8528,1497,11977,1886,8163,1928,1224,241,970,13,1017,208,794,15,24093
03080,1036,189,676,171,1052,190,671,191,264,45,186,33,263,42,192,29,2088
03081,1607,248,1032,327,1582,226,1032,324,757,115,483,159,732,103,512,117,3189
03082,15660,2276,9993,3391,15480,2196,9796,3488,8551,1013,5044,2494,8359,947,5123,2289,31140
03083,3670,604,2428,638,3905,522,2466,917,311,49,227,35,316,63,226,27,7575
03084,373,37,246,90,375,57,207,111,31,2,24,5,26,4,19,3,748
03085,538,54,344,140,524,47,350,127,365,27,230,108,348,24,234,90,1062
03086,100,12,67,21,95,3,66,26,23,1,20,2,21,0,18,3,195
03088,3696,597,2620,479,3310,550,2248,512,648,58,556,34,423,50,357,16,7006
03089,6488,1064,4398,1026,6568,937,4247,1384,666,114,509,43,613,118,462,33,13056
03090,10801,2080,7607,1114,10680,1913,7438,1329,1166,167,797,202,1174,168,840,166,21481
03091,292,25,167,100,309,22,182,105,161,10,100,51,152,8,108,36,601
03092,4330,725,3024,581,4395,733,2890,772,304,29,252,23,260,39,201,20,8725
03093,13513,2404,9384,1725,13495,2354,8896,2245,1462,221,1216,25,1066,191,851,24,27008
03094,8603,1419,5771,1413,8355,1296,5679,1380,3592,395,2170,1027,3660,372,2361,927,16958
03095,3251,517,2313,421,3206,514,2162,530,608,97,471,40,521,90,394,37,6457
03096,3876,616,2746,514,3833,558,2587,688,354,49,297,8,282,54,218,10,7709
03097,1271,154,723,394,1295,121,784,390,711,66,355,290,697,59,405,233,2566
03098,419,47,294,78,411,42,285,84,150,15,99,36,138,14,99,25,830
03099,42722,6647,27909,8166,41904,6399,27254,8251,17473,1916,11218,4339,16181,1885,10940,3356,84626
03100,526,56,338,132,540,65,335,140,210,15,139,56,204,18,140,46,1066
03101,3750,557,2493,700,3730,529,2391,810,1020,111,657,252,949,115,627,207,7480
03102,5677,806,3638,1233,5366,689,3369,1308,1256,119,744,393,951,95,618,238,11043
03103,167,10,109,48,156,13,84,59,9,1,7,1,4,0,4,0,323
03104,17052,3160,12072,1820,17057,2981,11731,2345,688,118,554,16,706,97,594,15,34109
03105,3877,714,2597,566,3746,620,2407,719,569,102,416,51,490,78,375,37,7623
03106,423,45,274,104,416,38,256,122,55,8,35,12,49,1,39,9,839
03107,2108,307,1499,302,2004,272,1406,326,787,91,568,128,712,61,555,96,4112
03109,2068,467,1385,216,1960,408,1258,294,386,111,271,4,309,98,206,5,4028
03110,335,38,209,88,357,42,215,100,168,8,101,59,170,11,112,47,692
03111,3713,715,2577,421,3548,638,2363,547,538,106,427,5,418,79,328,11,7261
03112,618,60,436,122,587,74,386,127,233,24,184,25,209,35,161,13,1205
03113,9862,983,6032,2847,9385,920,6049,2416,7365,563,4407,2395,6860,517,4537,1806,19247
03114,1333,206,869,258,1206,141,795,270,316,52,204,60,293,33,217,43,2539
03115,219,11,142,66,215,13,135,67,73,2,46,25,67,3,52,12,434
03116,816,124,552,140,772,109,520,143,125,20,85,20,114,9,92,13,1588
03117,353,49,220,84,387,45,243,99,119,10,71,38,126,15,88,23,740
03118,5899,581,3393,1925,5695,521,3600,1574,4518,360,2503,1655,4402,341,2799,1262,11594
03119,10625,1928,7440,1257,11056,1917,7461,1678,1405,255,1057,93,1395,239,1052,104,21681
03120,4094,545,2509,1040,3962,500,2536,926,2630,269,1540,821,2546,258,1649,639,8056
03121,15688,2363,10870,2455,15299,2317,10393,2589,3898,372,2617,909,3681,331,2671,679,30987
03122,25664,4737,18399,2528,25843,4572,18132,3139,1820,292,1463,65,1820,288,1451,81,51507
03123,5032,877,3492,663,4876,801,3307,768,468,89,331,48,453,69,341,43,9908
03124,335,32,211,92,311,28,175,108,47,2,33,12,47,2,38,7,646
03125,343,40,234,69,302,40,189,73,149,16,111,22,114,11,82,21,645
03127,398,45,256,97,374,39,208,127,170,19,128,23,137,7,106,24,772
03128,7241,863,4323,2055,6995,784,4337,1874,4796,387,2709,1700,4532,369,2740,1423,14236
03129,883,107,606,170,794,105,531,158,163,12,99,52,148,11,96,41,1677
03130,33,3,17,13,32,2,12,18,5,0,5,0,7,1,4,2,65
03131,193,16,115,62,182,18,114,50,87,4,42,41,80,5,51,24,375
03132,395,46,255,94,363,33,215,115,79,16,51,12,62,8,47,7,758
03133,52035,7273,34231,10531,49346,6690,32134,10522,28702,3139,19513,6050,25580,2871,17336,5373,101381
03134,94,2,56,36,92,6,45,41,9,1,2,6,9,1,4,4,186
03135,142,6,96,40,157,8,93,56,16,1,11,4,19,0,18,1,299
03136,353,38,223,92,318,14,184,120,56,9,37,10,63,6,44,13,671
03137,468,46,289,133,529,52,290,187,88,12,62,14,87,13,62,12,997
03138,2520,384,1784,352,2327,335,1528,464,656,63,527,66,463,58,342,63,4847
03139,16327,2533,11644,2150,16207,2391,11101,2715,3569,381,2749,439,3213,418,2429,366,32534
03140,17469,3090,12122,2257,17459,2773,11548,3138,1585,308,1243,34,1385,262,1080,43,34928
03901,1583,148,910,525,1684,177,1010,497,991,58,482,451,1022,59,587,376,3267
03902,11193,1771,7420,2002,10231,1678,6686,1867,5364,619,3461,1284,4586,551,3022,1013,
03903,2385,424,1615,346,2351,403,1585,363,879,128,610,141,880,133,636,111,
03904,881,153,626,102,827,142,580,105,65,13,45,7,70,13,54,3,
