codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros varones,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03023,901,130,598,173,901,125,543,233,60,20,39,1,59,9,49,1,1802
03024,2690,490,1789,411,2616,436,1673,507,254,30,212,12,159,25,128,6,5306
03025,771,121,536,114,722,107,490,125,150,13,95,42,145,13,102,30,1493
03026,801,125,542,134,814,119,522,173,191,27,131,33,171,23,119,29,1615
03027,108,9,71,28,100,9,59,32,30,5,21,4,18,5,13,0,208
03028,664,86,410,168,660,78,370,212,35,2,33,0,34,4,28,2,1324
03029,293,24,190,79,270,11,170,89,129,8,87,34,111,3,84,24,563
03030,541,57,332,152,572,76,339,157,259,19,144,96,275,31,166,78,1113
03031,34062,5046,24238,4778,33565,4599,23516,5450,9405,1113,7052,1240,8503,1057,6378,1068,67627
03032,57,1,41,15,70,3,37,30,0,0,0,0,0,0,0,0,127
03033,91,12,54,25,84,11,52,21,16,2,13,1,11,1,9,1,175
03034,1754,248,1161,345,1787,252,1217,318,996,108,650,238,984,106,702,176,3541
03035,419,38,282,99,428,53,247,128,6,0,4,2,8,1,7,0,847
03036,46,2,35,9,52,7,37,8,1,0,1,0,2,1,1,0,98
03037,227,15,157,55,241,20,155,66,59,2,48,9,50,2,41,7,468
03038,212,20,136,56,221,18,124,79,7,1,5,1,8,0,7,1,433
03039,81,9,54,18,56,5,36,15,8,2,4,2,7,0,6,1,137
03040,190,19,130,41,199,23,109,67,45,6,27,12,58,11,30,17,389
03041,6315,792,4037,1486,6109,776,3855,1478,2817,241,1685,891,2583,224,1614,745,12424
03042,2181,241,1385,555,2095,251,1356,488,1425,136,890,399,1337,133,918,286,4276
03043,1800,290,1202,308,1847,279,1201,367,73,14,52,7,68,13,51,4,3647
03044,3218,580,2261,377,3085,600,2037,448,536,84,414,38,397,70,305,22,6303
03045,200,15,126,59,190,22,114,54,74,7,51,16,75,12,50,13,390
03046,1335,187,911,237,1308,217,887,204,524,47,331,146,514,57,358,99,2643
03047,13565,1680,8230,3655,12817,1552,7679,3586,8155,586,4514,3055,7606,574,4154,2878,26382
03048,4148,629,2958,561,3791,649,2426,716,1225,163,1019,43,862,187,636,39,7939
03049,8885,1618,6104,1163,8481,1518,5495,1468,1305,227,1063,15,894,220,659,15,17366
03050,12215,2151,8329,1735,12459,2068,8453,1938,2303,277,1494,532,2295,242,1588,465,24674
03051,201,31,130,40,208,32,121,55,7,2,5,0,7,1,6,0,409
03052,580,87,373,120,623,102,391,130,19,2,17,0,15,2,13,0,1203
03053,4728,789,3291,648,4603,726,3106,771,648,52,509,87,545,63,427,55,9331
03054,239,18,141,80,248,16,123,109,32,2,25,5,30,3,25,2,487
03055,3829,662,2669,498,3701,672,2476,553,881,104,682,95,750,113,578,59,7530
03056,5514,823,3841,850,5629,782,3626,1221,282,53,212,17,252,45,193,14,11143
03057,139,6,86,47,117,11,54,52,8,0,6,2,13,0,11,2,256
03058,3305,575,2314,416,3159,556,2139,464,383,60,320,3,267,46,218,3,6464
03059,14341,2511,10203,1627,13474,2500,9009,1965,1859,255,1534,70,1098,239,811,48,27815
03060,71,3,51,17,74,0,39,35,6,0,6,0,4,0,3,1,145
03061,852,146,554,152,824,133,529,162,222,23,155,44,226,36,164,26,1676
03062,182,14,120,48,172,10,119,43,81,2,63,16,84,3,65,16,354
03063,20823,3614,14171,3038,20768,3205,14020,3543,6089,788,4079,1222,5738,690,3990,1058,41591
03064,3487,654,2290,543,3299,566,2115,618,457,80,336,41,329,53,248,28,6786
03065,109595,18722,78440,12433,109437,17815,75553,16069,11728,1804,9684,240,9297,1807,7228,262,219032
03066,27054,4518,18822,3714,28084,4134,18696,5254,1569,272,1271,26,1439,228,1180,31,55138
03067,48,4,27,17,45,3,24,18,1,0,1,0,0,0,0,0,93
03068,25,0,15,10,29,2,9,18,4,0,3,1,7,0,2,5,54
03069,2131,272,1562,297,2041,285,1444,312,848,92,614,142,826,106,594,126,4172
03070,1627,276,1114,237,1546,271,1009,266,541,74,416,51,421,67,317,37,3173
03071,2860,474,1954,432,2691,416,1723,552,510,90,385,35,371,74,269,28,5551
03072,172,18,120,34,175,20,102,53,1,0,1,0,1,0,0,1,347
03073,131,21,80,30,119,5,71,43,3,0,3,0,3,0,3,0,250
03074,1082,155,750,177,1011,152,664,195,121,16,102,3,60,7,52,1,2093
03075,103,11,69,23,101,16,66,19,16,4,11,1,16,2,14,0,204
03076,7230,1096,4825,1309,7031,1026,4636,1369,2529,309,1723,497,2266,280,1626,360,14261
03077,1161,132,755,274,1151,148,730,273,388,47,253,88,346,33,267,46,2312
03078,570,47,382,141,539,49,367,123,281,20,186,75,282,25,207,50,1109
03079,11673,1980,8250,1443,11687,1835,7970,1882,912,171,733,8,776,156,611,9,23360
03080,904,168,585,151,909,166,571,172,124,14,96,14,142,26,98,18,1813
03081,1480,218,975,287,1466,202,975,289,637,83,424,130,627,89,448,90,2946
03082,14851,2113,9651,3087,14428,2074,9243,3111,7925,894,4821,2210,7503,877,4676,1950,29279
03083,3664,572,2446,646,3932,541,2470,921,282,44,217,21,283,61,203,19,7596
03084,369,44,239,86,374,62,197,115,20,2,15,3,20,4,13,3,743
03085,478,47,311,120,472,43,324,105,308,24,197,87,297,17,212,68,950
03086,88,9,57,22,98,4,72,22,15,0,12,3,17,1,15,1,186
03088,3225,544,2236,445,2932,490,1957,485,383,26,339,18,229,29,197,3,6157
03089,6386,1022,4342,1022,6455,936,4155,1364,566,100,437,29,507,104,377,26,12841
03090,9706,1867,6847,992,9558,1676,6629,1253,991,157,685,149,912,139,637,136,19264
03091,259,18,159,82,303,25,177,101,131,4,93,34,133,7,101,25,562
03092,4191,732,2885,574,4255,744,2754,757,247,39,192,16,206,43,151,12,8446
03093,13115,2400,9062,1653,13220,2318,8663,2239,1125,182,928,15,838,161,657,20,26335
03094,7155,1074,4840,1241,6851,1010,4657,1184,3095,309,1875,911,3059,297,1983,779,14006
03095,3027,471,2143,413,2977,470,1997,510,440,67,337,36,362,67,264,31,6004
03096,3721,623,2601,497,3745,553,2527,665,233,43,183,7,184,36,144,4,7466
03097,1162,147,687,328,1199,118,751,330,596,55,323,218,581,51,353,177,2361
03098,363,43,251,69,356,33,244,79,109,13,72,24,97,9,73,15,719
03099,39589,6330,26317,6942,38390,6054,25177,7159,14485,1560,9730,3195,12825,1560,8938,2327,77979
03100,506,56,328,122,513,58,331,124,194,15,132,47,189,13,138,38,1019
03101,3422,489,2305,628,3435,475,2227,733,796,90,530,176,710,67,497,146,6857
03102,5534,789,3553,1192,5187,645,3287,1255,1076,84,657,335,772,60,524,188,10721
03103,171,9,111,51,163,12,86,65,6,1,5,0,3,0,2,1,334
03104,16517,3122,11642,1753,16509,2922,11260,2327,579,93,475,11,620,101,503,16,33026
03105,3702,717,2449,536,3613,634,2280,699,438,102,308,28,364,73,271,20,7315
03106,406,43,271,92,393,35,245,113,38,4,29,5,37,1,31,5,799
03107,1850,253,1325,272,1786,251,1244,291,637,63,475,99,592,63,458,71,3636
03109,1959,439,1305,215,1846,367,1196,283,275,78,194,3,199,64,133,2,3805
03110,289,31,186,72,299,37,185,77,131,7,82,42,130,9,93,28,588
03111,3491,691,2396,404,3334,625,2165,544,421,82,334,5,276,48,224,4,6825
03112,531,61,352,118,515,65,322,128,168,20,135,13,137,26,103,8,1046
03113,8234,856,5158,2220,7753,795,5108,1850,5806,448,3596,1762,5290,386,3667,1237,15987
03114,1243,179,828,236,1164,129,760,275,252,31,179,42,233,25,179,29,2407
03115,224,17,151,56,240,26,147,67,74,2,56,16,68,5,57,6,464
03116,773,127,516,130,725,121,467,137,117,28,78,11,99,14,77,8,1498
03117,329,48,207,74,355,34,228,93,103,9,64,30,98,8,71,19,684
03118,4866,480,2921,1465,4731,481,3074,1176,3588,280,2094,1214,3508,290,2326,892,9597
03119,9989,1791,6998,1200,10441,1802,7015,1624,1070,199,799,72,1101,201,813,87,20430
03120,3632,506,2308,818,3472,437,2311,724,2189,229,1354,606,2082,212,1425,445,7104
03121,13823,2097,9646,2080,13698,2071,9375,2252,3016,285,2084,647,2936,274,2188,474,27521
03122,23820,4419,17008,2393,23886,4329,16625,2932,1493,236,1201,56,1373,232,1073,68,47706
03123,4819,863,3322,634,4758,810,3211,737,337,68,236,33,337,55,255,27,9577
03124,332,34,216,82,318,33,178,107,50,4,37,9,53,5,44,4,650
03125,358,50,244,64,291,37,182,72,163,25,118,20,108,10,81,17,649
03127,383,46,231,106,368,46,199,123,141,22,97,22,119,12,88,19,751
03128,6493,753,3945,1795,6252,716,3925,1611,4070,286,2336,1448,3815,308,2334,1173,12745
03129,819,109,558,152,753,104,499,150,127,6,83,38,113,8,82,23,1572
03130,23,2,12,9,20,0,11,9,4,0,4,0,6,0,4,2,43
03131,171,12,109,50,175,17,111,47,77,4,42,31,73,7,45,21,346
03132,374,46,232,96,359,37,206,116,39,8,24,7,39,5,29,5,733
03133,47714,6479,32093,9142,44320,5917,29260,9143,24989,2464,17643,4882,21348,2178,14921,4249,92034
03134,86,2,52,32,93,5,47,41,8,0,2,6,6,1,2,3,179
03135,147,8,93,46,162,11,92,59,12,0,9,3,16,0,15,1,309
03136,338,29,211,98,285,14,161,110,45,6,35,4,51,4,40,7,623
03137,442,37,277,128,506,54,278,174,68,7,50,11,66,7,47,12,948
03138,2328,377,1623,328,2210,327,1450,433,486,50,390,46,349,55,260,34,4538
03139,14640,2289,10349,2002,14623,2130,9893,2600,2521,278,1887,356,2217,301,1624,292,29263
03140,16998,3051,11702,2245,17188,2766,11290,3132,1131,251,863,17,1055,212,811,32,34186
03901,1385,117,821,447,1480,148,918,414,835,48,414,373,886,53,532,301,2865
03902,10377,1665,7038,1674,9201,1538,6120,1543,4798,547,3279,972,3785,434,2611,740,
03903,1851,360,1245,246,1803,337,1179,287,429,77,313,39,395,67,290,38,
03904,725,119,512,94,676,115,462,99,38,6,29,3,31,4,25,2,
