codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros varones,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03043,1734,284,1155,295,1816,272,1186,358,48,5,41,2,35,2,28,5,3550
03044,2749,542,1895,312,2672,521,1754,397,188,36,149,3,133,32,97,4,5421
03045,181,14,113,54,176,22,104,50,57,6,41,10,59,11,38,10,357
03046,1010,163,696,151,988,194,647,147,238,26,149,63,225,29,153,43,1998
03047,11416,1483,6967,2966,11030,1432,6688,2910,6355,475,3449,2431,6066,473,3311,2282,22446
03048,4294,591,3097,606,3766,549,2468,749,1355,127,1160,68,817,128,629,60,8060
03049,8287,1481,5688,1118,8088,1430,5258,1400,634,72,557,5,394,77,312,5,16375
03050,10705,1888,7402,1415,11056,1865,7518,1673,1566,197,972,397,1711,215,1112,384,21761
03051,202,27,131,44,212,38,117,57,1,0,1,0,5,0,5,0,414
03052,571,75,378,118,608,100,366,142,28,1,27,0,19,3,16,0,1179
03053,4129,741,2814,574,4064,684,2699,681,212,19,186,7,137,22,109,6,8193
03054,229,17,131,81,236,15,115,106,11,0,9,2,7,0,7,0,465
03055,2832,508,1957,367,2764,511,1805,448,173,25,143,5,109,28,77,4,5596
03056,5259,799,3654,806,5414,779,3455,1180,151,24,124,3,131,22,106,3,10673
03057,184,12,119,53,141,18,73,50,17,1,13,3,24,2,20,2,325
03058,3293,590,2328,375,3062,586,2058,418,359,44,314,1,197,34,160,3,6355
03059,13325,2388,9427,1510,12935,2410,8656,1869,958,153,773,32,598,145,436,17,26260
03060,83,6,51,26,77,0,35,42,8,0,6,2,5,0,4,1,160
03061,666,131,423,112,606,99,376,131,70,13,54,3,37,11,25,1,1272
03062,116,8,76,32,106,7,70,29,25,1,20,4,20,0,19,1,222
03063,18644,3152,12778,2714,19129,2916,12870,3343,4586,553,3007,1026,4628,532,3127,969,37773
03064,3346,672,2179,495,3215,591,2038,586,325,71,240,14,229,53,162,14,6561
03065,103170,18129,73411,11630,103993,17050,71750,15193,6093,903,5048,142,4955,844,3965,146,207163
03066,26420,4369,18506,3545,27666,4170,18509,4987,1233,237,980,16,1178,221,943,14,54086
03067,59,5,32,22,53,3,30,20,1,0,0,1,1,0,0,1,112
03068,31,0,19,12,40,2,14,24,5,0,4,1,8,0,3,5,71
03069,1451,200,1034,217,1407,205,947,255,460,56,325,79,454,69,314,71,2858
03070,1202,214,806,182,1201,237,739,225,160,26,124,10,107,18,79,10,2403
03071,2588,423,1758,407,2532,355,1629,548,264,50,181,33,198,26,154,18,5120
03072,154,16,99,39,175,14,94,67,0,0,0,0,2,0,0,2,329
03073,131,23,72,36,121,10,63,48,0,0,0,0,2,0,2,0,252
03074,1045,144,731,170,994,131,674,189,87,17,68,2,40,10,30,0,2039
03075,98,14,64,20,96,11,69,16,13,2,11,0,11,0,11,0,194
03076,5842,918,3974,950,5745,848,3844,1053,1391,160,992,239,1227,151,918,158,11587
03077,875,107,561,207,895,127,536,232,137,14,97,26,113,11,89,13,1770
03078,369,47,246,76,340,32,227,81,70,5,52,13,64,5,51,8,709
03079,11332,1997,7984,1351,11412,1839,7779,1794,675,141,531,3,560,123,435,2,22744
03080,822,152,537,133,816,148,515,153,56,6,44,6,49,5,37,7,1638
03081,1187,192,742,253,1217,156,781,280,366,54,223,89,391,47,272,72,2404
03082,14375,1879,9120,3376,14118,1852,8821,3445,7716,707,4449,2560,7313,660,4300,2353,28493
03083,3492,555,2317,620,3877,544,2406,927,123,18,90,15,138,18,102,18,7369
03084,366,46,232,88,369,63,194,112,5,0,5,0,6,1,4,1,735
03085,380,36,246,98,377,38,249,90,216,16,132,68,202,9,145,48,757
03086,87,5,60,22,91,2,66,23,5,0,4,1,6,0,6,0,178
03088,2976,567,1992,417,2729,491,1776,462,213,24,184,5,126,10,113,3,5705
03089,6117,1031,4081,1005,6252,921,4012,1319,295,44,239,12,252,43,199,10,12369
03090,8435,1607,5925,903,8536,1561,5762,1213,583,85,401,97,599,102,386,111,16971
03091,212,21,125,66,234,17,131,86,73,6,51,16,64,2,49,13,446
03092,3816,647,2639,530,3836,652,2482,702,121,17,97,7,83,13,66,4,7652
03093,12721,2298,8825,1598,12678,2183,8356,2139,854,112,732,10,559,113,429,17,25399
03094,5791,708,3671,1412,5731,654,3667,1410,2955,194,1616,1145,3073,193,1803,1077,11522
03095,2902,452,2079,371,2810,427,1891,492,318,34,249,35,231,33,171,27,5712
03096,3562,621,2459,482,3582,574,2384,624,139,27,107,5,104,17,86,1,7144
03097,889,101,536,252,935,82,566,287,329,9,166,154,339,14,181,144,1824
03098,144,24,98,22,141,26,89,26,71,11,47,13,58,11,39,8,285
03099,34354,5566,23254,5534,33377,5211,22135,6031,9696,896,6775,2025,8170,866,5887,1417,67731
03100,438,40,285,113,458,53,284,121,135,9,82,44,135,10,90,35,896
03101,3230,459,2161,610,3253,447,2088,718,616,57,402,157,530,45,355,130,6483
03102,5500,777,3577,1146,5159,651,3287,1221,863,41,558,264,554,36,390,128,10659
03103,183,16,120,47,175,14,99,62,4,2,2,0,5,2,3,0,358
03104,15601,3062,10886,1653,15654,2824,10631,2199,408,71,333,4,418,66,341,11,31255
03105,3333,609,2224,500,3312,572,2073,667,196,30,159,7,162,27,127,8,6645
03106,393,45,254,94,396,41,230,125,19,7,10,2,16,3,11,2,789
03107,1258,164,836,258,1231,167,778,286,367,38,254,75,307,27,224,56,2489
03109,1781,378,1199,204,1725,329,1129,267,139,22,117,0,93,17,75,1,3506
03110,247,35,161,51,251,30,153,68,94,7,69,18,90,8,65,17,498
03111,3048,570,2113,365,2908,522,1872,514,194,31,159,4,94,23,70,1,5956
03112,429,52,263,114,427,46,255,126,71,16,53,2,60,11,47,2,856
03113,5363,640,3258,1465,5318,607,3323,1388,3015,246,1732,1037,2925,235,1869,821,10681
03114,1080,160,693,227,1042,125,654,263,93,5,77,11,89,5,72,12,2122
03115,206,21,135,50,215,20,134,61,40,3,30,7,36,1,30,5,421
03116,706,120,477,109,682,124,415,143,68,16,50,2,60,12,45,3,1388
03117,281,36,176,69,319,34,212,73,73,5,49,19,61,8,46,7,600
03118,2890,318,1762,810,2810,330,1776,704,1670,111,986,573,1632,140,1045,447,5700
03119,8893,1716,6098,1079,9214,1607,6147,1460,682,154,465,63,676,142,466,68,18107
03120,2731,411,1776,544,2602,359,1738,505,1292,132,837,323,1206,127,840,239,5333
03121,11157,1896,7751,1510,11096,1839,7473,1784,1294,146,925,223,1303,135,983,185,22253
03122,21208,4028,15079,2101,21439,3886,14830,2723,802,146,616,40,771,143,578,50,42647
03123,4497,866,3074,557,4456,780,2962,714,131,25,97,9,126,19,102,5,8953
03124,303,28,199,76,288,26,158,104,34,3,26,5,31,3,25,3,591
03125,285,37,183,65,257,33,155,69,84,11,54,19,68,9,46,13,542
03127,373,42,218,113,363,48,184,131,92,13,61,18,84,12,56,16,736
03128,6211,648,3773,1790,6088,652,3801,1635,3867,235,2140,1492,3725,244,2235,1246,12299
03129,678,108,446,124,621,90,399,132,49,6,32,11,45,4,33,8,1299
03130,22,1,10,11,16,1,10,5,3,0,3,0,3,0,2,1,38
03131,148,13,93,42,155,20,96,39,47,1,22,24,47,4,30,13,303
03132,368,43,234,91,341,44,188,109,17,4,12,1,16,4,10,2,709
03133,39515,5080,25696,8739,38428,4781,25130,8517,18724,1566,12244,4914,17367,1400,11669,4298,77943
03134,89,1,51,37,87,2,44,41,6,0,2,4,4,0,4,0,176
03135,161,13,96,52,162,13,87,62,12,0,11,1,10,0,10,0,323
03136,310,21,200,89,285,15,157,113,25,5,19,1,34,4,24,6,595
03137,416,35,260,121,468,52,249,167,25,1,18,6,16,0,12,4,884
03138,2061,322,1445,294,2010,279,1326,405,261,26,219,16,185,28,140,17,4071
03139,13219,2228,9153,1838,13214,2056,8764,2394,1614,163,1179,272,1330,171,941,218,26433
03140,16555,3041,11251,2263,16900,2825,10969,3106,788,144,631,13,736,142,576,18,33455
03901,1092,86,687,319,1182,128,731,323,619,39,339,241,670,38,418,214,2274
03902,8036,1326,5612,1098,6922,1276,4590,1056,2899,293,2125,481,1898,212,1346,340,14958
03903,1514,291,1012,211,1450,288,906,256,193,24,150,19,137,19,100,18,2964
03904,696,135,481,80,642,126,424,92,31,4,27,0,14,2,11,1,1338
