codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03084,335,38,200,97,341,26,196,119,18,1,10,7,24,1,15,8,676
03086,110,8,73,29,100,6,73,21,31,1,21,9,26,2,22,2,210
03088,4002,643,2833,526,3656,628,2449,579,587,47,474,66,385,42,295,48,7658
03089,6202,983,4134,1085,6258,870,3960,1428,449,57,333,59,427,56,323,48,12460
03903,2503,399,1562,542,2463,385,1551,527,933,98,515,320,962,125,573,264,4966
03091,246,22,119,105,263,21,129,113,114,3,53,58,111,5,57,49,509
03092,4537,809,3091,637,4577,793,2947,837,416,82,301,33,353,75,247,31,9114
03090,12107,2428,8281,1398,12125,2239,8204,1682,1355,205,889,261,1364,190,921,253,24232
03093,13062,2281,8890,1891,13230,2186,8583,2461,1195,197,972,26,972,179,758,35,26292
03094,10149,1691,6551,1907,9880,1516,6437,1927,4176,402,2382,1392,4284,388,2540,1356,20029
03095,3329,596,2269,464,3303,530,2190,583,526,95,395,36,524,86,395,43,6632
03096,3789,613,2607,569,3776,562,2486,728,298,30,246,22,255,21,215,19,7565
03097,1100,136,561,403,1116,103,594,419,530,31,219,280,508,23,233,252,2216
03099,41747,6369,26070,9308,41670,6152,25610,9908,15818,1606,9078,5134,15210,1606,9041,4563,83417
03098,442,47,299,96,433,48,273,112,150,7,86,57,146,10,91,45,875
03100,501,52,284,165,519,56,284,179,216,12,109,95,207,10,113,84,1020
03101,3712,567,2372,773,3726,548,2280,898,879,102,469,308,824,94,483,247,7438
03102,5115,779,3227,1109,5029,680,3037,1312,784,90,440,254,698,69,423,206,10144
03103,163,13,98,52,161,17,98,46,9,0,8,1,11,2,8,1,324
03104,17331,3200,12026,2105,17423,3010,11742,2671,498,54,421,23,506,47,441,18,34754
03902,11121,1844,6995,2282,10467,1747,6396,2324,4744,584,2718,1442,4164,513,2365,1286,21588
03105,3864,665,2588,611,3799,612,2446,741,547,78,368,101,527,62,386,79,7663
03106,409,42,259,108,369,30,215,124,51,5,30,16,46,3,31,12,778
03901,1618,131,833,654,1732,152,926,654,981,42,390,549,1044,49,464,531,3350
03107,2198,380,1499,319,2115,354,1419,342,710,101,463,146,653,79,465,109,4313
03060,62,5,42,15,53,1,28,24,2,0,2,0,1,0,1,0,115
03109,2082,447,1390,245,2056,422,1299,335,329,105,212,12,319,112,199,8,4138
03110,328,39,172,117,331,38,170,123,154,9,61,84,156,7,63,86,659
03111,3927,736,2735,456,3696,675,2442,579,549,123,416,10,442,103,327,12,7623
03112,631,58,413,160,627,87,375,165,248,13,171,64,258,34,172,52,1258
03113,9531,992,4771,3768,9293,866,4891,3536,6911,533,3071,3307,6758,470,3360,2928,18824
03114,1282,185,792,305,1183,151,720,312,275,17,155,103,273,23,164,86,2465
03115,210,16,114,80,198,9,100,89,67,3,25,39,62,2,26,34,408
03116,801,114,533,154,782,119,499,164,97,12,56,29,82,5,51,26,1583
03118,4640,410,2258,1972,4597,395,2359,1843,3152,201,1300,1651,3235,201,1533,1501,9237
03904,975,156,698,121,916,148,642,126,94,8,70,16,96,13,72,11,1891
03120,3451,453,1849,1149,3460,401,1951,1108,1951,190,845,916,2032,169,1054,809,6911
03122,27724,5393,19146,3185,28222,5029,19205,3988,1764,239,1459,66,1869,255,1516,98,55946
03117,322,40,176,106,348,37,186,125,110,3,46,61,113,6,57,50,670
03119,11054,2001,7529,1524,11750,2004,7742,2004,1160,179,884,97,1260,172,978,110,22804
03121,15888,2575,10669,2644,15641,2469,10173,2999,2956,291,1800,865,2821,267,1815,739,31529
03123,4905,799,3371,735,4836,789,3163,884,295,34,204,57,289,25,214,50,9741
03124,313,26,200,87,271,25,142,104,36,3,18,15,33,0,20,13,584
03125,326,49,198,79,296,41,170,85,111,17,63,31,94,8,57,29,622
03127,355,37,226,92,331,41,170,120,146,15,103,28,119,11,77,31,686
03128,5884,807,3225,1852,5940,736,3366,1838,3395,326,1599,1470,3395,289,1765,1341,11824
03129,866,113,556,197,791,93,511,187,124,6,52,66,130,2,78,50,1657
03130,32,1,17,14,27,1,7,19,3,0,2,1,2,0,0,2,59
03131,162,10,88,64,155,17,82,56,63,1,24,38,61,6,26,29,317
03132,386,39,258,89,357,28,213,116,79,13,45,21,72,4,52,16,743
03133,46089,6651,29476,9962,45326,6207,28097,11022,21483,2463,14362,4658,19951,2281,12963,4707,91415
03134,91,4,53,34,84,6,42,36,5,0,0,5,8,0,3,5,175
03136,315,26,201,88,280,33,146,101,54,7,36,11,50,4,32,14,595
03137,424,38,248,138,448,35,236,177,53,5,33,15,63,10,42,11,872
03135,135,8,87,40,119,8,65,46,12,0,6,6,10,0,7,3,254
03138,2349,360,1550,439,2339,317,1472,550,469,44,318,107,442,53,301,88,4688
03139,16978,2802,11795,2381,16973,2658,11264,3051,3554,515,2647,392,3336,494,2468,374,
03140,17233,3014,11787,2432,17297,2751,11290,3256,1194,241,909,44,1095,227,812,56,
03141,1411,194,860,357,1382,179,833,370,565,52,339,174,551,55,343,153,
