codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros varones,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03031,36282,4991,25333,5958,35780,4638,24467,6675,12969,1547,9523,1899,11680,1444,8543,1693,72062
03032,57,2,42,13,58,2,37,19,1,0,1,0,1,0,1,0,115
03033,103,14,57,32,98,17,59,22,22,1,15,6,19,3,15,1,201
03034,2065,259,1251,555,2088,268,1299,521,1253,114,704,435,1223,99,756,368,4153
03035,405,39,258,108,406,39,227,140,21,1,15,5,26,0,23,3,811
03036,41,3,30,8,56,8,36,12,0,0,0,0,2,0,2,0,97
03037,243,20,164,59,269,22,183,64,61,2,41,18,61,2,47,12,512
03038,203,24,127,52,205,9,124,72,12,1,8,3,19,0,14,5,408
03039,71,6,48,17,58,5,36,17,11,2,7,2,10,0,8,2,129
03040,205,19,136,50,215,28,109,78,53,4,31,18,67,7,31,29,420
03041,6781,809,4061,1911,6755,829,4021,1905,3274,245,1737,1292,3204,271,1788,1145,13536
03042,2792,306,1544,942,2776,323,1592,861,1977,174,1010,793,1965,187,1136,642,5568
03043,1825,294,1214,317,1913,308,1215,390,90,19,64,7,87,20,61,6,3738
03044,3473,619,2412,442,3315,641,2147,527,664,91,490,83,537,100,376,61,6788
03045,234,19,144,71,220,22,144,54,96,8,62,26,100,11,73,16,454
03046,1658,247,1055,356,1656,254,1084,318,720,71,396,253,691,51,446,194,3314
03047,15112,1856,8907,4349,14606,1669,8502,4435,9501,783,5083,3635,9114,693,4838,3583,29718
03048,4048,675,2771,602,3846,631,2468,747,1159,158,923,78,914,152,700,62,7894
03049,9105,1793,6125,1187,8874,1606,5681,1587,1596,411,1151,34,1289,333,929,27,17979
03050,13567,2237,9002,2328,13778,2160,9106,2512,2724,251,1733,740,2749,246,1848,655,27345
03051,221,29,149,43,217,28,130,59,10,2,8,0,10,1,9,0,438
03052,604,106,380,118,631,105,391,135,18,5,13,0,17,0,16,1,1235
03053,5335,852,3629,854,5206,774,3462,970,998,109,644,245,909,106,621,182,10541
03054,259,22,158,79,257,18,130,109,52,7,30,15,47,4,32,11,516
03055,4647,858,3051,738,4445,761,2898,786,1378,206,904,268,1261,169,874,218,9092
03056,5844,902,3996,946,5757,814,3730,1213,505,70,395,40,420,75,304,41,11601
03057,178,10,113,55,137,8,78,51,31,4,20,7,36,2,29,5,315
03058,3595,658,2455,482,3434,602,2316,516,564,98,454,12,469,90,370,9,7029
03059,14502,2694,9972,1836,13860,2596,9093,2171,1879,382,1395,102,1419,371,971,77,28362
03060,55,3,33,19,59,0,28,31,4,0,4,0,4,0,3,1,114
03061,1003,158,653,192,985,153,619,213,342,41,213,88,352,43,240,69,1988
03062,370,22,240,108,356,21,238,97,258,12,162,84,243,12,165,66,726
03063,22048,3753,14744,3551,22678,3447,15017,4214,6725,867,4338,1520,6779,776,4542,1461,44726
03064,3687,671,2410,606,3711,668,2336,707,636,132,412,92,634,139,418,77,7398
03065,114904,20062,80997,13845,115450,19185,78276,17989,15181,2567,12171,443,13014,2450,10084,480,230354
03066,26783,4448,18326,4009,27827,3983,18204,5640,1762,312,1417,33,1674,293,1340,41,54610
03067,53,3,33,17,55,2,33,20,2,0,2,0,2,0,2,0,108
03068,31,0,19,12,31,1,16,14,4,0,2,2,7,0,2,5,62
03069,3489,494,2472,523,3318,533,2288,497,1651,210,1124,317,1628,226,1132,270,6807
03070,2246,351,1543,352,2143,321,1448,374,1062,139,761,162,913,108,664,141,4389
03071,3206,508,2136,562,3077,475,1942,660,781,117,524,140,711,106,490,115,6283
03072,231,26,152,53,211,17,138,56,28,0,15,13,34,2,22,10,442
03073,135,17,84,34,119,9,72,38,7,0,6,1,5,1,4,0,254
03074,1297,203,905,189,1166,194,760,212,192,31,160,1,151,25,124,2,2463
03075,123,6,90,27,117,14,78,25,32,2,27,3,31,1,27,3,240
03076,8472,1204,5356,1912,8391,1127,5327,1937,3477,386,2120,971,3335,350,2163,822,16863
03077,1528,146,993,389,1482,149,981,352,722,49,446,227,651,35,473,143,3010
03078,641,54,390,197,576,55,365,156,321,18,172,131,318,24,202,92,1217
03079,11870,2005,8250,1615,11813,1846,7919,2048,945,173,762,10,834,182,640,12,23683
03080,1048,187,672,189,1054,170,659,225,244,34,161,49,260,33,176,51,2102
03081,1677,241,1054,382,1643,222,1039,382,824,100,514,210,804,102,536,166,3320
03082,16277,2285,9947,4045,16192,2210,9813,4169,8991,967,5003,3021,8892,904,5170,2818,32469
03083,3596,574,2407,615,3833,492,2394,947,326,43,245,38,319,54,229,36,7429
03084,381,42,240,99,373,39,218,116,35,6,23,6,33,4,23,6,754
03085,527,44,309,174,543,46,342,155,358,20,201,137,368,17,235,116,1070
03086,107,8,74,25,108,7,74,27,27,1,20,6,28,2,21,5,215
03088,4111,671,2914,526,3660,623,2474,563,674,60,543,71,456,51,361,44,7771
03089,6398,1028,4317,1053,6475,915,4152,1408,645,97,495,53,589,94,447,48,12873
03090,11827,2366,8201,1260,11695,2125,8040,1530,1441,225,965,251,1417,190,987,240,23522
03091,292,24,162,106,317,25,175,117,159,7,91,61,158,7,97,54,609
03092,4477,770,3096,611,4528,782,2940,806,369,57,285,27,309,58,227,24,9005
03093,13377,2392,9181,1804,13496,2369,8776,2351,1391,218,1145,28,1059,192,840,27,26873
03094,9459,1618,6185,1656,9134,1399,6082,1653,3915,421,2274,1220,3960,384,2440,1136,18593
03095,3335,548,2331,456,3309,537,2205,567,632,101,480,51,596,114,435,47,6644
03096,3914,640,2729,545,3839,554,2580,705,375,44,311,20,314,36,261,17,7753
03097,1292,139,677,476,1314,120,731,463,736,50,330,356,727,51,386,290,2606
03098,461,47,318,96,437,44,291,102,172,13,102,57,149,8,105,36,898
03099,44716,6763,28316,9637,43998,6417,27755,9826,19122,1966,11505,5651,18021,1931,11359,4731,88714
03100,547,63,323,161,576,70,338,168,245,23,139,83,242,15,158,69,1123
03101,3781,548,2473,760,3878,563,2409,906,1039,122,603,314,1038,127,651,260,7659
03102,5694,849,3547,1298,5422,705,3308,1409,1329,124,739,466,1044,98,644,302,11116
03103,177,12,117,48,155,14,91,50,14,1,11,2,8,0,7,1,332
03104,17324,3275,12093,1956,17402,3057,11826,2519,625,85,522,18,693,104,567,22,34726
03105,4014,725,2680,609,3890,643,2509,738,675,112,473,90,636,89,473,74,7904
03106,430,47,272,111,406,34,250,122,63,7,37,19,55,1,40,14,836
03107,2287,365,1592,330,2187,327,1503,357,846,103,580,163,798,81,581,136,4474
03109,2111,470,1407,234,2051,447,1297,307,389,126,250,13,345,119,220,6,4162
03110,365,38,206,121,381,41,218,122,191,8,88,95,191,8,107,76,746
03111,3889,706,2736,447,3633,648,2414,571,592,107,474,11,464,89,362,13,7522
03112,674,64,471,139,664,85,432,147,286,25,214,47,277,39,205,33,1338
03113,11026,1051,6229,3746,10557,929,6373,3255,8451,600,4554,3297,8012,512,4863,2637,21583
03114,1334,196,844,294,1220,149,769,302,318,32,196,90,301,21,209,71,2554
03115,233,19,135,79,221,12,124,85,84,6,43,35,77,2,47,28,454
03116,799,98,551,150,760,92,521,147,103,8,67,28,92,5,70,17,1559
03117,354,37,219,98,363,36,214,113,132,4,78,50,135,13,83,39,717
03118,6249,546,3288,2415,6105,515,3457,2133,4812,349,2343,2120,4777,338,2637,1802,12354
03119,10973,2006,7593,1374,11581,1986,7747,1848,1410,238,1065,107,1516,242,1156,118,22554
03120,3967,526,2259,1182,3895,450,2369,1076,2512,258,1285,969,2488,225,1477,786,7862
03121,16924,2524,11484,2916,16448,2464,10884,3100,4282,345,2707,1230,4057,350,2701,1006,33372
03122,27141,5127,19150,2864,27390,4827,18982,3581,1975,286,1610,79,1960,272,1578,110,54531
03123,5060,824,3534,702,4981,802,3356,823,479,77,336,66,474,55,352,67,10041
03124,340,32,225,83,296,26,158,112,58,6,40,12,42,1,27,14,636
03125,343,40,226,77,318,42,188,88,143,18,93,32,122,8,79,35,661
03127,417,47,263,107,392,42,223,127,193,21,138,34,152,9,112,31,809
03128,7418,908,4137,2373,7304,837,4205,2262,4970,422,2528,2020,4817,393,2654,1770,14722
03129,919,117,605,197,844,104,553,187,179,8,95,76,173,8,106,59,1763
03130,24,2,13,9,25,0,10,15,4,0,4,0,6,0,4,2,49
03131,196,19,105,72,187,17,110,60,87,4,36,47,86,5,47,34,383
03132,419,45,278,96,383,30,234,119,93,15,61,17,71,8,54,9,802
03133,51446,7019,32062,12365,50690,6602,31290,12798,27551,2879,17288,7384,26019,2685,16358,6976,102136
03134,96,2,55,39,91,6,48,37,9,0,1,8,8,0,4,4,187
03135,141,9,92,40,143,14,83,46,17,0,10,7,18,0,16,2,284
03136,360,35,227,98,334,33,183,118,72,14,46,12,77,11,49,17,694
03137,458,37,276,145,503,48,261,194,86,9,58,19,83,13,54,16,961
03138,2510,395,1718,397,2389,325,1554,510,615,63,460,92,496,62,342,92,4899
03139,16364,2800,11438,2126,16369,2538,11041,2790,3130,460,2383,287,3027,460,2280,287,32733
03140,17458,3036,12069,2353,17508,2832,11504,3172,1442,266,1128,48,1298,251,1001,46,34966
03901,1647,146,892,609,1747,161,1003,583,1035,50,461,524,1062,53,550,459,3394
03902,11866,1915,7425,2526,11101,1743,6926,2432,5722,677,3328,1717,5085,577,3046,1462,22967
03903,2615,433,1716,466,2584,421,1713,450,1095,147,691,257,1098,148,752,198,5199
03904,999,178,713,108,935,161,656,118,85,13,65,7,97,18,74,5,1934
