codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros varones,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03132,352,29,222,101,309,19,193,97,49,4,26,19,47,0,33,14,661
03133,41269,6353,26191,8725,42068,5871,25981,10216,16530,2283,10925,3322,16677,2111,10974,3592,83337
03134,92,6,54,32,75,9,39,27,7,0,0,7,4,0,1,3,167
03136,304,18,194,92,267,25,157,85,64,4,46,14,56,2,45,9,571
03137,427,51,232,144,419,30,221,168,60,8,36,16,59,8,40,11,846
03135,111,4,73,34,105,4,56,45,8,0,4,4,5,0,4,1,216
03138,2302,351,1513,438,2338,340,1441,557,411,42,297,72,419,55,294,70,4640
03139,17296,2799,11806,2691,17377,2602,11492,3283,3420,538,2453,429,3404,478,2519,407,34673
03140,17056,2925,11457,2674,16908,2663,10833,3412,1228,237,942,49,1048,214,776,58,33964
03081,1378,189,810,379,1361,174,802,385,471,42,253,176,482,46,286,150,2739
