codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros varones,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03048,2881,501,1863,517,2886,461,1754,671,1195,171,954,70,926,170,702,54,5767
03049,7521,1392,4980,1149,7598,1281,4780,1537,1605,399,1176,30,1284,334,922,28,15119
03050,10651,1972,7166,1513,10809,1874,7157,1778,2730,264,1733,733,2751,253,1839,659,21460
03051,201,22,138,41,201,28,119,54,8,1,7,0,10,1,9,0,402
03052,584,99,370,115,610,106,372,132,22,5,17,0,22,2,19,1,1194
03053,4308,735,2968,605,4284,679,2832,773,1006,111,671,224,915,115,645,155,8592
03054,200,13,124,63,202,14,90,98,46,7,28,11,45,4,33,8,402
03055,3230,651,2129,450,3159,589,2013,557,1321,200,887,234,1216,172,859,185,6389
03056,5319,811,3626,882,5334,729,3433,1172,477,74,369,34,404,70,299,35,10653
03057,132,5,84,43,90,4,40,46,27,2,18,7,27,2,21,4,222
03058,3006,552,2002,452,2947,499,1958,490,557,96,451,10,447,86,352,9,5953
03059,12619,2323,8613,1683,12455,2224,8187,2044,2100,407,1583,110,1564,414,1071,79,25074
03060,55,1,33,21,59,0,26,33,4,0,4,0,4,0,3,1,114
03061,642,109,431,102,618,91,383,144,334,42,209,83,344,43,240,61,1260
03062,106,8,73,25,112,9,73,30,246,13,161,72,232,12,160,60,218
03063,15203,2894,10340,1969,15709,2625,10426,2658,6857,898,4412,1547,6729,768,4515,1446,30912
03064,3060,543,2006,511,3089,526,1942,621,620,129,411,80,623,127,427,69,6149
03065,99507,17343,69103,13061,102007,16528,68340,17139,16030,2648,12964,418,13278,2510,10311,457,201514
03066,24943,4111,16923,3909,26078,3696,16915,5467,1938,332,1566,40,1856,335,1478,43,51021
03067,53,3,31,19,50,3,29,18,2,0,2,0,2,0,2,0,103
03068,12,0,5,7,15,2,5,8,5,0,3,2,6,0,2,4,27
03069,1728,262,1270,196,1618,293,1107,218,1525,197,1043,285,1515,214,1066,235,3346
03070,1184,213,777,194,1221,215,779,227,1063,131,794,138,896,112,671,113,2405
03071,2419,390,1613,416,2374,370,1466,538,794,119,551,124,705,114,486,105,4793
03072,194,25,130,39,178,20,108,50,32,0,17,15,39,2,22,15,372
03073,130,16,75,39,113,8,66,39,7,0,6,1,6,1,5,0,243
03074,1053,159,712,182,991,168,618,205,188,32,155,1,140,24,115,1,2044
03075,95,5,67,23,92,13,55,24,30,2,25,3,29,1,26,2,187
03076,4885,807,3167,911,4923,774,3068,1081,3384,373,2100,911,3231,341,2137,753,9808
03077,815,94,558,163,811,106,507,198,702,53,441,208,620,41,456,123,1626
03078,312,35,213,64,259,34,161,64,319,18,175,126,312,25,200,87,571
03079,10910,1840,7498,1572,10966,1666,7316,1984,1074,203,860,11,911,196,704,11,21876
03080,808,167,497,144,794,140,482,172,240,36,159,45,258,32,185,41,1602
03081,859,139,548,172,845,121,508,216,795,107,506,182,770,100,520,150,1704
03082,7250,1327,4942,981,7245,1301,4652,1292,8739,966,4923,2850,8675,912,5128,2635,14495
03083,3312,549,2183,580,3533,431,2203,899,278,40,200,38,284,52,200,32,6845
03084,326,31,205,90,328,40,180,108,32,5,21,6,29,5,19,5,654
03085,173,27,109,37,176,26,112,38,354,24,211,119,353,17,229,107,349
03086,76,8,50,18,74,5,48,21,29,1,21,7,30,2,23,5,150
03088,3313,575,2286,452,3149,560,2068,521,685,59,567,59,459,47,376,36,6462
03089,5778,937,3827,1014,5880,812,3732,1336,658,108,504,46,612,109,458,45,11658
03090,10217,2076,7152,989,10101,1892,6939,1270,1380,220,920,240,1368,209,940,219,20318
03091,135,18,73,44,162,19,77,66,166,9,96,61,166,8,110,48,297
03092,4117,718,2829,570,4209,707,2727,775,343,50,272,21,292,58,213,21,8326
03093,12055,2205,8093,1757,12452,2189,7955,2308,1480,214,1239,27,1117,206,886,25,24507
03094,5371,1153,3810,408,5000,982,3520,498,3899,429,2286,1184,3955,396,2488,1071,10371
03095,2660,428,1834,398,2687,428,1758,501,624,99,479,46,599,118,437,44,5347
03096,3537,588,2436,513,3549,499,2366,684,359,45,299,15,278,38,224,16,7086
03097,556,91,353,112,583,64,356,163,753,56,348,349,737,56,406,275,1139
03098,283,32,209,42,287,35,187,65,163,16,97,50,142,9,101,32,570
03099,25402,4742,16712,3948,25835,4485,16338,5012,18431,1920,11220,5291,17445,1925,11214,4306,51237
03100,304,35,188,81,320,47,173,100,231,19,139,73,230,18,152,60,624
03101,2736,423,1865,448,2799,407,1752,640,1041,133,611,297,1027,125,664,238,5535
03102,4395,730,2838,827,4431,602,2715,1114,1339,130,763,446,1043,102,661,280,8826
03103,160,10,100,50,147,14,79,54,12,1,9,2,5,0,4,1,307
03104,16617,3158,11583,1876,16652,2923,11291,2438,664,92,555,17,701,91,585,25,33269
03105,3331,636,2178,517,3259,546,2047,666,697,121,499,77,622,94,463,65,6590
03106,375,41,246,88,360,36,216,108,61,7,37,17,54,0,42,12,735
03107,1379,239,977,163,1345,236,889,220,814,93,567,154,756,63,571,122,2724
03109,1724,352,1149,223,1689,322,1070,297,412,125,278,9,356,121,228,7,3413
03110,168,27,115,26,183,31,105,47,189,9,99,81,186,9,111,66,351
03111,3246,573,2237,436,3161,542,2043,576,601,109,480,12,459,94,353,12,6407
03112,377,38,244,95,375,44,216,115,271,21,207,43,256,37,191,28,752
03113,2559,450,1666,443,2543,424,1498,621,8164,623,4582,2959,7687,524,4825,2338,5102
03114,1021,163,651,207,923,119,574,230,335,44,208,83,323,31,231,61,1944
03115,149,11,97,41,144,12,77,55,91,6,53,32,81,4,51,26,293
03116,685,87,480,118,651,84,439,128,111,11,74,26,102,9,78,15,1336
03117,230,40,143,47,243,23,140,80,125,9,70,46,129,12,81,36,473
03118,1404,197,921,286,1319,181,818,320,4735,356,2398,1981,4686,353,2703,1630,2723
03119,9367,1736,6397,1234,9876,1726,6464,1686,1407,230,1080,97,1488,240,1139,109,19243
03120,1463,269,982,212,1408,230,892,286,2605,279,1396,930,2581,255,1563,763,2871
03121,12350,2105,8616,1629,12142,2093,8002,2047,4126,355,2643,1128,3889,338,2648,903,24492
03122,24845,4714,17481,2650,25130,4496,17322,3312,2055,311,1663,81,2058,291,1668,99,49975
03123,4616,775,3204,637,4511,759,3016,736,490,86,339,65,482,62,364,56,9127
03124,285,24,184,77,257,25,128,104,58,5,39,14,49,1,35,13,542
03125,194,22,132,40,196,30,110,56,146,20,98,28,125,11,82,32,390
03127,221,27,123,71,238,31,110,97,191,18,142,31,151,8,114,29,459
03128,2449,480,1610,359,2500,434,1587,479,5022,421,2646,1955,4807,415,2710,1682,4949
03129,744,109,513,122,672,99,448,125,170,10,95,65,159,7,101,51,1416
03130,22,3,10,9,25,1,8,16,4,0,4,0,6,0,4,2,47
03131,107,14,69,24,103,13,62,28,86,4,38,44,84,5,49,30,210
03132,318,33,208,77,306,23,178,105,94,17,62,15,70,8,52,10,624
03133,23547,4057,14672,4818,24212,3867,14756,5589,27614,3030,17741,6843,25718,2738,16577,6403,47759
03134,87,2,54,31,83,6,44,33,8,0,2,6,7,0,3,4,170
03135,122,10,77,35,115,9,64,42,17,0,12,5,18,0,17,1,237
03136,283,21,180,82,247,15,126,106,62,9,43,10,70,10,45,15,530
03137,371,26,222,123,426,33,215,178,93,12,63,18,91,14,62,15,797
03138,1883,329,1253,301,1898,270,1214,414,618,62,464,92,459,56,317,86,3781
03139,13133,2340,8997,1796,13314,2137,8743,2434,4107,525,3058,524,3790,540,2772,478,26447
03140,15917,2788,10874,2255,16143,2584,10461,3098,1532,282,1206,44,1376,263,1068,45,32060
03901,577,94,411,72,660,111,429,120,1011,56,461,494,1062,70,559,433,1237
03902,6061,1229,4064,768,5885,1156,3802,927,5623,683,3356,1584,4986,585,3059,1342,11946
03903,1533,301,1024,208,1504,283,971,250,1067,148,696,223,1043,140,743,160,3037
03904,882,147,636,99,820,129,580,111,84,14,64,6,88,17,66,5,1702
