codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03088,4172,693,2955,524,3772,700,2515,557,504,44,418,42,315,48,241,26,7944
03089,6077,949,3984,1144,6098,871,3790,1437,371,54,261,56,374,36,292,46,12175
03903,2453,379,1519,555,2391,331,1488,572,841,92,415,334,854,75,484,295,4844
03091,233,22,115,96,260,18,134,108,98,2,41,55,109,4,56,49,493
03092,4627,828,3098,701,4701,852,2958,891,558,122,395,41,498,124,329,45,9328
03090,12458,2390,8447,1621,12551,2219,8406,1926,1292,186,858,248,1375,193,931,251,25009
03093,12803,2103,8713,1987,12922,1952,8394,2576,996,152,815,29,816,138,642,36,25725
03094,9205,1624,5996,1585,9037,1469,5855,1713,3017,310,1753,954,3204,322,1849,1033,18242
03095,3418,603,2277,538,3397,549,2201,647,483,74,364,45,517,72,391,54,6815
03096,3734,620,2513,601,3741,556,2396,789,241,26,195,20,233,19,190,24,7475
03097,1036,131,533,372,1075,110,547,418,439,24,169,246,462,18,198,246,2111
03099,38144,5861,23944,8339,38634,5725,23607,9302,12186,1398,6848,3940,12122,1475,6924,3723,76778
03098,373,50,242,81,365,38,238,89,79,5,43,31,78,2,47,29,738
03100,443,29,246,168,465,43,242,180,166,2,71,93,174,8,79,87,908
03101,3717,587,2342,788,3773,530,2352,891,791,80,432,279,798,80,464,254,7490
03102,5036,722,3149,1165,5016,646,2965,1405,765,61,395,309,721,67,386,268,10052
03103,158,14,97,47,143,16,81,46,9,1,7,1,4,0,3,1,301
03104,17121,3077,11725,2319,17358,2882,11546,2930,417,55,345,17,470,53,392,25,34479
03902,10981,1839,6920,2222,10437,1781,6312,2344,4357,563,2497,1297,3821,521,2077,1223,21418
03105,3962,665,2629,668,3883,612,2500,771,584,91,373,120,571,70,398,103,7845
03106,387,32,239,116,326,24,181,121,41,2,24,15,35,1,25,9,713
03901,1360,117,678,565,1504,133,784,587,721,24,263,434,832,37,332,463,2864
03107,2499,420,1686,393,2351,399,1553,399,775,87,503,185,706,87,465,154,4850
03060,68,4,40,24,53,3,25,25,5,0,4,1,6,0,5,1,121
03109,2207,460,1483,264,2211,439,1434,338,325,88,219,18,359,103,239,17,4418
03110,328,40,171,117,316,36,160,120,133,4,47,82,133,3,47,83,644
03111,4007,749,2762,496,3790,695,2457,638,515,127,374,14,428,105,309,14,7797
03112,589,49,360,180,558,63,316,179,224,12,132,80,216,18,134,64,1147
03113,8393,842,4123,3428,8167,741,4114,3312,5694,360,2397,2937,5589,350,2530,2709,16560
03114,1230,167,754,309,1146,142,663,341,244,15,121,108,249,15,134,100,2376
03115,193,15,100,78,196,12,93,91,56,1,18,37,56,3,18,35,389
03116,813,122,538,153,772,111,492,169,114,17,65,32,96,8,60,28,1585
03118,4030,409,1944,1677,3913,358,1979,1576,2524,182,994,1348,2513,146,1135,1232,7943
03904,988,171,690,127,945,152,652,141,99,11,74,14,115,17,87,11,1933
03120,2949,412,1694,843,2862,374,1663,825,1419,151,678,590,1450,156,770,524,5811
03122,28588,5460,19496,3632,29197,5081,19652,4464,1684,240,1349,95,1827,240,1457,130,57785
03117,331,43,181,107,317,27,178,112,104,5,37,62,110,2,59,49,648
03119,11376,2073,7566,1737,12142,1985,7859,2298,1153,186,853,114,1262,182,930,150,23518
03121,15916,2717,10680,2519,15829,2569,10276,2984,2590,318,1712,560,2531,297,1680,554,31745
03123,4920,786,3347,787,4851,782,3119,950,283,28,184,71,269,23,188,58,9771
03124,308,24,203,81,277,28,146,103,36,4,15,17,30,1,14,15,585
03125,303,33,195,75,278,51,158,69,94,9,56,29,81,9,49,23,581
03127,324,28,185,111,303,32,154,117,124,9,69,46,108,3,65,40,627
03128,5331,731,3067,1533,5391,662,3069,1660,2757,257,1376,1124,2763,231,1429,1103,10722
03129,824,98,539,187,740,93,463,184,87,4,33,50,85,1,47,37,1564
03130,30,0,16,14,26,0,4,22,6,0,1,5,4,0,1,3,56
03131,164,14,81,69,172,21,95,56,61,1,19,41,65,4,30,31,336
03132,348,23,228,97,306,17,191,98,55,3,30,22,48,0,32,16,654
03133,41038,6336,26118,8584,41561,5918,25686,9957,16039,2144,10699,3196,15994,2021,10551,3422,82599
03134,90,7,49,34,74,8,39,27,8,0,0,8,5,0,2,3,164
03136,319,22,202,95,270,31,145,94,67,7,46,14,53,1,41,11,589
03137,407,50,230,127,413,26,219,168,50,7,29,14,56,7,35,14,820
03135,117,5,78,34,107,5,57,45,12,0,8,4,6,0,5,1,224
03138,2247,347,1474,426,2273,334,1398,541,372,41,249,82,387,52,260,75,4520
03003,16949,2768,11575,2606,17020,2601,11192,3227,3189,481,2292,416,3163,464,2300,399,33969
03004,16992,2958,11456,2578,16991,2710,10888,3393,1078,211,817,50,954,201,704,49,33983
03005,1338,187,786,365,1345,178,775,392,437,41,230,166,475,48,265,162,2683
