codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03051,204,30,137,37,212,33,124,55,9,3,6,0,7,1,6,0,416
03052,567,79,370,118,631,108,390,133,18,0,18,0,16,2,14,0,1198
03053,4543,775,3151,617,4434,712,2988,734,527,46,420,61,415,51,327,37,8977
03054,233,21,138,74,249,17,128,104,26,1,21,4,22,2,19,1,482
03055,3386,627,2349,410,3256,611,2148,497,537,73,428,36,410,73,311,26,6642
03056,5448,815,3807,826,5544,774,3596,1174,235,51,174,10,195,37,149,9,10992
03057,156,8,100,48,130,15,65,50,13,1,10,2,21,2,17,2,286
03058,3319,576,2349,394,3158,588,2120,450,417,54,361,2,275,62,209,4,6477
03059,14014,2473,9969,1572,13309,2444,8953,1912,1538,206,1286,46,908,195,681,32,27323
03060,73,3,50,20,77,0,40,37,6,0,5,1,4,0,3,1,150
03061,809,139,535,135,753,118,485,150,196,27,138,31,166,23,124,19,1562
03062,172,12,113,47,164,11,112,41,71,1,55,15,75,2,60,13,336
03063,20205,3467,13917,2821,20396,3148,13885,3363,5732,755,3875,1102,5485,678,3840,967,40601
03064,3651,720,2408,523,3444,630,2215,599,575,115,439,21,440,99,320,21,7095
03065,107440,18432,77102,11906,107697,17473,74689,15535,10344,1650,8488,206,8322,1572,6520,230,215137
03066,27263,4528,19159,3576,28308,4199,19027,5082,1661,272,1362,27,1513,255,1230,28,55571
03067,52,4,29,19,46,3,24,19,1,0,1,0,0,0,0,0,98
03068,29,0,18,11,34,2,12,20,5,0,4,1,9,0,4,5,63
03069,1927,254,1419,254,1870,252,1329,289,737,85,539,113,757,100,562,95,3797
03070,1479,239,1022,218,1419,252,914,253,431,50,343,38,310,44,244,22,2898
03071,2757,461,1874,422,2618,401,1680,537,418,83,300,35,303,61,217,25,5375
03072,163,16,110,37,177,16,97,64,1,0,1,0,2,0,0,2,340
03073,135,21,82,32,121,7,69,45,2,0,2,0,3,0,3,0,256
03074,1096,150,777,169,1003,142,677,184,135,26,106,3,66,13,53,0,2099
03075,104,10,69,25,103,16,69,18,21,4,15,2,18,3,15,0,207
03076,6661,997,4522,1142,6461,953,4285,1223,2046,238,1444,364,1777,240,1282,255,13122
03077,1082,125,707,250,1080,135,679,266,316,41,211,64,281,26,214,41,2162
03078,526,44,364,118,497,47,338,112,234,14,165,55,237,22,178,37,1023
03079,11483,1986,8108,1389,11576,1833,7903,1840,784,173,605,6,703,160,537,6,23059
03080,881,166,568,147,895,160,573,162,109,10,85,14,110,14,84,12,1776
03081,1417,216,940,261,1388,190,930,268,557,73,381,103,549,77,401,71,2805
03082,14307,2068,9359,2880,13935,1984,9036,2915,7445,853,4565,2027,7020,810,4423,1787,28242
03083,3594,555,2412,627,3900,538,2444,918,221,34,170,17,239,49,172,18,7494
03084,354,38,230,86,367,61,194,112,15,2,10,3,17,3,12,2,721
03085,467,52,298,117,463,47,310,106,296,29,182,85,288,21,200,67,930
03086,82,7,54,21,96,3,68,25,8,0,6,2,9,0,8,1,178
03088,3172,568,2167,437,2881,498,1914,469,351,35,301,15,197,18,176,3,6053
03089,6318,1032,4297,989,6409,937,4149,1323,492,85,384,23,444,90,338,16,12727
03090,9287,1824,6527,936,9165,1642,6310,1213,850,148,572,130,808,130,552,126,18452
03091,242,18,151,73,273,23,158,92,108,4,77,27,110,7,82,21,515
03092,4051,702,2808,541,4097,703,2671,723,191,29,149,13,165,29,124,12,8148
03093,13108,2338,9151,1619,13125,2282,8649,2194,1163,171,972,20,835,162,647,26,26233
03094,6422,955,4345,1122,6151,890,4164,1097,2784,276,1685,823,2720,247,1762,711,12573
03095,2938,452,2111,375,2896,448,1938,510,377,45,298,34,318,50,236,32,5834
03096,3757,643,2631,483,3743,562,2534,647,276,56,214,6,200,36,160,4,7500
03097,1035,133,617,285,1082,110,676,296,473,44,250,179,474,36,284,154,2117
03098,351,45,238,68,367,39,249,79,104,14,68,22,104,11,80,13,718
03099,38098,6206,25518,6374,36911,5852,24389,6670,12978,1382,8836,2760,11346,1370,8006,1970,75009
03100,475,47,315,113,485,51,317,117,168,12,116,40,169,12,121,36,960
03101,3369,472,2294,603,3364,453,2205,706,769,83,523,163,642,65,448,129,6733
03102,5565,780,3620,1165,5216,654,3328,1234,1082,75,682,325,747,63,511,173,10781
03103,177,9,115,53,177,15,96,66,10,1,9,0,12,5,6,1,354
03104,16211,3126,11384,1701,16177,2875,11061,2241,516,94,417,5,565,96,457,12,32388
03105,3567,678,2375,514,3505,615,2209,681,378,90,268,20,314,67,230,17,7072
03106,397,41,271,85,396,40,233,123,26,2,21,3,26,1,21,4,793
03107,1711,229,1210,272,1642,218,1118,306,596,59,443,94,519,48,396,75,3353
03109,1948,433,1307,208,1822,359,1191,272,283,64,219,0,185,54,128,3,3770
03110,267,31,175,61,265,32,166,67,108,6,71,31,98,5,74,19,532
03111,3388,649,2359,380,3257,610,2112,535,389,69,315,5,247,41,201,5,6645
03112,519,61,340,118,503,59,320,124,153,21,119,13,120,21,95,4,1022
03113,7078,786,4455,1837,6729,718,4434,1577,4696,385,2930,1381,4313,321,3002,990,13807
03114,1220,173,824,223,1141,126,747,268,218,23,166,29,197,21,156,20,2361
03115,215,20,141,54,241,27,147,67,55,4,38,13,59,6,46,7,456
03116,754,124,510,120,712,117,458,137,103,23,73,7,85,11,69,5,1466
03117,313,46,199,68,351,39,227,85,94,9,62,23,94,11,69,14,664
03118,4146,429,2507,1210,4051,441,2643,967,2874,223,1686,965,2827,235,1897,695,8197
03119,9610,1703,6737,1170,10101,1715,6840,1546,967,184,707,76,1022,211,730,81,19711
03120,3400,491,2177,732,3220,429,2144,647,1969,219,1236,514,1839,209,1256,374,6620
03121,12781,2044,8917,1820,12713,1986,8682,2045,2374,250,1659,465,2326,229,1740,357,25494
03122,22964,4270,16455,2239,23070,4188,16083,2799,1250,223,976,51,1183,217,909,57,46034
03123,4739,868,3260,611,4660,789,3152,719,292,62,204,26,272,46,208,18,9399
03124,321,32,211,78,312,34,176,102,46,4,35,7,43,4,37,2,633
03125,337,47,225,65,282,36,175,71,135,21,91,23,99,11,69,19,619
03127,375,42,228,105,361,48,188,125,124,20,85,19,103,15,72,16,736
03128,6087,673,3797,1617,5896,697,3731,1468,3725,239,2183,1303,3509,297,2154,1058,11983
03129,768,106,527,135,717,99,474,144,105,6,72,27,88,5,63,20,1485
03130,19,1,9,9,16,0,8,8,3,0,3,0,3,0,2,1,35
03131,161,10,110,41,167,18,106,43,66,3,37,26,63,5,42,16,328
03132,377,51,235,91,350,37,205,108,42,11,26,5,36,5,28,3,727
03133,43440,5747,29351,8342,40908,5381,27238,8289,21523,2040,15217,4266,18665,1827,13205,3633,84348
03134,79,1,47,31,88,4,44,40,8,0,3,5,5,1,2,2,167
03135,160,9,98,53,168,12,94,62,17,1,14,2,18,1,17,0,328
03136,337,28,217,92,285,16,159,110,42,7,32,3,45,4,36,5,622
03137,439,35,278,126,493,55,273,165,57,4,42,11,50,4,38,8,932
03138,2326,365,1640,321,2164,311,1446,407,474,42,391,41,315,40,246,29,4490
03139,14022,2198,9916,1908,13961,2033,9439,2489,2295,251,1716,328,1934,258,1416,260,27983
03140,16964,3071,11694,2199,17221,2790,11343,3088,1120,228,876,16,1048,208,817,23,34185
03901,1153,91,701,361,1251,137,771,343,673,42,343,288,705,43,434,228,2404
03902,9598,1578,6573,1447,8453,1465,5659,1329,4179,478,2912,789,3210,372,2269,569,
03903,1686,312,1144,230,1633,304,1062,267,314,47,236,31,275,47,198,30,
03904,704,125,499,80,664,119,455,90,30,6,24,0,28,4,23,1,
